obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 90021, 4613, 17264, 4656, 41441, 3391, 61083, 24740, 53, 73, NA, 247209,  3
2, 3.0, 35427, 41239, 120347, 250132, 31736, 28747, 54091, 88016, 63, 71, NA, 649735,  3
3, 4.0, 271870, 4495, 600336, 366741, 191409, 538167, 115738, 65621, 34, 43, NA, 2154377,  3
4, 5.0, 418, 41072, 35318, 584326, 476484, 240, 3740, 487742, 4, 24, NA, 1629340,  3
5, 6.0, 253, 492778, 4844, 91284, 148872, 196159, 20355, 190539, 63, 63, NA, 1145084,  3
6, 7.1, 113397, 5814, 52029, 473128, 973, 320195, 137282, 8364, 35, 84, NA, 1111182,  3
7, 8.1, 740530, 349781, 147416, 248118, 7125, 232609, 539290, 78497, 42, 80, NA, 2343366,  3
8, 9.1, 305946, 77869, 2838, 301937, 552841, 103666, 2658138, 1039914, 72, 81, NA, 5043149,  3
9, 10.1, 104872, 161439, 67631, 65231, 111548, 656436, 438368, 610617, 92, 12, NA, 2216142,  3
10, 11.1, 726899, 354584, 110140, 981419, 137088, 344, 1116670, 211358, 30, 50, NA, 3638502,  3
11, 12.1, 592092, 129897, 1152534, 10308, 4940, 17828, 24617, 22532, 2, 40, NA, 1954748,  3
12, 13.1, 192364, 1412205, 381214, 142, 1032605, 16965, 16939, 826254, 4, 72, NA, 3878688,  3
13, 14.1, 149743, 8290, 53555, 175929, 54759, 400318, 2680, 644352, 57, 42, NA, 1489626,  3
14, 15.2, 120119, 4079, 1478, 35493, 2, 19768, 27717, 47663, 33, 70, NA, 256319,  3
15, 16.2, 75, 2182628, 444785, 748256, 947602, 97936, 4648, 535487, 26, 46, NA, 4961417,  3
16, 17.2, 4602, 554442, 89904, 437532, 6185, 117927, 98475, 38168, 48, 7, NA, 1347235,  3
17, 18.2, 433615, 49345, 2125886, 389766, 407165, 653753, 369153, 1379091, 35, 85, NA, 5807774,  3
18, 19.2, 28030, 207733, 805797, 349175, 7458, 316055, 18478, 338907, 33, 59, NA, 2071633,  3
19, 20.2, 49112, 324256, 430, 541116, 103079, 50910, 348398, 118615, 8, 2, NA, 1535916,  3
20, 21.2, 495892, 493664, 1299254, 25053, 141940, 578870, 568926, 6532, 26, 18, NA, 3610131,  3
21, 22.2, 518495, 683158, 15741, 87868, 28656, 2498, 100656, 12540, 94, 14, NA, 1449612,  3
22, 23.2, 404005, 1464501, 315033, 693604, 112425, 153076, 252939, 272923, 43, 38, NA, 3668506,  3
23, 24.3, 145238, 406403, 280701, 54646, 242911, 494082, 197654, 746526, 29, 65, NA, 2568161,  3
24, 25.3, 607272, 18039, 11135, 249894, 246809, 275736, 14037, 25802, 71, 72, NA, 1448724,  3
25, 26.3, 124264, 956126, 1973825, 529323, 7682, 464427, 64731, 489147, 52, 82, NA, 4609525,  3
26, 27.3, 733409, 605784, 1102372, 4990, 297207, 115437, 627, 167787, 99, 47, NA, 3027613,  3
27, 28.3, 255986, 67640, 650863, 189451, 274674, 58178, 821, 252600, 69, 41, NA, 1750213,  3
28, 29.3, 150, 144517, 19903, 548093, 173768, 23285, 199408, 46262, 6, 82, NA, 1155386,  3
29, 30.3, 640028, 6510, 541804, 1219068, 179765, 14422, 55803, 110781, 20, 100, NA, 2768181,  3
30, 31.3, 156251, 97712, 584688, 1239094, 165851, 49463, 253674, 406197, 64, 85, NA, 2952930,  3
31, 32.4, 467004, 43383, 593096, 3266, 727491, 359288, 1498835, 1152965, 15, 77, NA, 4845328,  3
32, 33.4, 324603, 59982, 19453, 119954, 622793, 264390, 391853, 19046, 35, 92, NA, 1822074,  3
33, 34.4, 161585, 1490436, 32045, 46825, 14536, 173732, 523639, 126143, 23, 98, NA, 2568941,  3
34, 35.4, 385221, 288536, 162737, 1120626, 82919, 216611, 49221, 368508, 72, 70, NA, 2674379,  3
35, 36.4, 202030, 2351, 16, 546728, 240503, 275906, 97013, 2252, 96, 28, NA, 1366799,  3
36, 37.4, 18722, 140075, 968632, 422489, 112355, 417217, 126493, 97430, 99, 96, NA, 2303413,  3
37, 38.4, 13262, 1343778, 332083, 400778, 2010, 109896, 24591, 1559703, 62, 76, NA, 3786101,  3
38, 39.4, 14, 568639, 653060, 101678, 5827, 1, 387561, 7975, 16, 70, NA, 1724755,  3
39, 40.4, 923514, 52609, 1770316, 58414, 229883, 33374, 10087, 289396, 18, 49, NA, 3367593,  3
40, 41.5, 125595, 8535, 67175, 48088, 216257, 166, 2231216, 54609, 6, 34, NA, 2751641,  3
41, 42.5, 95266, 7938, 400027, 1081659, 333760, 159132, 474959, 248990, 30, 82, NA, 2801731,  3
42, 43.5, 163391, 1415, 602851, 419960, 171, 343486, 246538, 445725, 97, 47, NA, 2223537,  3
43, 44.5, 2317710, 21586, 161000, 50966, 4294, 221278, 399819, 1, 67, 74, NA, 3176654,  3
44, 45.5, 166114, 341227, 722038, 370375, 67667, 212828, 32031, 66090, 32, 7, NA, 1978370,  3
45, 46.5, 20651, 156406, 37435, 13606, 451318, 343143, 59746, 338159, 61, 62, NA, 1420464,  3
46, 47.5, 981983, 26192, 171039, 450330, 867026, 2498, 248293, 162803, 12, 58, NA, 2910164,  3
47, 48.5, 1170661, 82600, 65274, 74501, 140158, 84802, 315750, 170848, 6, 95, NA, 2104594,  3
48, 49.6, 1201187, 2039, 53166, 650281, 166345, 1003642, 42997, 1597, 60, 34, NA, 3121254,  3
49, 50.6, 96887, 140051, 48232, 1159, 273453, 486425, 21926, 168119, 79, 90, NA, 1236252,  3
50, 51.6, 76330, 9855, 106025, 4109, 229282, 135007, 143684, 296777, 31, 88, NA, 1001069,  3
51, 52.6, 809380, 503688, 189914, 1889, 1259916, 1883337, 5251, 647001, 23, 48, NA, 5300376,  3
52, 53.6, 9379, 241236, 21809, 675643, 182021, 379230, 491431, 366739, 17, 52, NA, 2367488,  3
53, 54.6, 44629, 1199347, 22704, 723505, 87929, 438753, 200969, 351381, 28, 97, NA, 3069217,  3
54, 55.6, 39116, 1134, 529320, 34424, 2414, 13479, 170, 106918, 16, 68, NA, 726975,  3
55, 56.6, 429002, 85999, 3531, 675696, 875572, 5807, 552989, 301966, 20, 21, NA, 2930562,  3
56, 57.6, 139, 423129, 5870, 300147, 5463, 226232, 41, 297993, 76, 12, NA, 1259014,  3
57, 58.7, 326577, 10913, 448493, 446247, 228286, 626122, 254862, 143288, 56, 16, NA, 2484788,  3
58, 59.7, 750225, 745477, 405722, 203350, 621460, 1553, 12135, 562007, 86, 9, NA, 3301929,  3
59, 60.7, 752979, 346802, 434512, 19104, 5574, 3353, 29951, 246755, 46, 8, NA, 1839030,  3
60, 61.7, 2802, 298478, 1725, 9840, 646584, 173557, 533131, 212056, 36, 74, NA, 1878173,  3
61, 62.7, 20352, 42152, 86, 137158, 650334, 207024, 21685, 1142937, 44, 84, NA, 2221728,  3
62, 63.7, 14302, 111148, 399, 14297, 622041, 243283, 37484, 1349535, 78, 100, NA, 2392489,  3
63, 64.7, 73432, 1082483, 22482, 2301, 6414, 211894, 72287, 395498, 75, 89, NA, 1866791,  3
64, 65.7, 24475, 1573872, 62017, 401805, 10979, 1329222, 681185, 88018, 45, 15, NA, 4171573,  3
65, 66.8, 88339, 149848, 615736, 162595, 2254, 30435, 108575, 229546, 81, 90, NA, 1387328,  3
66, 67.8, 28519, 172541, 29652, 1832932, 472191, 99227, 35264, 217225, 6, 40, NA, 2887551,  3
67, 68.8, 515724, 38083, 256117, 262830, 942616, 781212, 23032, 2314532, 17, 26, NA, 5134146,  3
68, 69.8, 23113, 370789, 1692705, 73018, 8888, 34553, 63646, 79720, 85, 100, NA, 2346432,  3
69, 70.8, 1890209, 2497, 471675, 65086, 1236191, 204775, 78177, 205346, 23, 33, NA, 4153956,  3
70, 71.8, 13109, 70080, 174991, 19127, 65405, 73024, 790265, 25168, 77, 34, NA, 1231169,  3
71, 72.8, 29012, 672896, 43315, 265097, 11187, 48515, 53932, 3381, 30, 14, NA, 1127335,  3
72, 73.8, 248708, 13882, 339413, 31476, 235740, 787827, 328769, 213625, 77, 78, NA, 2199440,  3
73, 74.8, 2092319, 35838, 276069, 82092, 359847, 284697, 2854875, 4417, 79, 86, NA, 5990154,  3
