obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
22, 24.2, 3650684, 1385, 354072, 700956, 174312, 46718, 528037, 120487, 51, 57, NA, 5576651,  X*
23, 25.2, 45245, 104325, 20163, 552043, 86458, 671252, 35016, 71367, 42, 67, NA, 1585869,  X*
24, 26.3, 391614, 1281, 435336, 295184, 8661, 149, 8307, 13778, 16, 28, NA, 1154310,  X*
25, 27.3, 318120, 46061, 205067, 1323931, 71451, 3043, 2793, 115084, 41, 44, NA, 2085550,  X*
26, 28.3, 85399, 202732, 27661, 16542, 124538, 675841, 646896, 65210, 80, 77, NA, 1844819,  X*
27, 29.4, 32, 522313, 122788, 144760, 34103, 43990, 88787, 329465, 40, 76, NA, 1286238,  X*
28, 30.4, 207964, 93959, 256217, 318823, 1459, 882042, 551354, 844557, 2, 91, NA, 3156375,  X*
29, 31.4, 148255, 9989, 17742, 127126, 668036, 206348, 56428, 103, 93, 100, NA, 1234027,  X*
30, 32.4, 1307635, 58632, 73121, 20289, 233879, 169892, 420147, 1148232, 40, 45, NA, 3431827,  X*
31, 33.5, 629, 22027, 84107, 76806, 960212, 73404, 48951, 794314, 62, 85, NA, 2060450,  X*
32, 34.5, 639811, 56360, 143823, 226776, 40681, 1331215, 283448, 170459, 23, 92, NA, 2892573,  X*
33, 35.6, 12265, 50479, 1428877, 335131, 764689, 152261, 20779, 806670, 11, 50, NA, 3571151,  X*
34, 36.6, 79025, 61377, 173120, 6053, 11812, 246658, 1861, 24261, 5, 14, NA, 604167,  X*
35, 37.6, 416316, 87988, 749021, 323115, 22, 26723, 90315, 8053, 8, 88, NA, 1701553,  X*
36, 38.7, 76699, 372793, 48260, 3030, 10517, 431364, 232344, 858364, 99, 48, NA, 2033371,  X*
37, 39.7, 5122, 467609, 229733, 854333, 285, 137481, 128586, 8949, 65, 96, NA, 1832098,  X*
38, 40.7, 50403, 109411, 186055, 336799, 81683, 315015, 4475, 9, 35, 60, NA, 1083850,  X*
39, 41.8, 65, 11356, 1124312, 518289, 916858, 959433, 128940, 7703, 39, 90, NA, 3666956,  X*
40, 42.8, 16656, 457892, 152355, 40172, 23472, 1117652, 116810, 327164, 52, 65, NA, 2252173,  X*
41, 43.8, 570898, 1927996, 446677, 48025, 7125, 14074, 191404, 80302, 36, 39, NA, 3286501,  X*
42, 44.9, 1038778, 417078, 208406, 108426, 417158, 19421, 59872, 169866, 75, 20, NA, 2439005,  X*
43, 45.9, 661, 329605, 267976, 233463, 876, 347759, 733874, 47884, 22, 21, NA, 1962098,  X*
44, 46.9, 582460, 34558, 455171, 40721, 20924, 110540, 697699, 756484, 16, 87, NA, 2698557,  X*
45, 48.0, 78519, 47944, 865412, 32907, 24600, 232016, 40031, 6732, 16, 12, NA, 1328161,  X*
46, 49.0, 18249, 2127541, 12933, 24748, 500940, 144854, 298448, 66376, 23, 88, NA, 3194089,  X*
47, 50.0, 603325, 82042, 446892, 120854, 552711, 67965, 1240969, 8250, 50, 69, NA, 3123008,  X*
48, 51.1, 5892, 6291, 219844, 42145, 35040, 38062, 236564, 2826, 20, 36, NA, 586664,  X*
49, 52.1, 167636, 4238261, 1388, 600416, 443777, 159817, 1040572, 6069, 74, 69, NA, 6657936,  X*
50, 53.2, 14354, 458579, 157049, 65504, 446009, 170528, 365295, 315648, 27, 68, NA, 1992966,  X*
51, 54.2, 61346, 2373, 669828, 19104, 337182, 705449, 292622, 256944, 46, 28, NA, 2344848,  X*
52, 55.2, 396285, 878325, 543340, 122105, 91190, 73338, 361602, 81086, 27, 16, NA, 2547271,  X*
53, 56.3, 18098, 217104, 757953, 472, 1396268, 13516, 1201086, 741985, 60, 16, NA, 4346482,  X*
54, 57.3, 6138, 919391, 188671, 168838, 2207, 111880, 190, 33068, 57, 51, NA, 1430383,  X*
55, 58.3, 101418, 1051, 60855, 375798, 807, 63945, 1027301, 264799, 70, 75, NA, 1895974,  X*
56, 59.4, 1221, 339060, 888568, 9019, 2383, 3595, 93913, 230105, 60, 21, NA, 1567864,  X*
57, 60.4, 249162, 147866, 41, 379949, 450799, 591, 419091, 243253, 50, 53, NA, 1890752,  X*
58, 61.5, 3959, 529762, 299362, 205191, 94581, 228306, 273517, 40515, 53, 62, NA, 1675193,  X*
59, 62.5, 17341, 38873, 1240, 40538, 260045, 88288, 222006, 663542, 83, 16, NA, 1331873,  X*
60, 63.5, 1086, 29644, 1431617, 4856, 105890, 81528, 42, 214868, 64, 31, NA, 1869531,  X*
61, 64.6, 3463, 219976, 194981, 865, 19114, 87606, 287369, 22268, 45, 97, NA, 835642,  X*
62, 65.6, 9377, 1351612, 229440, 307321, 13534, 60606, 67, 173501, 17, 93, NA, 2145458,  X*
63, 66.6, 456630, 94580, 35158, 222711, 181654, 1252, 65948, 296203, 62, 12, NA, 1354136,  X*
64, 67.6, 929476, 62196, 97348, 85412, 112529, 278449, 90973, 825081, 8, 70, NA, 2481464,  X*
65, 68.7, 1016507, 6023, 174208, 1494, 113838, 286243, 3764, 24603, 67, 45, NA, 1626680,  X*
66, 69.8, 768, 2, 42018, 1347, 66093, 881238, 22375, 117409, 58, 79, NA, 1131250,  X*
67, 70.8, 492954, 765742, 217308, 4881, 31330, 643694, 24220, 846204, 94, 7, NA, 3026333,  X*
68, 71.8, 93520, 17115, 170110, 14192, 757481, 1, 31580, 71999, 13, 50, NA, 1155998,  X*
69, 72.8, 488117, 133287, 5947, 23108, 411565, 1387525, 947914, 380985, 16, 96, NA, 3778448,  X*
70, 73.8, 77511, 31247, 36507, 790200, 462435, 4019, 182297, 225629, 28, 61, NA, 1809845,  X*
71, 74.8, 146852, 580156, 181139, 161313, 7265, 1242682, 236978, 19130, 72, 37, NA, 2575515,  X*
72, 75.8, 15144, 146363, 510911, 448836, 268839, 1209192, 25677, 1744208, 12, 6, NA, 4369170,  X*
73, 76.9, 370, 767345, 158091, 290920, 129826, 158357, 15675, 98862, 68, 87, NA, 1619446,  X*
74, 77.9, 853548, 81385, 300590, 36777, 239754, 1373, 30654, 315195, 87, 23, NA, 1859276,  X*
75, 78.9, 24788, 675449, 12647, 50136, 5527, 370673, 738231, 68649, 71, 73, NA, 1946100,  X*
76, 79.9, 30241, 151153, 246675, 744441, 1458471, 731904, 81806, 639742, 59, 15, NA, 4084433,  X*
77, 80.9, 143307, 149433, 5299, 4381, 427, 921214, 90794, 166325, 57, 40, NA, 1481180,  X*
78, 81.9, 909726, 1275787, 24446, 185079, 1411281, 222412, 2293547, 1640774, 52, 35, NA, 7963052,  X*
79, 82.9, 2101, 5316, 8350, 60924, 307772, 196725, 475523, 358615, 34, 21, NA, 1415326,  X*
80, 83.9, 1101437, 20404, 120351, 24933, 106215, 353839, 645547, 22287, 44, 39, NA, 2395013,  X*
81, 84.9, 288346, 110210, 339134, 71778, 49300, 31033, 186432, 304341, 65, 18, NA, 1380574,  X*
82, 85.9, 582042, 215039, 86271, 1088500, 749441, 96255, 1207, 61784, 33, 47, NA, 2880539,  X*
83, 86.9, 3496, 49399, 34332, 25392, 3116, 11641, 82410, 819429, 53, 70, NA, 1029215,  X*
84, 87.9, 53070, 152294, 23194, 30222, 84298, 410551, 56599, 468, 24, 67, NA, 810696,  X*
85, 88.9, 115481, 85145, 132850, 14086, 19944, 14151, 302406, 1171, 25, 5, NA, 685234,  X*
86, 90.0, 1313, 1915301, 32216, 390343, 360944, 17067, 323273, 830, 45, 47, NA, 3041287,  X*
87, 91.0, 18657, 340640, 248144, 1648528, 136863, 268058, 353014, 152779, 16, 26, NA, 3166683,  X*
88, 92.0, 72776, 90243, 38181, 552157, 104740, 12720, 899, 7749, 31, 67, NA, 879465,  X*
89, 93.0, 40882, 667169, 1090, 135861, 463719, 22719, 1070009, 181621, 94, 86, NA, 2583070,  X*
90, 94.0, 193454, 242654, 92511, 445690, 31429, 48279, 441702, 1092225, 99, 42, NA, 2587944,  X*
91, 95.0, 22803, 38754, 87418, 647171, 1476135, 26389, 374011, 682109, 24, 89, NA, 3354790,  X*
92, 96.0, 2903864, 200, 4160, 65425, 130971, 11140, 50087, 520128, 82, 7, NA, 3685975,  X*
93, 97.0, 19597, 25354, 206750, 497530, 348210, 474060, 9735, 257638, 65, 82, NA, 1838874,  X*
94, 98.0, 89888, 89684, 9919, 100688, 239072, 112375, 10710, 1411, 94, 59, NA, 653747,  X*
95, 99.0, 142817, 363489, 145436, 3308600, 11665, 805150, 74019, 3309, 82, 89, NA, 4854485,  X*
96, 100.0, 14977, 66770, 410495, 336360, 679287, 1535890, 66, 44, 3, 71, NA, 3043889,  X*
97, 101.0, 459441, 896558, 34112, 252549, 1100466, 11672, 93557, 809688, 47, 41, NA, 3658043,  X*
98, 102.0, 100003, 67328, 67011, 64662, 254715, 310200, 142653, 225485, 18, 48, NA, 1232057,  X*
99, 103.0, 173451, 833941, 65281, 619846, 63719, 27, 487008, 1539572, 32, 14, NA, 3782845,  X*
100, 104.0, 2300329, 4132, 282078, 538664, 999670, 215894, 383827, 502234, 44, 26, NA, 5226828,  X*
101, 105.0, 538212, 246162, 78179, 422665, 1260383, 236265, 28823, 185187, 7, 92, NA, 2995876,  X*
102, 106.1, 23285, 2051, 3719, 97605, 18030, 199661, 635558, 19128, 89, 48, NA, 999037,  X*
103, 107.1, 169057, 271143, 133303, 297680, 706707, 98746, 443126, 6577, 75, 72, NA, 2126339,  X*
104, 108.1, 389405, 143899, 131850, 2010436, 180976, 1986110, 326187, 95306, 10, 12, NA, 5264169,  X*
105, 109.1, 141246, 1010, 69168, 76105, 3056, 109061, 715878, 269078, 33, 8, NA, 1384602,  X*
106, 110.1, 111172, 28154, 22630, 15331, 364751, 259412, 326556, 1571514, 2, 65, NA, 2699520,  X*
107, 111.1, 31, 35327, 884233, 2062, 466887, 77484, 8434, 4434, 100, 14, NA, 1478892,  X*
108, 112.1, 41984, 465366, 35496, 223, 160296, 1697, 338929, 991, 48, 33, NA, 1044982,  X*
109, 113.1, 468848, 130840, 68645, 365444, 508951, 567509, 198329, 251660, 53, 9, NA, 2560226,  X*
110, 114.1, 157541, 15946, 848253, 197298, 90809, 19165, 58231, 415657, 35, 11, NA, 1802900,  X*
111, 115.1, 170, 323556, 379662, 258942, 61016, 412862, 260761, 13432, 60, 7, NA, 1710401,  X*
112, 116.1, 583201, 3938, 17590, 151358, 403410, 3665, 105767, 69028, 53, 54, NA, 1337957,  X*
113, 117.1, 99587, 865422, 98623, 347483, 8685, 62459, 587163, 323727, 14, 23, NA, 2393149,  X*
114, 118.1, 251917, 331020, 38848, 23642, 103806, 781922, 1131462, 69543, 52, 13, NA, 2732160,  X*
115, 119.1, 62886, 60362, 2575818, 57497, 147664, 596161, 270174, 230, 66, 66, NA, 3770792,  X*
116, 120.2, 106151, 421909, 41908, 2039, 1439295, 218552, 8995, 53069, 55, 85, NA, 2291918,  X*
117, 121.2, 163262, 28108, 37740, 94954, 18028, 6062, 254056, 324494, 34, 93, NA, 926704,  X*
118, 122.2, 118864, 24, 9987, 14555, 368563, 968954, 51009, 33045, 92, 79, NA, 1565001,  X*
119, 123.2, 37823, 125398, 158164, 130937, 134491, 311510, 1544, 609032, 8, 80, NA, 1508899,  X*
120, 124.2, 161450, 682335, 104574, 217979, 61317, 304010, 3184, 183022, 44, 25, NA, 1717871,  X*
121, 125.2, 408272, 913194, 68493, 26611, 93310, 377664, 47900, 106897, 55, 32, NA, 2042341,  X*
122, 126.2, 40442, 239, 72269, 22312, 35149, 834145, 398, 143047, 74, 49, NA, 1148001,  X*
123, 127.2, 123532, 274, 90629, 523870, 231812, 13306, 216110, 6763, 22, 100, NA, 1206296,  X*
124, 128.2, 5926, 11480, 111, 313108, 17105, 14879, 161922, 523865, 61, 73, NA, 1048396,  X*
125, 129.3, 69694, 1672, 32044, 40036, 195577, 651203, 184384, 13747, 98, 61, NA, 1188357,  X*
126, 130.3, 213602, 1162938, 229411, 259, 421061, 3868, 714143, 645773, 80, 64, NA, 3391055,  X*
127, 131.3, 1449, 657701, 496, 325953, 27822, 556526, 65761, 236921, 62, 26, NA, 1872629,  X*
128, 132.3, 107521, 41932, 21294, 679473, 1202031, 9824, 79, 10095, 65, 49, NA, 2072249,  X*
129, 133.3, 121718, 49539, 11133, 12746, 253272, 3713, 24093, 214652, 64, 40, NA, 690866,  X*
130, 134.3, 24036, 29295, 112755, 8595, 252715, 185030, 3465, 27785, 30, 20, NA, 643676,  X*
131, 135.3, 25761, 227297, 51809, 72361, 533745, 14438, 626057, 22101, 43, 9, NA, 1573569,  X*
132, 136.3, 359805, 110554, 33830, 794380, 163601, 2883, 1067726, 126171, 70, 18, NA, 2658950,  X*
133, 137.3, 6164, 231569, 57056, 364122, 411984, 1440680, 4857, 839716, 66, 8, NA, 3356148,  X*
134, 138.3, 283594, 413716, 24655, 380, 413502, 1025717, 176570, 953439, 61, 82, NA, 3291573,  X*
135, 139.4, 523808, 596901, 12290, 994081, 82100, 20664, 50549, 1258, 46, 40, NA, 2281651,  X*
136, 140.4, 5488, 37971, 179010, 124400, 174242, 750297, 218742, 371659, 45, 91, NA, 1861809,  X*
137, 141.4, 148729, 146276, 33737, 7694, 37759, 146872, 413516, 184806, 72, 52, NA, 1119389,  X*
138, 142.4, 15595, 196580, 378050, 20088, 742338, 22193, 252238, 43673, 29, 17, NA, 1670755,  X*
139, 143.4, 224739, 124552, 108332, 169891, 5858, 23293, 298031, 2287, 13, 47, NA, 956983,  X*
140, 144.4, 217048, 955, 29217, 215601, 459860, 1017472, 983165, 112734, 9, 42, NA, 3036052,  X*
141, 145.4, 232781, 287409, 950767, 704831, 870053, 243307, 15879, 418289, 59, 42, NA, 3723316,  X*
142, 146.4, 430778, 300004, 60471, 135710, 1636153, 7454, 280240, 87197, 77, 4, NA, 2938007,  X*
143, 147.4, 224023, 26548, 231106, 6276, 73278, 937460, 234695, 19604, 17, 91, NA, 1752990,  X*
144, 148.4, 14326, 632370, 168966, 25727, 69174, 1801, 413767, 24382, 99, 68, NA, 1350513,  X*
145, 149.4, 8439, 5363, 377008, 97378, 520140, 602217, 47346, 113557, 28, 84, NA, 1771448,  X*
146, 150.4, 565, 70304, 1013500, 50421, 205251, 58752, 1181464, 200, 26, 20, NA, 2580457,  X*
147, 151.4, 1444, 49956, 14692, 44567, 9221, 126342, 61760, 404731, 76, 98, NA, 712713,  X*
148, 152.5, 2599, 120728, 2284087, 292761, 90542, 998115, 187771, 88039, 97, 33, NA, 4064642,  X*
149, 153.5, 340613, 240483, 2269428, 386464, 4298, 115851, 16457, 244725, 20, 74, NA, 3618319,  X*
150, 154.5, 517998, 17518, 104279, 620181, 39152, 100630, 44171, 210535, 37, 10, NA, 1654464,  X*
151, 155.5, 59471, 75380, 494503, 35338, 315421, 3277, 716612, 130853, 81, 69, NA, 1830855,  X*
152, 156.5, 514579, 407884, 1179070, 549874, 28902, 885749, 739729, 3778, 29, 78, NA, 4309565,  X*
153, 157.5, 638525, 26154, 452809, 6519, 3578, 521821, 623454, 49425, 79, 7, NA, 2322285,  X*
154, 158.5, 67143, 551638, 152770, 211386, 532409, 2162242, 52099, 302305, 90, 97, NA, 4031992,  X*
155, 159.5, 68867, 327, 158629, 120085, 413511, 8351, 175711, 636712, 3, 50, NA, 1582193,  X*
156, 160.5, 43790, 93627, 53933, 37897, 6246, 227066, 108629, 70411, 22, 19, NA, 641599,  X*
157, 161.5, 72596, 175307, 1588761, 538246, 1076839, 275304, 260622, 68194, 41, 35, NA, 4055869,  X*
158, 162.5, 551778, 14844, 0, 929223, 51649, 293944, 34357, 962472, 86, 50, NA, 2838267,  X*
159, 163.5, 120511, 201931, 636016, 910, 23547, 109938, 333658, 140110, 33, 89, NA, 1566621,  X*
160, 164.5, 77447, 261276, 75902, 51473, 705406, 33824, 230531, 929609, 19, 25, NA, 2365468,  X*
161, 165.6, 21242, 1486067, 15195, 319985, 15883, 15183, 161846, 177513, 18, 76, NA, 2212914,  X*
162, 166.6, 2007, 2985, 698453, 74786, 104856, 448, 890595, 1389520, 61, 91, NA, 3163650,  X*
163, 167.6, 80045, 791825, 32392, 124932, 528, 169967, 90856, 953216, 2, 67, NA, 2243761,  X*
164, 168.6, 530279, 1109090, 458755, 51147, 27749, 170447, 20952, 188264, 39, 85, NA, 2556683,  X*
165, 169.6, 903, 75576, 484093, 497580, 74929, 109877, 272521, 49554, 45, 79, NA, 1565033,  X*
166, 170.6, 5206, 24308, 58862, 133921, 61459, 2, 73289, 18065, 68, 53, NA, 375112,  X*
167, 171.6, 15, 64383, 139351, 38395, 61577, 15029, 287198, 195541, 5, 86, NA, 801489,  X*
168, 172.6, 18794, 11366, 2250, 118312, 1206777, 580779, 4678, 631752, 60, 45, NA, 2574708,  X*
169, 173.6, 435937, 511553, 16368, 138802, 6597, 9569, 10257, 22356, 35, 94, NA, 1151439,  X*
170, 174.6, 45274, 25117, 141521, 324646, 9970, 145193, 51655, 223901, 55, 70, NA, 967277,  X*
171, 175.6, 265443, 163239, 815663, 337565, 1157408, 12757, 127022, 232255, 61, 4, NA, 3111352,  X*
172, 176.6, 619992, 2314, 60711, 862266, 798, 495340, 70731, 112529, 61, 70, NA, 2224681,  X*
173, 177.6, 991172, 141748, 31605, 692701, 27930, 1694690, 451483, 95666, 90, 69, NA, 4126995,  X*
174, 178.6, 157, 22982, 60941, 33508, 544431, 112954, 167077, 5630, 11, 83, NA, 947680,  X*
175, 179.6, 85420, 23320, 86496, 394924, 264425, 7513, 92210, 3257, 23, 9, NA, 957565,  X*
176, 180.7, 43179, 177642, 95400, 48855, 22597, 1715, 1232628, 3340, 50, 30, NA, 1625356,  X
177, 181.7, 106064, 74339, 366381, 175369, 34327, 632234, 97, 373141, 5, 86, NA, 1761952,  X
178, 182.7, 329684, 53531, 290941, 35812, 729278, 1884, 327, 1338564, 40, 9, NA, 2780021,  X
179, 183.7, 849054, 31911, 96776, 3664, 48265, 117312, 47150, 268377, 42, 25, NA, 1462509,  X
180, 184.7, 233027, 163044, 235779, 256992, 11902, 270594, 172853, 306295, 40, 28, NA, 1650486,  X
181, 185.7, 1087332, 297519, 966840, 98070, 143989, 5388, 169776, 1020462, 20, 76, NA, 3789376,  X
182, 186.7, 13099, 196295, 69130, 228, 47420, 733921, 244404, 17697, 34, 76, NA, 1322194,  X
183, 187.7, 165700, 69925, 71897, 96365, 519385, 659498, 73506, 1370784, 91, 88, NA, 3027060,  X
184, 188.7, 30248, 158510, 499218, 69913, 348828, 1562917, 358362, 1756556, 13, 38, NA, 4784552,  X
185, 189.7, 259369, 100950, 284245, 468557, 138729, 29601, 26077, 3761, 5, 67, NA, 1311289,  X
186, 190.7, 470, 206866, 139319, 107198, 119105, 125174, 656743, 109852, 58, 1, NA, 1464727,  X
187, 191.7, 664672, 79127, 12486, 479985, 5883, 344111, 191645, 188071, 35, 18, NA, 1965980,  X
188, 192.7, 36586, 21485, 671030, 167416, 27303, 18085, 15099, 243, 96, 73, NA, 957247,  X
189, 193.7, 20435, 90530, 52926, 734397, 1674, 3688, 512635, 7065, 88, 66, NA, 1423350,  X
190, 194.8, 243418, 1015195, 8143, 159627, 76933, 240240, 218384, 265492, 73, 90, NA, 2227432,  X
191, 195.8, 345611, 266450, 13782, 40975, 3556, 173877, 141, 243737, 35, 76, NA, 1088129,  X
192, 196.8, 248448, 315422, 12, 8869, 42468, 436219, 578054, 227849, 10, 68, NA, 1857341,  X
193, 197.8, 85087, 238881, 29125, 273611, 170002, 244650, 2567, 42006, 24, 97, NA, 1085929,  X
194, 198.8, 611396, 6727, 123391, 1934781, 467489, 26092, 5559, 447, 60, 25, NA, 3175882,  X
195, 199.8, 46068, 84383, 157417, 55249, 3101, 137521, 88078, 66578, 77, 79, NA, 638395,  X
196, 200.8, 153166, 2686, 1448543, 49513, 810, 873693, 17999, 57261, 20, 70, NA, 2603671,  X
197, 201.8, 34280, 326888, 118411, 98729, 1378, 1426795, 356, 74315, 34, 45, NA, 2081152,  X
198, 202.8, 121314, 172287, 151698, 229078, 8674, 12037, 2994, 452110, 9, 79, NA, 1150192,  X
199, 203.8, 127656, 49618, 2698, 613317, 265549, 141896, 26274, 75106, 39, 86, NA, 1302114,  X
200, 204.9, 62552, 18805, 86504, 88906, 319139, 4209, 90583, 8510, 90, 90, NA, 679208,  X
201, 205.9, 141367, 54346, 18674, 320081, 1369322, 70947, 264041, 188901, 98, 4, NA, 2427679,  X
202, 206.9, 738189, 30166, 885815, 11054, 20872, 672494, 277675, 424984, 71, 55, NA, 3061249,  X
203, 207.9, 572419, 579791, 35239, 79682, 564, 22092, 758683, 27342, 69, 15, NA, 2075812,  X
204, 208.9, 701092, 287461, 667, 27679, 46266, 1151821, 751654, 64451, 21, 69, NA, 3031091,  X
205, 209.9, 14047, 26686, 634494, 13412, 87792, 8550, 58804, 586206, 44, 96, NA, 1429991,  X
206, 210.9, 21358, 130182, 109880, 99042, 769981, 65851, 563472, 898210, 50, 78, NA, 2657976,  X
207, 211.9, 274290, 383558, 37, 44561, 179500, 103576, 404045, 9846, 75, 9, NA, 1399413,  X
208, 212.9, 356337, 64426, 404622, 89471, 493502, 115861, 17233, 74684, 4, 4, NA, 1616136,  X
209, 213.9, 283580, 1016116, 177198, 11260, 58193, 116400, 446934, 1441, 75, 15, NA, 2111122,  X
210, 214.9, 2061, 309872, 517206, 8897, 8309, 76089, 120586, 70528, 48, 61, NA, 1113548,  X
211, 215.9, 12852, 69075, 246339, 2383468, 23129, 1248528, 1854, 652811, 48, 11, NA, 4638056,  X
212, 216.9, 113124, 37296, 517255, 1045773, 1266550, 159340, 15098, 219249, 5, 66, NA, 3373685,  X
213, 217.9, 141566, 184259, 38329, 58599, 54130, 613883, 90354, 139350, 13, 64, NA, 1320470,  X
214, 218.9, 140477, 171504, 30312, 1205507, 1243858, 38928, 7549, 20913, 57, 58, NA, 2859048,  X
215, 220.0, 138609, 2095, 13991, 58441, 1031819, 11878, 1565484, 71794, 59, 42, NA, 2894111,  X
216, 221.0, 26297, 3860, 2861164, 662134, 352276, 487766, 38416, 541, 86, 44, NA, 4432454,  X
217, 222.0, 454556, 116709, 503094, 766154, 240106, 213437, 395691, 15155, 41, 37, NA, 2704902,  X
218, 223.0, 256539, 2958, 340982, 82088, 383868, 714598, 464, 8996, 67, 41, NA, 1790493,  X
219, 224.0, 278149, 131528, 22843, 440959, 1376461, 115502, 115819, 49663, 38, 15, NA, 2530924,  X
220, 225.0, 47170, 3222141, 361220, 1343, 73344, 199741, 121980, 218591, 95, 72, NA, 4245530,  X
221, 226.0, 37984, 5734, 214216, 363280, 83965, 151278, 543967, 217395, 16, 76, NA, 1617819,  X
222, 227.0, 313368, 211653, 52732, 132893, 712144, 66259, 199, 382487, 58, 94, NA, 1871735,  X
223, 228.0, 560799, 6576, 247870, 53425, 357048, 162536, 7, 33244, 68, 8, NA, 1421505,  X
224, 229.0, 857852, 78825, 14559, 611526, 8902, 62638, 309227, 819774, 42, 92, NA, 2763303,  X
225, 230.0, 58735, 849270, 132933, 165472, 204430, 436750, 224438, 58270, 96, 35, NA, 2130298,  X
226, 231.0, 178419, 753180, 134612, 9781, 83573, 344198, 380240, 306066, 62, 83, NA, 2190069,  X
227, 232.0, 1987, 92680, 61190, 9, 675555, 124521, 96039, 327573, 65, 86, NA, 1379554,  X
228, 233.0, 70606, 260228, 188294, 1021, 6836, 79536, 3158, 750, 52, 43, NA, 610429,  X
229, 234.0, 331293, 1006333, 703204, 32943, 349700, 805999, 270942, 302850, 59, 3, NA, 3803264,  X
230, 235.1, 275797, 62134, 1088982, 31880, 795474, 320939, 29936, 369414, 41, 32, NA, 2974556,  X
231, 236.1, 61303, 121132, 32057, 493560, 7443, 236085, 11, 527516, 81, 93, NA, 1479107,  X
232, 237.1, 8527, 631575, 91357, 578243, 28815, 5559, 171559, 865195, 7, 17, NA, 2380830,  X
233, 238.1, 190936, 2761, 234098, 52517, 20205, 2348, 428379, 199938, 36, 39, NA, 1131182,  X
234, 239.1, 1270672, 5046, 502194, 722749, 357021, 10124, 27672, 493516, 5, 6, NA, 3388994,  X
235, 240.1, 361757, 78841, 329631, 445, 37364, 1607, 29342, 555504, 26, 21, NA, 1394491,  X
236, 241.1, 325761, 591603, 36170, 511875, 436151, 641823, 261152, 532719, 61, 92, NA, 3337254,  X
237, 242.1, 176559, 256632, 230649, 462717, 401, 762369, 123268, 2401, 66, 30, NA, 2014996,  X
238, 243.1, 164682, 185488, 17, 29362, 22081, 648998, 457076, 212883, 20, 62, NA, 1720587,  X
239, 244.2, 136552, 96103, 379949, 124582, 253493, 17052, 393929, 294084, 66, 30, NA, 1695744,  X
240, 245.2, 706679, 102172, 5820, 28946, 58827, 110499, 666635, 20403, 65, 78, NA, 1699981,  X
241, 246.2, 215982, 702, 5508, 764740, 10135, 2104, 0, 264627, 9, 93, NA, 1263798,  X
242, 247.2, 2243, 24048, 624046, 154768, 124176, 75829, 4936, 219970, 28, 81, NA, 1230016,  X
243, 248.2, 798161, 362905, 49699, 102020, 887894, 40224, 226119, 604, 47, 19, NA, 2467626,  X
244, 249.2, 121653, 220712, 130652, 101022, 360188, 12, 33, 792809, 92, 80, NA, 1727081,  X
