1675442839,1675442839,1675442839
32,32,32
-2,20,61
-2,20,61
-2,20,61
-3,20,61
-3,19,60
-4,19,60
-4,19,60
-5,20,61
-4,20,62
-4,20,62
-4,20,62
-4,20,62
-3,20,61
-4,20,61
-3,20,61
-3,19,61
-3,19,61
-4,20,61
-4,20,61
-4,20,61
-4,20,61
-4,19,61
-3,19,61
-4,19,60
-5,19,61
-4,21,62
-4,20,62
-4,20,61
-3,20,61
-3,20,61
-3,20,60
-3,19,61
-4,20,61
-3,20,61
-4,20,61
-4,20,61
-4,20,61
-4,20,61
-4,20,60
-3,19,61
-3,20,61
-3,20,61
-3,20,61
-3,20,61
-3,21,61
-3,21,62
-3,21,62
-4,21,62
-3,20,61
-4,21,60
-2,21,60
-2,20,60
-3,21,59
-2,21,59
-2,20,60
-3,20,60
-3,20,61
-3,20,61
-4,21,61
-2,20,61
-4,19,60
-4,21,61
-5,22,61
-4,20,62
-5,20,62
-5,20,62
-4,22,62
-4,22,61
-2,22,61
-1,23,61
0,25,60
2,25,60
5,25,56
3,23,54
2,24,55
0,24,54
0,23,55
-3,25,58
-4,27,60
-7,27,58
-7,31,60
-4,31,61
-7,30,58
-8,30,59
-4,30,60
-4,29,56
-4,28,55
-1,30,57
-2,32,59
-8,33,51
-3,33,53
-5,33,51
-7,33,50
-9,34,51
-7,35,51
-7,37,52
-10,39,50
-9,40,50
-9,43,51
1,42,55
0,43,55
-5,42,50
-5,42,45
-4,42,48
-7,43,46
-8,44,45
-11,47,49
-18,42,45
-19,42,42
-18,41,43
-19,42,44
-24,42,45
-24,41,44
-25,39,44
-27,39,44
-25,39,44
-30,38,42
-33,37,42
-30,36,43
-29,36,46
-28,35,46
-28,35,43
-33,34,39
-39,30,36
-41,30,35
-41,33,38
-42,33,43
-44,34,42
-45,35,43
-41,35,43
-34,33,45
-34,32,44
-35,30,43
-40,30,40
-41,29,41
-40,27,45
-38,26,46
-37,26,44
-37,25,43
-38,25,43
-36,25,44
-36,26,44
-39,23,44
-40,24,47
-39,23,47
-37,21,46
-37,19,46
-37,19,45
-38,18,45
-38,20,48
-39,19,46
-34,20,50
-41,18,49
-33,16,49
-28,16,55
-33,12,54
-27,12,57
-28,12,60
-31,13,59
-35,17,60
-35,17,58
-38,17,57
-49,15,43
-66,13,32
-52,9,40
-46,8,43
-44,11,40
-37,12,49
-43,12,46
-46,14,48
-50,15,46
-46,12,47
-48,11,47
-46,11,47
-48,13,47
-45,12,47
-43,12,49
-44,13,49
-44,13,48
-46,14,47
-47,13,46
-47,12,45
-47,12,45
-46,11,46
-45,11,46
