obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 320399, 12444, 8125, 267816, 1113365, 245751, 152573, 974627, 30, 34, NA, 3095100,  X
2, 3.0, 28773, 887481, 18480, 602129, 2458, 414415, 617018, 24134, 92, 44, NA, 2594888,  X
3, 4.1, 1020527, 508056, 257105, 378346, 195899, 193743, 809030, 49590, 62, 28, NA, 3412296,  X
4, 5.1, 267859, 175927, 103352, 8359, 318288, 6482, 1771063, 413293, 65, 92, NA, 3064623,  X
5, 6.1, 1447, 978192, 1014933, 30223, 18167, 145345, 134233, 159585, 1, 28, NA, 2482125,  X
6, 7.1, 43233, 461415, 1361, 79177, 393186, 1197131, 4087, 19698, 45, 81, NA, 2199288,  X
7, 8.1, 1231638, 429940, 1121716, 201709, 120637, 1085366, 28657, 649494, 80, 50, NA, 4869157,  X
8, 9.1, 62393, 114225, 99503, 485861, 573, 402702, 322664, 641257, 26, 75, NA, 2129178,  X
9, 10.1, 33779, 2239, 1033227, 318828, 398688, 100658, 13904, 92139, 78, 35, NA, 1993462,  X
10, 11.1, 1990, 209985, 269145, 876624, 4173, 252798, 615273, 4741, 34, 70, NA, 2234729,  X
11, 12.1, 550651, 6870, 11505, 926715, 15944, 320809, 58261, 97, 75, 35, NA, 1890852,  X
12, 13.2, 12362, 245754, 8, 2436118, 63121, 3603, 7101, 90016, 75, 2, NA, 2858083,  X
13, 14.2, 111255, 30196, 191097, 34818, 14392, 771565, 462169, 59051, 36, 36, NA, 1674543,  X
14, 15.2, 1469499, 9036, 1767606, 16392, 67003, 70154, 438389, 23102, 59, 83, NA, 3861181,  X
15, 16.2, 490471, 331638, 105238, 8512, 189903, 96272, 3918, 440086, 4, 8, NA, 1666038,  X
16, 17.2, 14155, 73599, 41775, 36991, 140274, 100779, 99887, 96092, 64, 57, NA, 603552,  X
17, 18.2, 946872, 97499, 58424, 325423, 933421, 100, 27442, 343402, 35, 10, NA, 2732583,  X
18, 19.2, 31199, 271, 286139, 1456806, 170854, 455840, 134726, 140179, 2, 89, NA, 2676014,  X
19, 20.2, 411099, 38121, 913803, 1763638, 212196, 180156, 669679, 198045, 69, 93, NA, 4386737,  X
20, 21.2, 52151, 5067, 242306, 16561, 397528, 2561, 723728, 78338, 41, 97, NA, 1518240,  X
21, 22.3, 604949, 128110, 13654, 35125, 65085, 30143, 128693, 201523, 88, 93, NA, 1207282,  X
22, 23.3, 1232135, 176316, 38384, 35407, 183620, 422032, 230443, 266281, 48, 55, NA, 2584618,  X
23, 24.3, 213952, 608376, 249944, 266779, 233313, 1364462, 193508, 400065, 34, 65, NA, 3530399,  X
24, 25.3, 15984, 881704, 247769, 152984, 13360, 994886, 589565, 853059, 99, 76, NA, 3749311,  X
25, 26.3, 120, 86769, 88604, 1023210, 724437, 84134, 106122, 371578, 37, 50, NA, 2484974,  X
26, 27.3, 622534, 285361, 13584, 402738, 650752, 22314, 67732, 163164, 40, 83, NA, 2228179,  X
27, 28.3, 335355, 243490, 2850, 143466, 539657, 1225228, 16736, 139958, 35, 27, NA, 2646740,  X
28, 29.3, 80325, 182054, 760, 600603, 158826, 1044435, 2178, 41799, 18, 58, NA, 2110980,  X
29, 30.4, 1091916, 44160, 216848, 842763, 166229, 142281, 774796, 713, 42, 95, NA, 3279706,  X
30, 31.4, 412822, 194889, 677019, 6539, 2474, 11139, 106073, 659410, 55, 61, NA, 2070365,  X
31, 32.4, 916167, 23195, 69, 344057, 1252, 31748, 989, 4874, 53, 29, NA, 1322351,  X
32, 33.4, 39013, 268880, 801484, 48410, 675, 98444, 2119, 30033, 37, 8, NA, 1289058,  X
33, 34.4, 1004564, 486210, 59853, 380123, 282193, 577578, 590755, 14245, 29, 72, NA, 3395521,  X
34, 35.4, 1014956, 442687, 3, 181992, 51633, 7521, 4559, 396254, 80, 79, NA, 2099605,  X
35, 36.4, 22011, 18220, 414888, 221196, 896526, 98172, 254633, 46567, 90, 12, NA, 1972213,  X
36, 37.4, 13597, 21555, 78085, 110937, 151693, 110291, 328617, 2397238, 6, 3, NA, 3212013,  X
37, 38.4, 45692, 30, 327214, 104722, 153849, 28692, 305760, 12224, 77, 24, NA, 978183,  X
38, 39.5, 70420, 26413, 38768, 371378, 261378, 49152, 1614399, 151692, 34, 48, NA, 2583600,  X
39, 40.5, 444527, 23426, 376305, 146745, 101569, 94197, 204896, 7290, 52, 41, NA, 1398955,  X
40, 41.5, 522266, 1627, 484065, 49104, 699777, 135840, 306137, 333013, 66, 43, NA, 2531829,  X
41, 42.5, 148905, 393099, 27971, 26451, 113272, 24579, 478381, 116919, 31, 65, NA, 1329577,  X
42, 43.5, 1005, 21370, 1004811, 303297, 352653, 519840, 309949, 10112, 1, 72, NA, 2523037,  X
43, 44.5, 57378, 50208, 466582, 255741, 3732, 5879, 113967, 205355, 72, 82, NA, 1158842,  X
44, 45.5, 9176, 59830, 223002, 288188, 1752605, 1072, 507057, 178385, 2, 86, NA, 3019315,  X
45, 46.5, 31218, 13128, 162247, 13742, 27598, 2395, 19287, 75096, 11, 53, NA, 344711,  X
46, 47.6, 802162, 1092149, 1755411, 61310, 1324, 1267, 984938, 6859, 5, 32, NA, 4705420,  X
47, 48.6, 720494, 109410, 88381, 737087, 34562, 657089, 33522, 158530, 1, 15, NA, 2539075,  X
48, 49.6, 148849, 92788, 834060, 736273, 173986, 2219, 4167, 385746, 8, 70, NA, 2378088,  X
49, 50.6, 202947, 1066226, 190150, 193035, 321047, 196283, 124487, 763555, 71, 87, NA, 3057730,  X
50, 51.6, 1388, 161, 8, 535020, 4120, 14483, 0, 417646, 4, 24, NA, 972826,  X
51, 52.6, 120, 12025, 43134, 79806, 336361, 282228, 178693, 79762, 37, 63, NA, 1012129,  X
52, 53.6, 426359, 123760, 60539, 184094, 528921, 4216053, 110826, 34731, 79, 19, NA, 5685283,  X
53, 54.6, 3659, 176301, 51773, 18260, 199470, 63459, 116, 418019, 61, 33, NA, 931057,  X
54, 55.7, 363071, 5786, 346571, 235742, 190580, 9903, 65835, 1264367, 39, 36, NA, 2481855,  X
55, 56.7, 559838, 1617083, 200887, 424401, 735212, 992875, 680471, 61499, 56, 48, NA, 5272266,  X
56, 57.7, 228370, 442960, 4862, 137692, 188812, 96108, 634738, 68104, 35, 51, NA, 1801646,  X
57, 58.7, 645630, 115903, 1483999, 290261, 27144, 87, 93632, 121044, 59, 74, NA, 2777700,  X
58, 59.7, 69526, 626, 1364850, 384085, 4987, 1557512, 105629, 409531, 78, 26, NA, 3896746,  X
59, 60.7, 57238, 182469, 58006, 82938, 996235, 35033, 447639, 488795, 90, 8, NA, 2348353,  X
60, 61.7, 710442, 99035, 61136, 93, 449310, 40238, 495404, 1539838, 69, 44, NA, 3395496,  X
61, 62.7, 1190900, 1612958, 27986, 14720, 91296, 2327, 1792204, 1553, 81, 99, NA, 4733944,  X
62, 63.7, 1612, 754473, 207568, 90003, 45574, 91530, 2128729, 34477, 2, 65, NA, 3353966,  X
63, 64.8, 536087, 42805, 146876, 795801, 284481, 260001, 17660, 1292, 88, 26, NA, 2085003,  X
64, 65.8, 659092, 288649, 22294, 349864, 288654, 120236, 296213, 209267, 97, 23, NA, 2234269,  X
65, 66.8, 946104, 20913, 58176, 143190, 446884, 500993, 422, 432962, 70, 66, NA, 2549644,  X
66, 67.8, 1253341, 262743, 34342, 729137, 605933, 134218, 105768, 434284, 94, 53, NA, 3559766,  X
67, 68.8, 14018, 31992, 8197, 278753, 150012, 382647, 269787, 11855, 60, 27, NA, 1147261,  X
68, 69.8, 1251975, 40322, 139321, 467691, 335504, 94694, 2118, 1315091, 37, 23, NA, 3646716,  X
69, 70.8, 1228522, 276248, 662421, 1844, 30553, 159246, 180, 403063, 66, 77, NA, 2762077,  X
70, 71.8, 79824, 55228, 240939, 107800, 3660, 13051, 8992, 390093, 98, 45, NA, 899587,  X
71, 72.9, 63708, 40, 137807, 278505, 66959, 19292, 160298, 638816, 11, 48, NA, 1365425,  X
72, 73.9, 526342, 387759, 119631, 7568, 32903, 59004, 67806, 30070, 49, 75, NA, 1231083,  X
73, 74.9, 75497, 494085, 834178, 11456, 30373, 52080, 19932, 47015, 95, 65, NA, 1564616,  X
74, 75.9, 617, 290573, 154929, 4599, 15589, 80915, 73918, 202636, 42, 39, NA, 823776,  X
75, 76.9, 577, 1428695, 115479, 109555, 100157, 144591, 331392, 99222, 13, 51, NA, 2329668,  X
76, 77.9, 165799, 219733, 465756, 48844, 1989, 68121, 137067, 149171, 97, 95, NA, 1256480,  X
77, 78.9, 283191, 988815, 375762, 591459, 16477, 28689, 11955, 285578, 39, 85, NA, 2581926,  X
78, 79.9, 163584, 126916, 484894, 1547589, 82994, 187161, 184397, 73044, 31, 95, NA, 2850579,  X
79, 80.9, 293202, 1355821, 14984, 29978, 356890, 4656218, 336225, 950487, 29, 21, NA, 7993805,  X
80, 82.0, 440029, 1868754, 799338, 882819, 318259, 19416, 932244, 67844, 32, 51, NA, 5328703,  X
81, 83.0, 22455, 27297, 18416, 166445, 615889, 282787, 814, 821271, 46, 15, NA, 1955374,  X
82, 84.0, 15184, 184188, 242212, 192800, 45156, 7207, 15999, 429767, 44, 36, NA, 1132513,  X
83, 85.0, 86400, 43116, 85649, 18320, 79221, 152579, 413, 10055, 69, 24, NA, 475753,  X
84, 86.0, 10659, 281242, 210137, 72332, 125, 7094, 351977, 402156, 25, 2, NA, 1335722,  X
85, 87.0, 379569, 730047, 40399, 43169, 1763, 13949, 416726, 651119, 82, 50, NA, 2276741,  X
86, 88.0, 1893598, 556040, 18502, 110704, 225280, 287649, 269200, 771043, 8, 36, NA, 4132016,  X
87, 89.0, 4855, 1172671, 373072, 334526, 38436, 22436, 155700, 1853, 77, 44, NA, 2103549,  X
88, 90.1, 31381, 37518, 260, 295730, 141, 236531, 738613, 56056, 24, 24, NA, 1396230,  X
89, 91.1, 113544, 267234, 504323, 3098, 754, 2695109, 45422, 469285, 30, 24, NA, 4098769,  X
90, 92.1, 107, 34, 13242, 1533901, 1887176, 317696, 263176, 1483582, 51, 86, NA, 5498914,  X
91, 93.1, 106599, 2111, 273453, 80226, 20542, 162211, 7082, 371580, 95, 81, NA, 1023804,  X
92, 94.1, 4598, 122244, 24906, 582652, 74129, 40772, 37506, 97, 100, 57, NA, 886904,  X
93, 95.1, 1536, 3086, 4963, 62, 914653, 382365, 220447, 92403, 74, 3, NA, 1619515,  X
94, 96.1, 382039, 62376, 94487, 734564, 203129, 564430, 23870, 23389, 59, 96, NA, 2088284,  X
95, 97.1, 92585, 384651, 566197, 39299, 174395, 169514, 99585, 64190, 99, 23, NA, 1590416,  X
96, 98.2, 7787, 370317, 122522, 69837, 361512, 239150, 159856, 56990, 47, 7, NA, 1387971,  X
97, 99.2, 321244, 26355, 224683, 1296094, 8097, 495097, 188918, 267816, 100, 98, NA, 2828304,  X
98, 100.2, 34210, 29420, 1208219, 3820, 54784, 518222, 6987, 444964, 36, 17, NA, 2300626,  X
99, 101.2, 1887, 3320, 3638, 1076455, 644812, 312320, 423982, 288933, 24, 3, NA, 2755347,  X
100, 102.2, 648043, 205469, 394734, 73794, 49268, 137773, 31054, 1444231, 49, 99, NA, 2984366,  X
101, 103.2, 871372, 250010, 258, 450256, 14187, 57455, 89031, 92467, 60, 49, NA, 1825036,  X
102, 104.2, 241031, 371251, 183711, 70864, 406558, 69423, 17752, 41678, 73, 61, NA, 1402268,  X
103, 105.2, 92843, 734240, 595644, 551554, 1179252, 770911, 6845, 182805, 87, 62, NA, 4114094,  X
104, 106.2, 354329, 24001, 174384, 386619, 44157, 290743, 16939, 328298, 60, 88, NA, 1619470,  X
105, 107.3, 798244, 395610, 26355, 85867, 27332, 432403, 28374, 1105564, 17, 40, NA, 2899749,  X
106, 108.3, 7, 151, 538035, 17487, 1341609, 16098, 741119, 62715, 31, 8, NA, 2717221,  X
107, 109.3, 1328120, 36674, 167818, 56127, 1359, 5238, 201746, 160928, 96, 10, NA, 1958010,  X
108, 110.3, 62939, 118177, 44103, 5476, 472010, 14808, 143600, 177917, 16, 46, NA, 1039030,  X
109, 111.3, 347059, 51509, 16353, 255148, 11531, 174149, 534491, 109257, 29, 57, NA, 1499497,  X
110, 112.3, 421344, 8786, 49402, 6588, 1214670, 1957804, 24903, 85349, 37, 19, NA, 3768846,  X
111, 113.3, 818602, 314134, 65088, 36296, 462044, 1214783, 166443, 644660, 62, 95, NA, 3722050,  X
112, 114.3, 150720, 13806, 316361, 288128, 4804, 369121, 41360, 811, 55, 52, NA, 1185111,  X
113, 115.4, 137472, 7078, 2773, 36233, 632568, 650431, 37717, 368867, 31, 25, NA, 1873139,  X
114, 116.4, 557149, 663210, 248756, 928100, 30324, 189201, 172344, 1120241, 19, 22, NA, 3909325,  X
115, 117.4, 128946, 362730, 228924, 88975, 10712, 332937, 158211, 1745718, 30, 36, NA, 3057153,  X
116, 118.4, 560642, 73865, 419961, 61428, 170133, 117461, 610681, 87367, 41, 22, NA, 2101538,  X
117, 119.4, 1825, 45992, 10841, 17708, 751155, 415810, 134, 144781, 48, 51, NA, 1388246,  X
118, 120.4, 625060, 122252, 111280, 511846, 172071, 30846, 82533, 187010, 81, 84, NA, 1842898,  X
119, 121.4, 279729, 57372, 222, 141174, 32104, 102, 111850, 615548, 89, 17, NA, 1238101,  X
120, 122.4, 264671, 37993, 900697, 147710, 446891, 559398, 1472439, 29133, 17, 75, NA, 3858932,  X
121, 123.4, 126055, 816202, 4614, 126739, 494241, 94967, 5949, 3333, 26, 99, NA, 1672100,  X
122, 124.5, 50363, 149, 129996, 11494, 34757, 16153, 355953, 129359, 56, 62, NA, 728224,  X
123, 125.5, 31394, 77738, 236666, 815733, 371010, 18322, 2439, 262545, 3, 87, NA, 1815847,  X
124, 126.5, 871178, 139254, 142281, 624, 21136, 15118, 1247566, 76340, 58, 91, NA, 2513497,  X
125, 127.5, 295868, 192801, 154633, 268406, 8763, 8375, 218058, 185583, 24, 75, NA, 1332487,  X
126, 128.5, 8188, 280034, 52254, 1756507, 50388, 29259, 28999, 39065, 58, 45, NA, 2244694,  X
127, 129.5, 22334, 642451, 116142, 561313, 241152, 826809, 1565162, 1575451, 52, 1, NA, 5550814,  X
128, 130.5, 338073, 32816, 37811, 4094, 53524, 203088, 538494, 764077, 27, 27, NA, 1971977,  X
129, 131.5, 5672, 94522, 712, 471511, 4224, 15902, 3884786, 92261, 16, 33, NA, 4569590,  X
130, 132.6, 2235, 33055, 485870, 1217557, 903127, 31092, 418548, 454937, 5, 99, NA, 3546421,  X
131, 133.6, 155875, 57490, 521355, 50, 8158, 329790, 414332, 439345, 37, 75, NA, 1926395,  X
132, 134.6, 178896, 178256, 358783, 69475, 109323, 243377, 210448, 10700, 69, 23, NA, 1359258,  X
133, 135.6, 130923, 75309, 39195, 276244, 5647, 59308, 668400, 115418, 36, 44, NA, 1370444,  X
134, 136.6, 65405, 236101, 453472, 208573, 190914, 72520, 60, 409151, 8, 75, NA, 1636196,  X
135, 137.6, 213, 87025, 1353271, 268848, 763721, 165223, 0, 101486, 59, 1, NA, 2739787,  X
136, 138.6, 127898, 350856, 17853, 674960, 69668, 197474, 307260, 22277, 21, 36, NA, 1768246,  X
137, 139.6, 268906, 50015, 610657, 34328, 1030457, 46763, 360715, 1570, 42, 32, NA, 2403411,  X
138, 140.6, 810599, 795162, 74915, 7975, 51902, 694220, 36762, 1093, 70, 40, NA, 2472628,  X
139, 141.7, 615825, 334607, 575229, 521562, 32335, 708729, 157, 484439, 80, 43, NA, 3272883,  X
140, 142.7, 1194734, 322345, 768, 294183, 9203, 6469, 228624, 13545, 14, 18, NA, 2069871,  X
141, 143.7, 23303, 60169, 53930, 43242, 17669, 58870, 159170, 637165, 38, 40, NA, 1053518,  X
142, 144.7, 59036, 2055, 80337, 279420, 2744845, 1729454, 369, 114104, 39, 22, NA, 5009620,  X
143, 145.7, 1193, 542296, 291352, 26714, 151754, 32, 79469, 131282, 17, 2, NA, 1224092,  X
144, 146.7, 237022, 1115, 17016, 1192, 84824, 326542, 65, 7631, 37, 71, NA, 675407,  X
145, 147.7, 652, 2143, 9633, 591775, 2827, 13116, 156575, 90344, 73, 53, NA, 867065,  X
146, 148.7, 22776, 130993, 815, 133716, 150949, 54041, 172713, 47777, 65, 12, NA, 713780,  X
147, 149.8, 39028, 78407, 522094, 748152, 128802, 177054, 1351092, 77727, 66, 90, NA, 3122356,  X
148, 150.8, 83560, 326788, 919101, 22322, 454, 7831, 586083, 424862, 41, 19, NA, 2371001,  X
149, 151.8, 5908, 655446, 179462, 321002, 125493, 292972, 41586, 408489, 58, 59, NA, 2030358,  X
150, 152.8, 1697991, 484940, 18753, 123378, 0, 22658, 179937, 240807, 73, 64, NA, 2768464,  X
151, 153.8, 258771, 117296, 195833, 447617, 258334, 271157, 95969, 653398, 70, 9, NA, 2298375,  X
152, 154.8, 2068, 151698, 15921, 27761, 730045, 77041, 7015, 85339, 80, 90, NA, 1096888,  X
153, 155.8, 368593, 109, 117586, 560993, 984232, 243875, 9484, 211524, 77, 75, NA, 2496396,  X
154, 156.8, 54863, 4449, 682921, 376, 342562, 320436, 1006636, 19405, 72, 9, NA, 2431648,  X
155, 157.9, 470962, 450347, 304282, 32679, 87855, 437281, 228454, 326820, 67, 4, NA, 2338680,  X
156, 158.9, 1282824, 100268, 78805, 185670, 41673, 200720, 207688, 163142, 81, 44, NA, 2260790,  X
157, 159.9, 170765, 432763, 39857, 48952, 11575, 1090777, 57914, 74764, 5, 100, NA, 1927367,  X
158, 160.9, 259064, 236474, 320521, 9346, 176644, 119297, 628342, 2079526, 41, 58, NA, 3829214,  X
159, 161.9, 13021, 1245, 159258, 39293, 209230, 307517, 763736, 26109, 93, 2, NA, 1519409,  X
160, 162.9, 22289, 4629, 354358, 207269, 133043, 80992, 1057, 141241, 21, 9, NA, 944878,  X
161, 163.9, 310, 1059338, 70370, 167302, 57971, 379758, 28453, 5191, 37, 84, NA, 1768693,  X
162, 164.9, 31330, 41959, 252021, 79849, 196378, 1280166, 1386037, 386078, 8, 18, NA, 3653818,  X
163, 166.0, 3249, 129766, 300677, 199010, 43936, 135448, 65975, 936514, 10, 98, NA, 1814575,  X
164, 167.0, 227280, 337749, 8508, 103440, 13535, 2424, 302442, 23, 1, 96, NA, 995401,  X
165, 168.0, 385284, 1066825, 185740, 915598, 2964, 322283, 82110, 57586, 43, 17, NA, 3018390,  X
166, 169.0, 106539, 1778, 100851, 302934, 154180, 49368, 131624, 130876, 83, 24, NA, 978150,  X
167, 170.0, 21234, 621196, 111904, 596, 215869, 176328, 16111, 621332, 22, 67, NA, 1784570,  X
168, 171.0, 670962, 68919, 195297, 40057, 252655, 108750, 69567, 568967, 73, 86, NA, 1975174,  X
169, 172.0, 2918, 43686, 238920, 34107, 444152, 566429, 1721310, 93718, 98, 99, NA, 3145240,  X
170, 173.0, 414065, 390, 80880, 857592, 30031, 1508532, 7989, 3710, 74, 8, NA, 2903189,  X
171, 174.1, 63620, 383088, 218490, 146892, 49334, 255584, 4976, 151345, 44, 3, NA, 1273329,  X
172, 175.1, 1306, 702, 476340, 7225, 441661, 6659, 18412, 445490, 36, 8, NA, 1397795,  X
173, 176.1, 188096, 1577727, 74597, 4886, 144139, 939559, 746882, 331678, 58, 76, NA, 4007564,  X
174, 177.1, 331535, 220369, 17757, 32932, 907571, 187543, 283769, 681007, 43, 62, NA, 2662483,  X
175, 178.1, 15403, 22563, 146369, 6484, 439066, 558077, 46696, 16697, 3, 12, NA, 1251355,  X
176, 179.1, 180, 1357, 14062, 24259, 601825, 1066628, 108435, 202655, 36, 44, NA, 2019401,  X
177, 180.1, 33752, 350772, 24676, 30684, 11, 13321, 1309186, 10166, 93, 92, NA, 1772568,  X
178, 181.1, 2038, 17624, 112068, 271438, 121285, 35659, 2167, 4111, 31, 51, NA, 566390,  X
179, 182.1, 143374, 1161, 141023, 433423, 689074, 31955, 52292, 2472, 21, 38, NA, 1494774,  X
180, 183.2, 23884, 181994, 475355, 708217, 102339, 322682, 219717, 48752, 35, 30, NA, 2082940,  X
181, 184.2, 824616, 283215, 488830, 134600, 1323055, 506326, 14862, 43174, 27, 78, NA, 3618678,  X
182, 185.2, 16364, 1921, 241, 1527192, 947513, 63849, 1463975, 813230, 19, 51, NA, 4834285,  X
183, 186.2, 636, 200222, 9141, 1073036, 282117, 106086, 247681, 418888, 100, 91, NA, 2337807,  X
184, 187.2, 1738591, 61580, 991422, 29995, 2133, 62894, 435610, 748674, 67, 26, NA, 4070899,  X
185, 188.2, 606965, 92087, 384762, 19220, 7955, 687604, 78715, 223092, 64, 47, NA, 2100400,  X
186, 189.2, 104697, 96079, 33310, 417469, 103364, 15316, 239066, 144187, 86, 32, NA, 1153488,  X
187, 190.3, 240186, 498578, 899388, 7956, 28525, 70038, 8737, 892447, 59, 6, NA, 2645855,  X
188, 191.3, 140406, 41969, 292349, 2876, 79715, 591804, 571480, 1323909, 86, 52, NA, 3044508,  X
189, 192.3, 15556, 72971, 427508, 93, 4000, 6802, 7134, 17644, 64, 27, NA, 551708,  X
190, 193.3, 162721, 256999, 33146, 1292601, 25592, 194815, 26493, 456837, 74, 11, NA, 2449204,  X
191, 194.3, 154309, 705728, 14179, 860776, 488169, 43177, 122189, 1872820, 6, 44, NA, 4261347,  X
192, 195.3, 53677, 303808, 343558, 37, 49176, 314484, 494221, 121340, 42, 78, NA, 1680301,  X
193, 196.3, 144136, 509873, 1362795, 40726, 60, 432895, 256574, 190665, 78, 89, NA, 2937724,  X
194, 197.3, 13608, 9053, 145106, 211378, 741974, 247557, 65615, 108148, 68, 11, NA, 1542439,  X
195, 198.3, 1161879, 42074, 274, 9083, 9026, 49232, 43384, 154512, 14, 95, NA, 1469464,  X
196, 199.4, 102011, 488052, 353639, 4561, 307125, 9108, 1559649, 20135, 75, 8, NA, 2844280,  X
197, 200.4, 1355732, 430, 37, 902544, 5484, 7728, 470189, 3665, 92, 12, NA, 2745809,  X
198, 201.4, 57267, 537061, 18726, 227900, 341530, 29003, 60330, 218094, 87, 97, NA, 1489911,  X
199, 202.4, 286746, 57854, 2403684, 47018, 298911, 539844, 4423, 383563, 78, 83, NA, 4022043,  X
200, 203.4, 13998, 42747, 43192, 18915, 49933, 2847330, 147057, 66755, 42, 6, NA, 3229927,  X
201, 204.4, 518674, 32377, 86195, 1330964, 430275, 29091, 55727, 274015, 41, 44, NA, 2757318,  X
202, 205.4, 42275, 732046, 487125, 11867, 22154, 1218222, 12426, 149186, 95, 50, NA, 2675301,  X
203, 206.4, 1298, 499900, 1068, 54578, 516551, 69249, 573150, 73747, 71, 88, NA, 1789541,  X
204, 207.5, 1865201, 78497, 48413, 299024, 585646, 3583, 2925, 1873, 93, 88, NA, 2885162,  X
205, 208.5, 530055, 25309, 143890, 470339, 68, 279871, 16214, 309491, 26, 65, NA, 1775237,  X
206, 209.5, 248875, 26457, 303890, 566549, 103687, 576713, 62918, 341305, 17, 47, NA, 2230394,  X
