obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
25, 26.3, 7553, 733824, 7311, 19730, 91698, 245910, 474882, 10, 67, 88, NA, 1580918,  X
26, 27.3, 5717, 16761, 521319, 501885, 23186, 376559, 334076, 266718, 97, 64, NA, 2046221,  X
27, 28.3, 17131, 21082, 78682, 319165, 37703, 636611, 3086, 225919, 40, 75, NA, 1339379,  X
28, 29.3, 56325, 21674, 1242903, 1187187, 135572, 118, 51547, 941887, 42, 71, NA, 3637213,  X
29, 30.3, 530, 293, 3428, 447920, 96377, 510, 142807, 96073, 98, 69, NA, 787938,  X
30, 31.3, 2678, 32140, 63780, 598870, 71920, 92577, 1034182, 269886, 18, 37, NA, 2166033,  X
31, 32.3, 533927, 452840, 134591, 12, 12596, 271027, 183640, 56882, 80, 89, NA, 1645515,  X
32, 33.4, 67581, 152603, 518884, 28610, 524854, 164898, 2871, 503549, 57, 58, NA, 1963850,  X
33, 34.4, 550708, 114921, 47221, 3456, 3122, 182004, 119289, 63793, 98, 32, NA, 1084514,  X
34, 35.4, 7591, 122571, 142280, 124207, 24771, 250725, 260852, 191505, 6, 7, NA, 1124502,  X
35, 36.4, 979182, 589, 325322, 244935, 1012803, 23879, 805983, 5611, 57, 62, NA, 3398304,  X
36, 37.4, 53019, 361331, 75633, 1323591, 4436, 332295, 111701, 216030, 57, 79, NA, 2478036,  X
37, 38.4, 281408, 472879, 843771, 29844, 195313, 120790, 290560, 53144, 25, 12, NA, 2287709,  X
38, 39.4, 236815, 195291, 468649, 254163, 330945, 82697, 381417, 256027, 25, 25, NA, 2206004,  X
39, 40.4, 827913, 155743, 1802384, 2038, 157147, 597926, 209970, 533, 28, 22, NA, 3753654,  X
40, 41.4, 356744, 27111, 321608, 26377, 12555, 79205, 119476, 22344, 93, 57, NA, 965420,  X
41, 42.4, 404964, 212024, 213181, 55979, 48915, 152318, 2002328, 399530, 78, 59, NA, 3489239,  X
42, 43.4, 79600, 269177, 415141, 90423, 1009413, 139059, 17786, 487148, 15, 94, NA, 2507747,  X
43, 44.4, 36239, 6489, 7766, 1994, 174352, 403337, 296278, 98999, 21, 37, NA, 1025454,  X
44, 45.5, 37569, 1639465, 263512, 183781, 112992, 462688, 6696, 288436, 49, 44, NA, 2995139,  X
45, 46.5, 594532, 4955, 73540, 181077, 15068, 6351, 450486, 22592, 24, 63, NA, 1348601,  X
46, 47.5, 54742, 3561, 36163, 103480, 133842, 470363, 10981, 291068, 59, 40, NA, 1104200,  X
47, 48.5, 27931, 145081, 939, 229633, 111662, 103122, 116950, 78383, 27, 73, NA, 813701,  X
48, 49.5, 162463, 316678, 401330, 377120, 4560, 582578, 215414, 33928, 38, 68, NA, 2094071,  X
49, 50.5, 3685, 1192231, 56049, 12992, 191486, 5329, 974794, 112950, 51, 26, NA, 2549516,  X
50, 51.5, 157, 778899, 50922, 148852, 2738, 17528, 13999, 267007, 98, 22, NA, 1280102,  X
51, 52.5, 16006, 1150361, 0, 308718, 709748, 77449, 5, 661, 60, 39, NA, 2262948,  X
52, 53.5, 86141, 212140, 253264, 2461, 546174, 382936, 46903, 501, 28, 5, NA, 1530520,  X
53, 54.5, 810266, 1142516, 32601, 133966, 73897, 276003, 23184, 371166, 26, 90, NA, 2863599,  X
54, 55.5, 110580, 11598, 225793, 241481, 119399, 725, 43, 91864, 26, 38, NA, 801483,  X
55, 56.5, 12853, 114761, 49358, 125348, 112463, 17182, 478055, 1306536, 94, 38, NA, 2216556,  X
56, 57.6, 685026, 236245, 374397, 37200, 936581, 58722, 12671, 44034, 79, 29, NA, 2384876,  X
57, 58.6, 122974, 159681, 54395, 400543, 187463, 22827, 182553, 212018, 48, 38, NA, 1342454,  X
58, 59.6, 148306, 285197, 995141, 977634, 72368, 708, 42746, 25829, 59, 51, NA, 2547929,  X
59, 60.7, 12006, 591832, 31436, 1110368, 31842, 35937, 121683, 44840, 30, 59, NA, 1979944,  X
60, 61.7, 24254, 664091, 50770, 217656, 23578, 61763, 147046, 62815, 89, 31, NA, 1251973,  X
61, 62.7, 379176, 627864, 48297, 28187, 5095, 303793, 184705, 777719, 10, 14, NA, 2354836,  X
62, 63.8, 788484, 325247, 1847205, 46436, 510209, 189224, 37990, 418950, 13, 22, NA, 4163745,  X
63, 64.8, 408773, 99376, 115401, 89923, 127425, 270580, 379375, 157284, 83, 59, NA, 1648137,  X
64, 65.8, 64867, 34814, 1812646, 472275, 58738, 514428, 5974, 197260, 4, 74, NA, 3161002,  X
65, 66.9, 179758, 24971, 114083, 56769, 542270, 41126, 90069, 144982, 58, 16, NA, 1194028,  X
66, 67.9, 633485, 341586, 133555, 34812, 30148, 1697173, 230207, 616910, 6, 42, NA, 3717876,  X
67, 68.9, 320565, 143180, 259532, 414192, 531, 235433, 1803274, 349181, 71, 68, NA, 3525888,  X
68, 69.9, 487536, 288673, 238768, 1487355, 420401, 446083, 355447, 573319, 53, 50, NA, 4297582,  X
69, 71.0, 45064, 1845701, 16511, 86050, 13227, 51540, 503526, 34308, 41, 86, NA, 2595927,  X
70, 72.0, 99924, 366399, 160275, 761007, 333, 20215, 202893, 80817, 79, 15, NA, 1691863,  X
71, 73.0, 233021, 401265, 67166, 38571, 67345, 292929, 3765, 13849, 40, 69, NA, 1117911,  X
72, 74.0, 17417, 574182, 145657, 583, 61191, 4401, 657370, 1635452, 99, 73, NA, 3096253,  X
73, 75.1, 245445, 388284, 469, 30539, 738959, 445783, 566740, 30771, 94, 94, NA, 2446990,  X
74, 76.1, 1114731, 893945, 291713, 1309309, 256387, 1088, 195885, 395472, 4, 77, NA, 4458530,  X
75, 77.1, 15856, 4299, 58568, 101159, 46219, 246661, 2264, 234626, 61, 79, NA, 709652,  X
76, 78.2, 155950, 2214071, 96684, 238203, 1993178, 3490, 549207, 1692763, 43, 90, NA, 6943546,  X
77, 79.2, 529262, 292974, 397213, 8478, 237108, 108573, 59057, 2012963, 23, 93, NA, 3645628,  X
78, 80.2, 119442, 247305, 551, 304, 98326, 760425, 63938, 59951, 6, 51, NA, 1350242,  X
79, 81.2, 893253, 295226, 187625, 21129, 764, 153692, 389113, 1342294, 96, 8, NA, 3283096,  X
80, 82.3, 2452, 271217, 1119, 1054, 695295, 4325357, 2041, 12111, 56, 92, NA, 5310646,  X
81, 83.3, 139, 12943, 32451, 68726, 79207, 4651, 595605, 571, 88, 8, NA, 794293,  X
82, 84.3, 111555, 5163, 830211, 837070, 311938, 325175, 16146, 407940, 82, 96, NA, 2845198,  X
83, 85.3, 411058, 1644628, 101537, 815516, 194416, 1490671, 83902, 1371440, 40, 51, NA, 6113168,  X
84, 86.4, 37378, 28984, 185133, 132209, 13509, 7562, 444365, 3358, 42, 97, NA, 852498,  X
85, 87.4, 342098, 93251, 420327, 144398, 149523, 146059, 37365, 187384, 17, 12, NA, 1520405,  X
86, 88.4, 31193, 202340, 368558, 2276, 10918, 636333, 211175, 1014395, 27, 47, NA, 2477188,  X
87, 89.5, 1253436, 80082, 256, 17593, 272596, 154680, 361174, 2082732, 92, 45, NA, 4222549,  X
88, 90.5, 137280, 530841, 31844, 1386454, 174741, 23672, 850414, 102240, 60, 31, NA, 3237486,  X
89, 91.5, 81, 910450, 34784, 762872, 960016, 787744, 111334, 106587, 48, 14, NA, 3673868,  X
90, 92.5, 1711371, 131508, 4257, 9932, 67888, 17619, 48297, 874903, 97, 92, NA, 2865775,  X
91, 93.6, 626999, 178237, 73490, 82089, 1290, 76044, 10482, 887379, 1, 32, NA, 1936010,  X
92, 94.6, 8970, 556419, 30414, 112638, 210973, 442592, 349118, 16265, 30, 17, NA, 1727389,  X
93, 95.6, 319133, 139927, 366888, 390317, 508298, 1095840, 38201, 157332, 20, 49, NA, 3015936,  X
94, 96.6, 67467, 14747, 41499, 369813, 429624, 172, 154572, 7639, 63, 32, NA, 1085533,  X
95, 97.7, 219751, 1105773, 12148, 118815, 111762, 959090, 992096, 59332, 67, 11, NA, 3578767,  X
96, 98.7, 394, 186483, 575908, 347481, 50677, 511505, 271565, 43127, 28, 52, NA, 1987140,  X
97, 99.7, 1836, 130778, 23521, 20139, 717693, 9569, 101160, 186299, 46, 63, NA, 1190995,  X
98, 100.7, 7952, 418753, 3468, 843153, 870202, 26807, 16955, 4352, 80, 16, NA, 2191642,  X
99, 101.8, 35577, 1129655, 941079, 1021469, 620789, 454810, 2314, 18850, 44, 31, NA, 4224543,  X
100, 102.8, 469893, 1171, 85907, 630359, 377294, 349930, 288570, 279092, 45, 52, NA, 2482216,  X
101, 103.8, 64815, 5, 108741, 75318, 865, 210665, 112860, 210011, 24, 19, NA, 783280,  X
102, 104.9, 307383, 90001, 1781915, 506775, 9934, 82724, 870703, 27938, 74, 100, NA, 3677373,  X
103, 105.9, 380722, 10557, 24158, 294927, 473596, 386916, 325536, 78326, 64, 79, NA, 1974738,  X
104, 106.9, 13937, 454693, 346344, 7961, 274180, 27701, 448155, 16487, 27, 58, NA, 1589458,  X
105, 107.9, 260061, 105551, 2283769, 260324, 280559, 604693, 68926, 785082, 51, 85, NA, 4648965,  X
106, 109.0, 294872, 9190, 1256846, 956311, 221414, 441291, 2366, 112400, 78, 25, NA, 3294690,  X
107, 110.0, 2745464, 59858, 173231, 48038, 13774, 797434, 1440, 43479, 5, 5, NA, 3882718,  X
108, 111.0, 1372468, 260, 1253550, 949, 383687, 1339283, 1217676, 23540, 81, 72, NA, 5591413,  X
109, 112.1, 1415, 119046, 50596, 612618, 49040, 483060, 723587, 139836, 83, 45, NA, 2179198,  X
110, 113.1, 137, 1281, 12966, 24957, 1052413, 2635, 462981, 118309, 14, 10, NA, 1675679,  X
111, 114.1, 127145, 46527, 79043, 15935, 276501, 50864, 31020, 428590, 2, 30, NA, 1055625,  X
112, 115.1, 967, 335266, 1958, 1577424, 329171, 506981, 979357, 133452, 26, 91, NA, 3864576,  X
113, 116.2, 370144, 1326715, 399103, 32555, 375128, 1305160, 192444, 348213, 16, 18, NA, 4349462,  X
114, 117.2, 232650, 53073, 944056, 73165, 656351, 321492, 8061, 8634, 30, 31, NA, 2297482,  X
115, 118.2, 629269, 22854, 4959, 277380, 156894, 658136, 29138, 1048941, 79, 9, NA, 2827571,  X
116, 119.3, 366191, 351182, 31669, 110171, 273926, 4631, 68602, 132482, 18, 51, NA, 1338854,  X
117, 120.3, 701201, 27893, 318685, 745248, 144347, 242753, 142248, 924146, 32, 69, NA, 3246521,  X
118, 121.3, 37526, 184887, 532936, 575206, 106956, 137733, 15312, 22, 13, 58, NA, 1590578,  X
119, 122.3, 17381, 612744, 1018905, 737884, 1473426, 1303665, 42349, 114967, 14, 26, NA, 5321321,  X
120, 123.4, 10019, 92245, 378011, 53435, 2772, 3847, 654388, 402829, 7, 80, NA, 1597546,  X
121, 124.4, 265954, 144416, 156871, 138785, 167981, 43951, 410593, 65767, 57, 72, NA, 1394318,  X
122, 125.4, 102548, 202310, 519006, 1032588, 111615, 492986, 510645, 27105, 18, 100, NA, 2998803,  X
123, 126.4, 156190, 110313, 215229, 75927, 50856, 1973074, 35717, 366, 90, 20, NA, 2617672,  X
124, 127.5, 104765, 7705, 971649, 9933, 22097, 143518, 63, 132813, 76, 96, NA, 1392543,  X
125, 128.5, 920, 17986, 14158, 5870, 59, 621420, 253958, 204593, 39, 28, NA, 1118964,  X
126, 129.5, 591394, 11305, 561793, 145366, 70340, 19437, 103644, 709842, 62, 42, NA, 2213121,  X
127, 130.6, 1313, 3854, 330316, 938287, 96228, 23982, 64105, 1307022, 88, 35, NA, 2765107,  X
128, 131.6, 256768, 27, 2042553, 1266833, 2148539, 2769, 607241, 45148, 12, 33, NA, 6369878,  X
129, 132.6, 9990, 1344828, 75, 62861, 94314, 9892, 1371, 17173, 22, 76, NA, 1540504,  X
130, 133.7, 7052, 684013, 26577, 182506, 195880, 2886, 409997, 51668, 18, 37, NA, 1560579,  X
131, 134.7, 634429, 23418, 217187, 68855, 3437, 144198, 115155, 120660, 66, 64, NA, 1327339,  X
132, 135.7, 570441, 41998, 339835, 26256, 2171, 74588, 198345, 264894, 67, 54, NA, 1518528,  X
133, 136.7, 79886, 76465, 239132, 207722, 1083688, 75427, 45992, 479532, 50, 51, NA, 2287844,  X
134, 137.8, 762231, 424079, 49049, 575509, 380373, 8790, 24022, 276638, 70, 46, NA, 2500691,  X
135, 138.8, 46924, 1847800, 35819, 247803, 29825, 654621, 81472, 1019321, 12, 42, NA, 3963585,  X
136, 139.8, 331821, 386918, 209982, 94, 300671, 497639, 940337, 1067, 52, 91, NA, 2668529,  X
137, 140.9, 1095, 519293, 102012, 253, 3153, 152000, 2416957, 113405, 59, 62, NA, 3308168,  X
138, 141.9, 910, 469171, 57415, 651854, 88087, 192631, 195297, 160492, 35, 61, NA, 1815857,  X
139, 142.9, 1574936, 418464, 219783, 331235, 65433, 47840, 191410, 1486165, 4, 55, NA, 4335266,  X
140, 144.0, 209958, 23801, 540421, 2104, 64841, 276845, 44334, 50379, 99, 85, NA, 1212683,  X
141, 145.0, 208886, 116864, 119260, 181712, 274957, 363790, 416442, 93537, 61, 52, NA, 1775448,  X
142, 146.0, 78090, 317968, 5867, 9607, 91661, 341622, 4136, 1553397, 94, 95, NA, 2402348,  X
143, 147.0, 943817, 291615, 268408, 79476, 102654, 56190, 2359913, 1057242, 81, 85, NA, 5159315,  X
144, 148.0, 369622, 789373, 549150, 95650, 11129, 485, 1245787, 209144, 3, 90, NA, 3270340,  X
145, 149.1, 9238, 39233, 870182, 1179, 14243, 84476, 1867971, 224346, 88, 29, NA, 3110868,  X
146, 150.1, 92501, 104767, 3095, 45750, 16222, 313855, 30440, 229582, 39, 24, NA, 836212,  X
147, 151.1, 122, 147278, 637790, 1331744, 7183, 2698508, 245758, 16649, 18, 16, NA, 5085032,  X
148, 152.1, 13885, 465607, 441208, 23968, 1298, 267653, 1542637, 17639, 26, 39, NA, 2773895,  X
149, 153.2, 87096, 115373, 89693, 21258, 449803, 3779, 526446, 1306, 76, 92, NA, 1294754,  X
150, 154.2, 413656, 2636780, 419138, 42661, 144759, 602862, 721777, 492, 20, 36, NA, 4982125,  X
151, 155.2, 73180, 524433, 1570, 193714, 375551, 830709, 10105, 1112, 38, 68, NA, 2010374,  X
152, 156.3, 267792, 203431, 412758, 116253, 270365, 154506, 71492, 49753, 93, 34, NA, 1546350,  X
153, 157.3, 5159, 347, 485983, 33709, 209968, 574284, 690848, 24891, 62, 8, NA, 2025189,  X
154, 158.3, 21160, 19583, 86226, 16049, 113220, 38172, 1227011, 206097, 3, 41, NA, 1727518,  X
155, 159.4, 27547, 159762, 466228, 18238, 1291743, 6567, 148132, 67227, 85, 48, NA, 2185444,  X
156, 160.4, 34368, 323557, 262191, 1090225, 396478, 20649, 323779, 456359, 7, 73, NA, 2907606,  X
157, 161.4, 221486, 34824, 125778, 492914, 370474, 960485, 50132, 348639, 30, 50, NA, 2604732,  X
158, 162.4, 198, 397999, 680049, 108589, 20094, 238799, 416855, 18646, 21, 45, NA, 1881229,  X
159, 163.5, 1389305, 6861, 275893, 18813, 600, 1753753, 14177, 550842, 94, 56, NA, 4010244,  X
160, 164.5, 8540, 280523, 483253, 325427, 257555, 371, 192522, 23881, 10, 98, NA, 1572072,  X
161, 165.5, 150663, 215855, 853422, 69619, 109404, 54954, 2000842, 768332, 52, 19, NA, 4223091,  X
162, 166.5, 32026, 1557, 193145, 69801, 17342, 248308, 54214, 29466, 91, 74, NA, 645859,  X
163, 167.6, 7172, 1951, 748807, 111097, 163, 8033, 86874, 54288, 70, 13, NA, 1018385,  X
164, 168.6, 1651001, 2121, 987615, 562807, 562176, 335028, 276240, 18, 13, 1, NA, 4377006,  X
165, 169.6, 563717, 118837, 555124, 901829, 221403, 33017, 147612, 12520, 27, 18, NA, 2554059,  X
166, 170.6, 43659, 62719, 7391, 212337, 96695, 166656, 274541, 1526310, 80, 91, NA, 2390308,  X
167, 171.6, 87850, 14549, 429951, 1431, 257840, 216081, 151140, 338294, 58, 43, NA, 1497136,  X
168, 172.6, 77236, 210039, 267227, 156, 83203, 8, 174398, 6648, 38, 34, NA, 818915,  X
169, 173.6, 43179, 617420, 112977, 44089, 257328, 201519, 7141, 53311, 36, 37, NA, 1336964,  X
170, 174.6, 891275, 404770, 47769, 40619, 17504, 836875, 57173, 221611, 85, 19, NA, 2517596,  X
171, 175.6, 1176356, 25258, 403369, 12852, 126986, 145003, 85529, 76155, 85, 65, NA, 2051508,  X
172, 176.6, 32042, 100621, 205109, 92282, 28565, 75387, 39876, 208, 46, 16, NA, 574090,  X
173, 177.6, 229375, 205848, 187843, 135307, 11034, 381864, 870312, 100920, 29, 26, NA, 2122503,  X
174, 178.6, 328817, 264248, 149333, 74424, 14787, 207893, 1037472, 236004, 6, 71, NA, 2312978,  X
175, 179.7, 1059466, 56732, 1074166, 347971, 165412, 4, 61201, 390089, 94, 24, NA, 3155041,  X
176, 180.7, 281986, 500356, 234855, 346897, 512134, 28764, 2752087, 416149, 64, 58, NA, 5073228,  X
177, 181.7, 531326, 1257450, 23535, 185147, 104604, 721446, 2945615, 362002, 85, 73, NA, 6131125,  X
178, 182.7, 39051, 1063712, 80533, 129753, 359426, 29288, 704932, 137365, 49, 23, NA, 2544060,  X
179, 183.7, 977261, 44957, 232573, 498268, 371504, 45933, 233217, 1662, 80, 18, NA, 2405375,  X
180, 184.7, 431197, 231361, 125420, 2119878, 109350, 19573, 235055, 118186, 97, 13, NA, 3390020,  X
181, 185.7, 543293, 621103, 18060, 26054, 173255, 13374, 2148183, 13286, 25, 81, NA, 3556608,  X
182, 186.7, 19316, 109686, 21620, 16248, 19697, 70203, 48709, 55884, 46, 41, NA, 361363,  X
183, 187.7, 102098, 118748, 150315, 689700, 386752, 95970, 2786, 105366, 35, 41, NA, 1651735,  X
184, 188.7, 534, 53663, 15, 49093, 250587, 563, 230560, 13951, 74, 53, NA, 598966,  X
185, 189.7, 186035, 50180, 550324, 59137, 84819, 615658, 91419, 2982, 21, 96, NA, 1640554,  X
186, 190.7, 22162, 100410, 107320, 89109, 199614, 258332, 305361, 124757, 46, 46, NA, 1207065,  X
187, 191.7, 42846, 676832, 5883, 12069, 48320, 7181, 329577, 3013411, 58, 35, NA, 4136119,  X
188, 192.8, 58037, 1442107, 331334, 255864, 91660, 1019898, 24314, 40262, 99, 76, NA, 3263476,  X
189, 193.8, 38115, 457365, 1591928, 1605810, 264094, 397168, 267040, 37410, 75, 34, NA, 4658930,  X
190, 194.8, 453134, 489618, 290735, 346484, 676, 222592, 75136, 1030094, 56, 50, NA, 2908469,  X
191, 195.8, 5097, 1596541, 699757, 31963, 1036061, 516310, 11512, 665375, 16, 67, NA, 4562616,  X
192, 196.8, 135035, 181268, 51791, 8468, 183, 52, 480518, 91319, 7, 21, NA, 948634,  X
193, 197.8, 460350, 527622, 272093, 594361, 977927, 1498, 104773, 1063, 51, 89, NA, 2939687,  X
194, 198.8, 33648, 128184, 15249, 607357, 1625921, 48453, 195033, 11611, 87, 52, NA, 2665456,  X
195, 199.8, 226541, 64644, 17953, 248318, 323755, 2736, 113305, 68096, 17, 31, NA, 1065348,  X
196, 200.8, 139618, 61040, 2962, 8324, 698646, 18016, 240176, 411009, 4, 64, NA, 1579791,  X
197, 201.8, 4, 83357, 167581, 1256483, 4092, 1654, 1181319, 308903, 36, 98, NA, 3003393,  X
198, 202.8, 60481, 345531, 628, 79883, 16920, 15236, 233052, 302331, 30, 17, NA, 1054062,  X
199, 203.8, 370196, 41057, 100407, 38921, 103233, 981642, 17330, 10243, 48, 15, NA, 1663029,  X
200, 204.9, 435499, 267244, 1004924, 2167, 24509, 4409, 550940, 684859, 10, 15, NA, 2974551,  X
201, 205.9, 122130, 70645, 72462, 6147, 173091, 39067, 83, 1153, 97, 17, NA, 484778,  X
202, 206.9, 355668, 18419, 810377, 1874, 518, 185594, 1049223, 36219, 71, 73, NA, 2457892,  X
203, 207.9, 77743, 713426, 15593, 168420, 276444, 797, 144707, 46545, 57, 87, NA, 1443675,  X
204, 208.9, 1244029, 178216, 829088, 528, 522020, 197950, 228253, 141615, 62, 64, NA, 3341699,  X
205, 209.9, 75325, 19712, 711294, 2393, 4734, 338484, 493435, 49854, 25, 88, NA, 1695231,  X
206, 210.9, 1481451, 270586, 329958, 85189, 9036, 609989, 854994, 701429, 1, 31, NA, 4342632,  X
207, 211.9, 2114, 61705, 117740, 34242, 76040, 71651, 593100, 7796, 21, 44, NA, 964388,  X
208, 212.9, 6223, 63041, 154115, 10585, 75877, 399653, 310291, 909243, 12, 29, NA, 1929028,  X
209, 213.9, 264223, 19172, 422640, 1680, 4215, 309572, 70653, 1018182, 85, 52, NA, 2110337,  X
210, 214.9, 220728, 321461, 3307223, 501543, 32270, 1954370, 1212473, 325898, 57, 9, NA, 7875966,  X
211, 216.0, 233882, 338462, 17137, 66415, 67423, 117437, 1782885, 505688, 73, 77, NA, 3129329,  X
212, 217.0, 72031, 1066031, 31741, 242248, 4994, 610850, 933722, 532, 37, 72, NA, 2962149,  X
213, 218.0, 240119, 258960, 75887, 69676, 267842, 612571, 63372, 2297843, 79, 87, NA, 3886270,  X
214, 219.0, 10484, 278737, 212, 69368, 716644, 271, 41468, 345211, 19, 59, NA, 1462395,  X
215, 220.0, 29836, 65001, 71887, 1354268, 1886851, 106012, 444, 294953, 3, 58, NA, 3809252,  X
216, 221.0, 112543, 235695, 318561, 468753, 172559, 398037, 39579, 147939, 47, 76, NA, 1893666,  X
217, 222.0, 89912, 1124956, 332261, 199237, 107060, 47052, 8355, 2399097, 15, 11, NA, 4307930,  X
218, 223.0, 366750, 24, 38698, 209878, 1043447, 21626, 207742, 1773510, 39, 61, NA, 3661675,  X
219, 224.0, 154692, 209320, 143530, 1571720, 45986, 3140, 349607, 282709, 99, 30, NA, 2760704,  X
220, 225.0, 243, 10358, 25436, 884320, 595852, 18081, 250054, 400068, 23, 27, NA, 2184412,  X
221, 226.0, 421111, 124062, 361691, 903901, 429180, 361244, 12040, 622317, 70, 42, NA, 3235546,  X
222, 227.0, 195261, 422763, 28136, 715828, 133044, 109878, 26944, 69090, 76, 31, NA, 1700944,  X
223, 228.0, 33066, 2834, 621116, 7659, 63203, 124385, 394238, 777328, 14, 15, NA, 2023829,  X
224, 229.1, 119292, 221097, 1115557, 1126212, 460314, 64119, 120417, 12371, 96, 12, NA, 3239379,  X
225, 230.1, 83750, 182551, 133109, 210803, 75804, 81662, 40851, 177997, 48, 9, NA, 986527,  X
226, 231.1, 867885, 434765, 123387, 144403, 162005, 210078, 382494, 54547, 82, 36, NA, 2379564,  X
227, 232.1, 2910, 17689, 46120, 21441, 178642, 28838, 2771, 127263, 83, 74, NA, 425674,  X
228, 233.1, 19494, 354962, 232093, 11232, 200157, 18269, 298959, 204083, 34, 97, NA, 1339249,  X
229, 234.1, 279274, 117972, 114115, 137363, 22375, 34636, 300003, 168592, 39, 27, NA, 1174330,  X
230, 235.1, 61421, 1466002, 33046, 154348, 177883, 904, 83456, 218780, 7, 14, NA, 2195840,  X
231, 236.1, 271816, 112141, 266515, 11809, 209018, 724, 29224, 303833, 49, 59, NA, 1205080,  X
232, 237.1, 4787, 10490, 113966, 178043, 4620, 9812, 7743, 207933, 51, 76, NA, 537394,  X
233, 238.1, 386670, 67597, 133608, 57925, 834794, 31045, 197127, 17237, 78, 13, NA, 1726003,  X
234, 239.1, 1778, 34, 1021033, 70455, 225, 28764, 311, 2310748, 64, 24, NA, 3433348,  X
235, 240.1, 31328, 910311, 16570, 405023, 153357, 288160, 157954, 104623, 1, 51, NA, 2067326,  X
236, 241.2, 487, 1248931, 556668, 93662, 666361, 19516, 568062, 95689, 6, 76, NA, 3249376,  X
237, 242.2, 17014, 402442, 124776, 1908, 30614, 16870, 81535, 29674, 77, 11, NA, 704833,  X
238, 243.2, 1177673, 97307, 138143, 198801, 71196, 163151, 37806, 86332, 63, 11, NA, 1970409,  X
239, 244.2, 2230, 2194998, 363748, 252893, 445082, 302996, 52670, 376735, 58, 76, NA, 3991352,  X
240, 245.2, 91202, 274802, 1700609, 245718, 166720, 5080, 1914, 80871, 52, 58, NA, 2566916,  X
241, 246.2, 555032, 51390, 364966, 413, 85322, 78510, 79458, 88613, 28, 59, NA, 1303704,  X
242, 247.2, 49648, 1206465, 1385210, 741344, 7734, 15067, 899, 64028, 64, 19, NA, 3470395,  X
243, 248.2, 78643, 150730, 25518, 24176, 21105, 569011, 216525, 281582, 11, 92, NA, 1367290,  X
244, 249.3, 352096, 452485, 68141, 654013, 453393, 927703, 351838, 276578, 19, 5, NA, 3536247,  X
245, 250.3, 1485806, 17154, 423298, 119433, 116, 157131, 153845, 20798, 51, 30, NA, 2377581,  X
246, 251.3, 69892, 267712, 6112, 425161, 492221, 410197, 4133, 326692, 5, 42, NA, 2002120,  X
