1677567829.000000, 1677567829.000000, 1677567829.000000
32.000000, 32.000000, 32.000000
-15,-5,63
-15,-4,63
-15,-5,63
-15,-4,63
-15,-5,63
-14,-4,63
-14,-5,63
-15,-4,63
-15,-4,63
-15,-4,63
-14,-4,63
-15,-4,63
-17,-7,62
-13,-4,64
-14,-4,63
-15,-4,62
-15,-4,62
-12,-4,64
-11,-3,65
-14,-3,64
-13,-4,64
-12,-4,64
-12,-4,64
-12,-3,64
-14,-4,63
-14,-4,63
-13,-4,63
-14,-3,64
-14,-4,63
-14,-4,63
-14,-3,63
-13,-4,64
-14,-4,63
-15,-4,63
-14,-4,63
-14,-4,63
-14,-4,63
-13,-4,63
-13,-4,63
-13,-4,64
-13,-4,64
-13,-4,63
-14,-4,64
-15,-4,63
-14,-4,63
-14,-4,63
-14,-5,63
-15,-5,63
-16,-5,63
-16,-5,63
-15,-5,63
-15,-5,63
-16,-4,63
-16,-5,63
-15,-5,63
-14,-5,63
-15,-5,63
-15,-5,62
-14,-4,64
-15,-3,63
-15,-3,63
-14,-4,64
-14,-4,64
-15,-5,63
-15,-5,63
-15,-4,63
-15,-5,63
-15,-6,62
-14,-6,63
-14,-6,63
-14,-5,63
-14,-4,64
-14,-6,64
-13,-5,64
-14,-4,63
-12,-5,64
-14,-5,63
-12,-4,65
-13,-4,63
-13,-4,63
-12,-4,64
-12,-4,64
-12,-4,63
-11,-4,64
-12,-4,63
-12,-4,64
-11,-4,64
-11,-4,64
-11,-4,64
-11,-3,64
-11,-4,64
-11,-4,64
-10,-4,64
-11,-4,64
-12,-4,63
-11,-5,64
-11,-4,64
-12,-5,63
-12,-5,63
-12,-4,64
-13,-4,63
-12,-4,63
-12,-3,63
-12,-5,64
-13,-4,64
-13,-4,64
-12,-5,63
-13,-4,64
-13,-5,64
-13,-5,63
-13,-4,63
-14,-5,63
-12,-5,64
-14,-5,63
-14,-6,63
-14,-5,63
-14,-5,63
-13,-6,64
-13,-6,63
-13,-5,63
-13,-5,63
-13,-6,64
-13,-6,63
-12,-5,64
-13,-6,64
-13,-5,63
-12,-5,63
-12,-6,64
-13,-5,63
-12,-5,64
-12,-5,63
-13,-5,63
-13,-5,63
-12,-6,64
-13,-6,63
-12,-5,63
-12,-5,64
-12,-5,63
-12,-6,63
-12,-5,64
-12,-6,63
-12,-5,63
-12,-6,64
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,63
-12,-6,63
-12,-6,63
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-6,64
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,64
-12,-6,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,63
-12,-6,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-6,63
-12,-5,64
-12,-6,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,64
-12,-6,63
-12,-5,63
-12,-5,64
-12,-5,63
-12,-5,63
-12,-5,64
-12,-5,63
-12,-6,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-6,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,63
-12,-5,64
-11,-5,64
-12,-5,64
-12,-5,64
-12,-6,64
-12,-5,63
-12,-5,64
-12,-5,64
-12,-6,64
-12,-5,63
-12,-5,64
-12,-6,64
-11,-6,64
-12,-5,64
-12,-5,64
-12,-5,64
-11,-6,64
-12,-6,63
-12,-6,64
-12,-5,64
-11,-5,64
-11,-5,63
-10,-5,65
-11,-4,64
-12,-5,64
-12,-5,63
-11,-5,64
-12,-5,64
-11,-5,63
-11,-5,64
-11,-5,64
-11,-5,64
-11,-5,64
-11,-4,64
-11,-4,64
-11,-4,64
-11,-4,64
-11,-5,64
-11,-4,64
-11,-4,64
-11,-5,63
-11,-5,64
-11,-4,64
-11,-5,64
-11,-5,64
-11,-5,64
-11,-5,64
-11,-5,64
-12,-5,64
-12,-5,64
-11,-5,63
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-12,-5,64
-11,-5,64
-12,-5,64
-12,-5,64
-11,-5,64
-12,-5,64
-12,-5,64
-11,-5,64
-12,-5,64
-12,-5,64
-11,-5,64
-11,-5,64
-12,-5,64
-11,-5,63
-12,-5,64
-11,-5,64
-11,-3,63
-11,-4,64
-11,-4,63
-11,-5,64
-12,-4,64
-12,-4,64
-11,-4,64
-12,-4,64
-13,-5,63
-12,-4,63
-12,-4,63
-12,-4,64
-12,-4,63
-12,-4,64
