obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
31, 32.3, 393513, 3098, 1088516, 1, 898336, 109654, 186808, 44612, 39, 27, NA, 2724538,  X
32, 33.3, 1699256, 1573311, 328731, 427080, 112110, 66121, 129257, 815777, 88, 3, NA, 5151643,  X
33, 34.3, 540, 37485, 958504, 795224, 51373, 41368, 885, 22, 22, 61, NA, 1885401,  X
34, 35.4, 1965844, 595513, 37196, 238187, 255471, 631542, 8143, 110041, 51, 38, NA, 3841937,  X
35, 36.4, 1713, 376645, 305232, 154432, 974912, 698028, 141780, 159481, 70, 17, NA, 2812223,  X
36, 37.4, 68867, 856017, 13899, 41491, 34712, 25215, 802871, 161083, 86, 73, NA, 2004155,  X
37, 38.4, 1508020, 68792, 307670, 1902, 317489, 70176, 52982, 569848, 48, 89, NA, 2896879,  X
38, 39.4, 88016, 91690, 828784, 666477, 42646, 29222, 114507, 125293, 57, 45, NA, 1986635,  X
39, 40.4, 1622123, 65360, 12568, 53949, 43107, 98707, 3798, 610165, 22, 90, NA, 2509777,  X
40, 41.4, 6298, 50743, 417875, 49225, 436, 429668, 179943, 44789, 64, 16, NA, 1178977,  X
41, 42.4, 85219, 2280729, 869877, 117246, 328423, 87021, 483530, 591590, 81, 58, NA, 4843635,  X
42, 43.5, 120923, 616078, 262630, 237509, 58542, 48781, 42849, 1578, 79, 52, NA, 1388890,  X
43, 44.5, 14172, 119351, 738202, 1928374, 415163, 229656, 161944, 387405, 52, 57, NA, 3994267,  X
44, 45.5, 2765279, 1337796, 608383, 18034, 1229961, 517, 617814, 88194, 52, 38, NA, 6665978,  X
45, 46.5, 1, 71283, 152614, 423027, 62156, 9357, 34823, 572493, 2, 56, NA, 1325754,  X
46, 47.5, 410725, 166617, 170535, 945679, 479394, 1029803, 20331, 26990, 52, 52, NA, 3250074,  X
47, 48.5, 179350, 263431, 176224, 539892, 1160639, 257879, 175761, 491734, 15, 34, NA, 3244910,  X
48, 49.5, 527605, 296736, 225135, 401510, 6002, 166355, 22102, 1648349, 59, 83, NA, 3293794,  X
49, 50.5, 40900, 20821, 450, 2913, 248683, 292075, 6692, 12, 90, 15, NA, 612546,  X
50, 51.6, 9462, 304527, 117180, 667089, 152326, 378530, 169531, 1675, 91, 95, NA, 1800320,  X
51, 52.6, 81542, 658492, 91715, 205593, 181822, 595, 4238, 609869, 95, 65, NA, 1833866,  X
52, 53.6, 391281, 485114, 89110, 641390, 1471, 28340, 8328, 13246, 69, 75, NA, 1658280,  X
53, 54.6, 1214582, 504178, 24602, 4343, 997931, 449661, 230600, 602737, 25, 29, NA, 4028634,  X
54, 55.6, 146581, 279599, 411892, 37466, 47263, 4044, 287958, 230428, 78, 64, NA, 1445231,  X
55, 56.6, 200460, 1139525, 280471, 39, 113285, 65655, 7215, 340769, 49, 8, NA, 2147419,  X
56, 57.6, 503453, 2257, 179758, 757193, 157445, 70, 23296, 1293298, 18, 38, NA, 2916770,  X
57, 58.6, 572765, 357270, 34486, 42480, 1066054, 450216, 42276, 547575, 99, 57, NA, 3113122,  X
58, 59.7, 49938, 297070, 393418, 232659, 1163650, 36641, 17778, 7290, 65, 34, NA, 2198444,  X
59, 60.7, 879632, 204160, 413968, 2746, 1058, 186051, 79214, 66634, 3, 60, NA, 1833463,  X
60, 61.7, 9741, 639381, 139797, 304077, 252051, 100706, 13, 15615, 20, 63, NA, 1461381,  X
61, 62.7, 261472, 344685, 200143, 152498, 1092, 229546, 88701, 329440, 87, 53, NA, 1607577,  X
62, 63.7, 8206, 38546, 4428, 914, 98390, 597357, 36585, 35902, 27, 93, NA, 820328,  X
63, 64.7, 867465, 35301, 15085, 289, 118718, 557131, 60024, 248808, 77, 72, NA, 1902821,  X
64, 65.7, 25065, 389, 48069, 1397, 492510, 468208, 144171, 832026, 30, 72, NA, 2011835,  X
65, 66.7, 72406, 229422, 638984, 27673, 28583, 6116, 906409, 363691, 78, 72, NA, 2273284,  X
66, 67.7, 295067, 507255, 928, 116734, 462069, 127874, 155754, 527052, 50, 90, NA, 2192733,  X
67, 68.8, 103459, 317682, 22276, 80635, 422286, 8058, 698344, 95318, 14, 70, NA, 1748058,  X
68, 69.8, 34926, 10722, 207580, 390934, 351693, 656725, 31491, 43967, 42, 22, NA, 1728038,  X
69, 70.8, 529592, 6546, 185470, 30822, 24121, 337139, 752651, 408088, 50, 4, NA, 2274429,  X
70, 71.8, 247965, 83732, 634576, 497668, 73478, 480416, 639469, 133079, 18, 79, NA, 2790383,  X
71, 72.8, 139633, 50695, 72381, 22138, 791100, 396626, 81822, 148801, 79, 74, NA, 1703196,  X
72, 73.8, 64538, 473, 711266, 1619445, 258024, 160136, 341821, 228116, 26, 54, NA, 3383819,  X
73, 74.8, 12173, 43614, 241324, 1175539, 45708, 681677, 38752, 365965, 58, 63, NA, 2604752,  X
74, 75.8, 105071, 35606, 91755, 1393, 136884, 990040, 837082, 600118, 51, 27, NA, 2797949,  X
75, 76.9, 44357, 725809, 4362, 31993, 355659, 145433, 156600, 51537, 85, 60, NA, 1515750,  X
76, 77.9, 114943, 160226, 203951, 6108, 14367, 298495, 446285, 104994, 79, 48, NA, 1349369,  X
77, 78.9, 282872, 674690, 2611, 183196, 146954, 1238398, 2520, 767406, 50, 66, NA, 3298647,  X
78, 79.9, 46487, 97310, 54520, 193693, 1835042, 139904, 195962, 1308710, 38, 69, NA, 3871628,  X
79, 80.9, 58671, 8507, 433433, 1066767, 447878, 268375, 55982, 290201, 9, 89, NA, 2629814,  X
80, 81.9, 161264, 183626, 882097, 411880, 147263, 2276, 979961, 43196, 49, 5, NA, 2811563,  X
81, 82.9, 1092722, 244679, 2391, 99388, 2074801, 530478, 16704, 357054, 62, 3, NA, 4418217,  X
82, 83.9, 335523, 872891, 1793, 18270, 1390519, 15206, 305459, 731369, 97, 28, NA, 3671030,  X
83, 84.9, 7126, 79096, 101315, 165940, 377, 133791, 2241, 1321909, 36, 60, NA, 1811795,  X
84, 86.0, 56993, 198046, 95091, 11355, 36283, 503718, 350655, 461368, 94, 63, NA, 1713509,  X
85, 87.0, 197828, 364731, 3965, 509526, 237381, 233, 156925, 10171, 36, 58, NA, 1480760,  X
86, 88.0, 11072, 201018, 159598, 46079, 249821, 104690, 104837, 31594, 4, 57, NA, 908709,  X
87, 89.0, 162896, 94235, 210711, 70475, 25541, 383983, 89906, 277662, 29, 25, NA, 1315409,  X
88, 90.0, 8136, 18407, 37525, 1081992, 14123, 24752, 5992, 60625, 8, 47, NA, 1251552,  X
89, 91.0, 271854, 670160, 75012, 71675, 1167201, 1903, 45580, 547330, 57, 10, NA, 2850715,  X
90, 92.0, 65094, 81262, 230331, 24926, 134563, 37333, 409367, 24683, 70, 88, NA, 1007559,  X
91, 93.0, 679856, 418852, 72309, 524104, 54234, 4220, 91978, 228001, 15, 54, NA, 2073554,  X
92, 94.0, 1283514, 15521, 22862, 8175, 400506, 63711, 239510, 8912, 77, 49, NA, 2042711,  X
93, 95.1, 1251848, 86891, 375071, 41000, 514807, 195041, 260764, 180429, 79, 45, NA, 2905851,  X
94, 96.1, 9558, 47772, 128607, 214585, 39207, 29511, 95780, 385589, 66, 100, NA, 950609,  X
95, 97.1, 135556, 153974, 168722, 1027985, 2599482, 248935, 918801, 2214508, 58, 86, NA, 7467963,  X
96, 98.1, 190448, 449768, 108501, 1092, 114528, 235832, 64146, 704911, 69, 93, NA, 1869226,  X
97, 99.1, 182436, 437361, 575680, 33666, 374367, 386, 37294, 43334, 91, 8, NA, 1684524,  X
98, 100.1, 40491, 746416, 614266, 247887, 320225, 332217, 5492, 106597, 6, 80, NA, 2413591,  X
99, 101.1, 101505, 717331, 8319, 281895, 105948, 303772, 255270, 62030, 71, 94, NA, 1836070,  X
100, 102.1, 65847, 35201, 72179, 10950, 507074, 50059, 6064, 746, 95, 51, NA, 748120,  X
101, 103.2, 141785, 120645, 290143, 611565, 20610, 2788825, 688370, 71061, 38, 16, NA, 4733004,  X
102, 104.2, 217265, 1002660, 122108, 4116, 732644, 429263, 351696, 14112, 30, 50, NA, 2873864,  X
103, 105.2, 389832, 288844, 4223, 772, 3491, 2739, 764243, 276216, 69, 36, NA, 1730360,  X
104, 106.2, 102531, 216966, 16535, 40654, 53493, 237757, 391510, 208730, 52, 98, NA, 1268176,  X
105, 107.2, 44511, 9823, 29123, 183423, 126505, 338326, 59440, 7289, 63, 37, NA, 798440,  X
106, 108.2, 97761, 3209, 110972, 1075166, 31327, 298638, 135401, 65926, 10, 77, NA, 1818400,  X
107, 109.2, 241475, 15254, 106720, 302391, 997186, 67533, 430258, 432289, 32, 48, NA, 2593106,  X
108, 110.2, 674556, 463161, 32784, 316367, 177254, 1367, 361267, 382406, 92, 26, NA, 2409162,  X
109, 111.2, 455334, 96, 228092, 41085, 50127, 327176, 936255, 299507, 28, 87, NA, 2337672,  X
110, 112.3, 566431, 472694, 227959, 5, 158581, 647777, 393459, 155515, 82, 99, NA, 2622421,  X
111, 113.3, 769267, 2630, 18416, 1756278, 48576, 11389, 48180, 43292, 89, 23, NA, 2698028,  X
112, 114.3, 96101, 36528, 2207103, 960441, 319059, 445183, 53107, 247079, 4, 96, NA, 4364601,  X
113, 115.3, 26605, 108998, 254355, 130256, 69677, 70846, 515777, 25458, 38, 13, NA, 1201972,  X
114, 116.3, 1015714, 125129, 502562, 156411, 77091, 1, 675063, 155718, 70, 9, NA, 2707689,  X
115, 117.3, 3, 769191, 219452, 517614, 81022, 318027, 15548, 296667, 49, 72, NA, 2217524,  X
116, 118.3, 120274, 210165, 46542, 747234, 9624, 16772, 1928, 1290325, 10, 38, NA, 2442864,  X
117, 119.3, 45828, 3390, 642566, 453219, 294961, 265156, 5528, 8690, 30, 31, NA, 1719338,  X
118, 120.4, 223664, 64, 13924, 208322, 12532, 871, 293854, 557061, 19, 46, NA, 1310292,  X
119, 121.4, 178895, 1145227, 36243, 19411, 80184, 277722, 3546, 1012296, 58, 78, NA, 2753524,  X
120, 122.4, 67555, 1644322, 21956, 137866, 2336, 521405, 2304162, 60904, 72, 8, NA, 4760506,  X
121, 123.4, 708643, 61064, 216226, 427979, 210496, 2032, 11932, 311766, 58, 61, NA, 1950138,  X
122, 124.4, 56533, 373099, 366296, 247256, 22954, 7482, 65675, 49071, 62, 23, NA, 1188366,  X
123, 125.4, 207671, 468509, 197625, 43160, 69592, 199140, 695899, 314928, 98, 78, NA, 2196524,  X
124, 126.4, 4372, 85553, 793606, 162467, 2274488, 71090, 151228, 45669, 25, 98, NA, 3588473,  X
125, 127.4, 4680, 134820, 60, 3540, 38818, 80723, 61638, 2056, 51, 64, NA, 326335,  X
126, 128.5, 497939, 32071, 11188, 4302, 529754, 534536, 4156, 470341, 68, 49, NA, 2084287,  X
127, 129.5, 6674, 1629470, 81159, 758546, 86215, 372095, 101241, 566475, 68, 53, NA, 3601875,  X
128, 130.5, 213336, 366, 72922, 569567, 12003, 271197, 705285, 1274, 74, 53, NA, 1845950,  X
129, 131.5, 161551, 21023, 228955, 7577, 63449, 60311, 319382, 283438, 22, 7, NA, 1145686,  X
130, 132.5, 358506, 564439, 1676622, 354149, 1269106, 194361, 89612, 2155299, 59, 56, NA, 6662094,  X
131, 133.5, 120933, 43653, 362, 809591, 63820, 102374, 1175574, 299243, 27, 46, NA, 2615550,  X
132, 134.5, 150426, 1258299, 4838, 604348, 916566, 32617, 306705, 1487190, 13, 31, NA, 4760989,  X
133, 135.5, 853188, 615747, 23601, 62876, 27610, 472598, 1970295, 28191, 52, 16, NA, 4054106,  X
134, 136.6, 468179, 223, 281809, 193013, 806477, 570041, 195257, 330315, 80, 43, NA, 2845314,  X
135, 137.6, 126917, 432502, 50177, 176595, 16619, 332149, 266, 206355, 29, 35, NA, 1341580,  X
136, 138.6, 502701, 346604, 377009, 1958, 250502, 25096, 74, 306240, 41, 7, NA, 1810184,  X
137, 139.6, 184237, 65088, 163518, 7309, 1253, 95930, 76440, 1403356, 44, 13, NA, 1997131,  X
138, 140.6, 78788, 1042927, 86293, 1548350, 81458, 455588, 263431, 177113, 25, 12, NA, 3733948,  X
139, 141.6, 290089, 32671, 32089, 187013, 71923, 447350, 349561, 93450, 30, 37, NA, 1504146,  X
140, 142.6, 186196, 11698, 81733, 59757, 361735, 958877, 18190, 7529, 76, 79, NA, 1685715,  X
141, 143.6, 258449, 463606, 37788, 43791, 1233, 215541, 11913, 697475, 12, 70, NA, 1729796,  X
142, 144.6, 278, 26929, 97442, 17832, 1117, 513933, 484493, 363562, 9, 89, NA, 1505586,  X
143, 145.7, 434942, 68673, 117702, 322360, 190560, 536466, 4209, 416429, 37, 25, NA, 2091341,  X
144, 146.7, 133440, 46161, 166982, 212823, 88020, 47275, 111430, 6882, 11, 73, NA, 813013,  X
145, 147.7, 18081, 88492, 47023, 1093, 739666, 1431923, 216893, 935474, 30, 91, NA, 3478645,  X
146, 148.7, 167943, 3587, 81497, 172281, 2240, 304393, 33466, 260527, 68, 65, NA, 1025934,  X
147, 149.7, 2124512, 297047, 505166, 2302, 11645, 486488, 47135, 58049, 17, 54, NA, 3532344,  X
148, 150.7, 9091, 338812, 45469, 268893, 64488, 158057, 138359, 26649, 76, 98, NA, 1049818,  X
149, 151.7, 152321, 556813, 383513, 57546, 334188, 189665, 111985, 590570, 53, 19, NA, 2376601,  X
150, 152.7, 954543, 158216, 266820, 705, 27229, 311116, 478549, 603634, 69, 9, NA, 2800812,  X
151, 153.8, 530413, 24370, 220, 608558, 429089, 262926, 339697, 20, 43, 44, NA, 2195293,  X
152, 154.8, 590096, 221140, 3814, 72190, 1016846, 482819, 756052, 386116, 44, 33, NA, 3529073,  X
153, 155.8, 479245, 139261, 420947, 36312, 4544, 5987, 19727, 70608, 77, 97, NA, 1176631,  X
154, 156.8, 43, 333, 103364, 1942, 490868, 380104, 35382, 140573, 27, 56, NA, 1152609,  X
155, 157.8, 67589, 99771, 211405, 10603, 719831, 90302, 33345, 4033, 58, 44, NA, 1236879,  X
156, 158.8, 3918048, 239574, 205288, 2464, 166220, 432720, 135703, 212897, 80, 1, NA, 5312914,  X
157, 159.8, 65829, 1141, 2459866, 140720, 472, 539648, 20533, 399390, 6, 4, NA, 3627599,  X
158, 160.9, 1144680, 1672689, 798642, 16107, 2395, 521180, 97606, 37769, 4, 51, NA, 4291068,  X
159, 161.9, 1629, 619833, 8940, 17498, 161861, 84904, 43999, 87311, 18, 52, NA, 1025975,  X
160, 162.9, 20251, 32508, 800708, 536072, 303727, 346863, 4724, 912, 67, 7, NA, 2045765,  X
161, 163.9, 765, 138419, 321473, 65935, 106599, 485299, 19369, 17954, 97, 72, NA, 1155813,  X
162, 164.9, 125450, 14053, 19404, 273018, 593454, 25760, 62021, 454537, 81, 69, NA, 1567697,  X
163, 165.9, 864096, 120661, 73197, 13095, 7667, 10774, 879985, 22640, 44, 27, NA, 1992115,  X
164, 166.9, 1150327, 202799, 295190, 485354, 499824, 370123, 24121, 604325, 17, 10, NA, 3632063,  X
165, 167.9, 59098, 41529, 186096, 5166, 36990, 295881, 890, 75553, 53, 8, NA, 701203,  X
166, 169.0, 268532, 397994, 21250, 333841, 395539, 687144, 122344, 2129, 63, 14, NA, 2228773,  X
167, 170.0, 57166, 345, 76293, 156815, 186196, 223598, 210898, 161512, 81, 3, NA, 1072823,  X
168, 171.0, 165820, 6458, 47009, 68859, 579540, 368638, 906, 22510, 43, 45, NA, 1259740,  X
169, 172.0, 85779, 125720, 35286, 93032, 10418, 1132907, 8171, 50528, 24, 87, NA, 1541841,  X
170, 173.0, 174110, 65118, 83339, 5422, 10973, 299958, 54, 414424, 20, 27, NA, 1053398,  X
171, 174.0, 14904, 96097, 997826, 75636, 73185, 6698, 264115, 135345, 89, 77, NA, 1663806,  X
172, 175.0, 26242, 391365, 96137, 208295, 163299, 162535, 14882, 774372, 26, 76, NA, 1837127,  X
173, 176.0, 414262, 409334, 52611, 50135, 853208, 332016, 61226, 1053582, 39, 6, NA, 3226374,  X
174, 177.1, 36194, 3299, 441571, 343568, 19665, 456280, 155213, 1155, 31, 16, NA, 1456945,  X
175, 178.1, 746040, 736623, 40, 86401, 248218, 260739, 1166237, 944075, 90, 39, NA, 4188373,  X
176, 179.1, 3411, 211375, 58851, 97812, 683553, 596889, 286761, 28545, 42, 67, NA, 1967197,  X
177, 180.1, 117192, 341655, 41731, 1750496, 20, 247501, 9207, 5682, 18, 28, NA, 2513484,  X
178, 181.1, 149536, 1663890, 73, 121146, 234933, 286, 108665, 101, 44, 74, NA, 2278630,  X
179, 182.1, 50529, 36279, 202, 204458, 181266, 158649, 141568, 195420, 29, 27, NA, 968371,  X
180, 183.1, 35762, 1002164, 16000, 145623, 758754, 6460, 411249, 1199933, 41, 21, NA, 3575945,  X
181, 184.1, 50113, 196302, 400677, 12438, 168066, 1409090, 99101, 7404, 89, 88, NA, 2343191,  X
182, 185.2, 136067, 25263, 680072, 348100, 453917, 142934, 3215, 458, 35, 65, NA, 1790026,  X
183, 186.2, 151172, 50297, 38489, 81837, 34400, 1207876, 9492, 711267, 65, 2, NA, 2284830,  X
184, 187.2, 93497, 606174, 434390, 1650633, 83861, 570, 152153, 55820, 25, 82, NA, 3077098,  X
185, 188.2, 23838, 291954, 50883, 354944, 83580, 509607, 1679410, 18025, 8, 91, NA, 3012241,  X
186, 189.2, 10594, 16061, 7165, 56346, 1072813, 497539, 25290, 4158, 41, 8, NA, 1689966,  X
187, 190.2, 453115, 80121, 27432, 159206, 318765, 197059, 260885, 76085, 86, 27, NA, 1572668,  X
188, 191.2, 5419, 2617, 14870, 544978, 22782, 391543, 493463, 67533, 96, 84, NA, 1543205,  X
189, 192.2, 11673, 287511, 123353, 90008, 179572, 108791, 144157, 15528, 50, 3, NA, 960593,  X
190, 193.3, 4368, 51234, 80387, 1141, 28844, 824746, 428313, 118926, 91, 38, NA, 1537959,  X
191, 194.3, 2175, 4645, 115414, 2887, 76903, 82869, 125127, 939176, 39, 97, NA, 1349196,  X
192, 195.3, 1523247, 1036753, 28644, 321642, 409430, 349152, 5814, 195206, 48, 41, NA, 3869888,  X
193, 196.3, 254484, 10627, 227711, 133205, 44763, 83906, 16977, 282227, 41, 25, NA, 1053900,  X
194, 197.3, 479903, 182618, 80256, 365314, 17884, 781351, 9989, 1114629, 53, 99, NA, 3031944,  X
195, 198.3, 10401, 506728, 1388944, 412974, 4181, 13380, 62211, 55950, 4, 83, NA, 2454769,  X
196, 199.3, 859196, 19158, 51399, 1759, 15236, 187010, 161550, 224, 59, 37, NA, 1295532,  X
197, 200.3, 24783, 227462, 921442, 132823, 27215, 320124, 24584, 92723, 44, 77, NA, 1771156,  X
198, 201.4, 1072802, 87213, 174545, 2263, 18059, 438620, 1187099, 141095, 55, 94, NA, 3121696,  X
199, 202.4, 281319, 223314, 3093964, 295, 50663, 50617, 345064, 19509, 43, 46, NA, 4064745,  X
200, 203.4, 1012, 4319, 596525, 74509, 7618, 31878, 229125, 2342, 5, 53, NA, 947328,  X
201, 204.4, 379545, 442900, 898451, 87038, 140145, 2621223, 121513, 30591, 22, 60, NA, 4721406,  X
202, 205.4, 1331391, 291777, 341898, 566842, 1166449, 498, 14384, 138525, 3, 4, NA, 3851764,  X
203, 206.4, 322910, 105811, 2914, 22964, 812644, 454955, 964478, 45722, 86, 37, NA, 2732398,  X
204, 207.4, 4157, 620446, 23912, 1100766, 45841, 36526, 821364, 46257, 100, 35, NA, 2699269,  X
205, 208.4, 15656, 35111, 83697, 93243, 2525, 1257857, 20576, 158573, 46, 66, NA, 1667238,  X
206, 209.5, 91613, 1047952, 204829, 345443, 14666, 372814, 619066, 2, 53, 43, NA, 2696385,  X
207, 210.5, 85054, 74674, 22745, 80628, 679680, 514819, 210370, 29909, 21, 89, NA, 1697879,  X
208, 211.5, 202386, 24562, 111315, 633880, 637592, 195608, 386798, 1576873, 19, 55, NA, 3769014,  X
209, 212.5, 625347, 136940, 295603, 159516, 517836, 2008534, 62307, 876265, 32, 95, NA, 4682348,  X
210, 213.5, 14963, 164548, 109483, 2290, 288834, 770374, 682741, 757669, 97, 57, NA, 2790902,  X
211, 214.5, 110, 333560, 109856, 68576, 119865, 4944, 131452, 8285, 83, 72, NA, 776648,  X
212, 215.5, 1103094, 32560, 1346, 36281, 148949, 431082, 119356, 17375, 75, 32, NA, 1890043,  X
213, 216.5, 25402, 145948, 182221, 1968, 215370, 14376, 665054, 101452, 20, 22, NA, 1351791,  X
214, 217.5, 2440, 146722, 45481, 1, 38131, 1558626, 949872, 27282, 25, 92, NA, 2768555,  X
215, 218.6, 14984, 1359880, 285471, 443794, 359294, 1960816, 541198, 32277, 82, 23, NA, 4997714,  X
216, 219.6, 150492, 918917, 45985, 55932, 156124, 37910, 45767, 13770, 49, 80, NA, 1424897,  X
217, 220.6, 46004, 54894, 181297, 92039, 268461, 438145, 1250478, 491188, 86, 1, NA, 2822506,  X
218, 221.6, 189346, 220719, 58538, 1185970, 18295, 4925, 262610, 103384, 89, 79, NA, 2043787,  X
219, 222.6, 18081, 1530767, 639928, 148210, 722427, 284107, 7957, 59288, 86, 76, NA, 3410765,  X
220, 223.6, 669413, 438103, 151966, 285396, 2, 293790, 8, 387986, 40, 84, NA, 2226664,  X
221, 224.6, 1243, 117475, 4825, 100469, 957363, 247948, 5640, 57183, 24, 61, NA, 1492146,  X
222, 225.6, 11272, 534386, 574512, 291298, 84092, 515371, 306477, 263547, 99, 39, NA, 2580955,  X
223, 226.7, 1096019, 523883, 2212932, 1036068, 74715, 2875, 58213, 602914, 23, 92, NA, 5607619,  X
224, 227.7, 458988, 71501, 50300, 126356, 60046, 137170, 138898, 210808, 26, 3, NA, 1254067,  X
225, 228.7, 2727, 70565, 7267, 670706, 344476, 197727, 106529, 70285, 43, 78, NA, 1470282,  X
226, 229.7, 925820, 172531, 1382920, 294948, 978, 481075, 2337, 350747, 19, 72, NA, 3611356,  X
227, 230.7, 231953, 241446, 1233685, 14577, 45809, 17241, 42351, 397799, 22, 58, NA, 2224861,  X
228, 231.7, 589444, 411157, 22770, 414747, 442390, 1041360, 63473, 69344, 10, 55, NA, 3054685,  X
229, 232.7, 335990, 38275, 12723, 535302, 6872, 73002, 82745, 9781, 92, 38, NA, 1094690,  X
230, 233.7, 747193, 478742, 523620, 562757, 11463, 138160, 474616, 15365, 60, 81, NA, 2951916,  X
231, 234.8, 1140755, 58387, 508090, 10189, 11870, 541956, 58458, 211381, 15, 33, NA, 2541086,  X
232, 235.8, 380848, 994587, 46944, 187, 29544, 336021, 104439, 1915, 97, 54, NA, 1894485,  X
233, 236.8, 618217, 274384, 336627, 1147, 332452, 2045, 12390, 15026, 82, 69, NA, 1592288,  X
234, 237.8, 229295, 79476, 117366, 612, 2178925, 118504, 392902, 100727, 92, 33, NA, 3217807,  X
235, 238.8, 46, 74903, 117696, 351677, 41275, 984620, 330117, 151096, 86, 66, NA, 2051430,  X
236, 239.8, 126288, 35729, 33173, 176921, 34110, 3388, 701382, 672924, 57, 31, NA, 1783915,  X
237, 240.8, 574415, 234932, 186707, 22770, 691244, 338154, 25189, 166249, 43, 77, NA, 2239660,  X
238, 241.8, 5, 165492, 59491, 115206, 58404, 128405, 15737, 377641, 22, 67, NA, 920381,  X
239, 242.9, 215004, 305480, 950147, 1805, 131902, 15855, 167152, 86078, 76, 58, NA, 1873423,  X
240, 243.9, 51341, 412130, 256357, 516167, 61910, 151453, 20748, 246655, 7, 37, NA, 1716761,  X
241, 244.9, 568211, 18630, 404005, 233521, 141188, 541696, 13672, 45257, 24, 16, NA, 1966180,  X
242, 245.9, 573983, 468819, 61441, 248261, 29469, 752034, 5265, 129710, 30, 92, NA, 2268982,  X
243, 246.9, 95875, 330999, 102717, 486787, 340792, 1253312, 258474, 493131, 70, 21, NA, 3362087,  X
244, 247.9, 756, 114877, 662279, 204328, 806544, 8262, 101629, 1145444, 22, 61, NA, 3044119,  X
245, 248.9, 222, 11626, 2777, 10585, 98831, 51626, 19882, 91341, 11, 32, NA, 286890,  X
246, 249.9, 116217, 452616, 360240, 705521, 51619, 6671, 119843, 298514, 57, 20, NA, 2111241,  X
