obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 20099, 16286, 1417522, 274786, 163926, 335273, 181825, 16050, 79, 45, NA, 2425767,  7
2, 3.0, 24886, 177730, 552, 325479, 565026, 372034, 478526, 22762, 46, 74, NA, 1966995,  7
3, 4.0, 146842, 424878, 1033, 67872, 7, 4076, 422815, 165487, 90, 90, NA, 1233010,  7
4, 5.0, 544464, 26737, 938411, 64378, 358264, 1074769, 2739, 223857, 14, 74, NA, 3233619,  7
5, 6.1, 99923, 41579, 33019, 51402, 939674, 139822, 489163, 24644, 68, 74, NA, 1819226,  7
6, 7.1, 613807, 1511467, 653922, 67398, 37730, 43041, 39503, 189840, 14, 47, NA, 3156708,  7
7, 8.1, 243991, 52464, 41813, 163048, 430821, 13503, 678, 7032, 9, 51, NA, 953350,  7
8, 9.1, 186428, 605953, 661851, 6777, 674332, 113639, 104087, 77004, 38, 33, NA, 2430071,  7
9, 10.1, 684, 43594, 189246, 77780, 163333, 136780, 50612, 146243, 70, 85, NA, 808272,  7
10, 11.1, 1278154, 1609148, 282744, 9086, 77636, 664000, 57050, 8302, 12, 10, NA, 3986120,  7
11, 12.1, 177978, 3338, 371409, 15680, 520145, 560914, 7828, 691330, 28, 60, NA, 2348622,  7
12, 13.1, 585055, 7088, 25569, 18405, 507222, 486180, 263192, 99719, 7, 89, NA, 1992430,  7
13, 14.2, 1855, 804530, 18442, 141990, 1206, 155931, 286881, 2339, 23, 44, NA, 1413174,  7
14, 15.2, 222386, 110199, 1528, 344711, 10970, 82902, 1722571, 1490, 92, 15, NA, 2496757,  7
15, 16.2, 95853, 586653, 13149, 22819, 14913, 17087, 2282, 47738, 1, 35, NA, 800494,  7
16, 17.2, 462854, 211085, 206514, 241156, 471894, 1949, 225032, 134261, 68, 16, NA, 1954745,  7
17, 18.2, 633683, 748393, 93198, 375828, 24062, 269909, 623040, 572341, 95, 30, NA, 3340454,  7
18, 19.2, 65834, 444178, 289764, 11543, 282760, 19790, 114915, 517918, 9, 20, NA, 1746702,  7
19, 20.2, 34859, 42927, 322403, 9749, 224755, 487688, 339584, 449105, 70, 62, NA, 1911070,  7
20, 21.3, 4363, 402981, 1676379, 2080, 5828, 149484, 187456, 19628, 49, 42, NA, 2448199,  7
21, 22.3, 310647, 2153794, 256847, 167010, 222210, 5534, 251604, 17557, 90, 11, NA, 3385203,  7
22, 23.3, 109731, 384953, 38673, 666927, 427891, 266166, 241872, 1177944, 3, 7, NA, 3314157,  7
23, 24.3, 14586, 576041, 1478622, 318821, 882402, 618808, 22914, 2767, 33, 12, NA, 3914961,  7
24, 25.3, 26537, 87761, 40, 2623194, 494265, 173272, 37498, 200702, 12, 44, NA, 3643269,  7
25, 26.3, 1782, 742680, 7807, 2787, 3030, 734012, 890799, 377, 78, 84, NA, 2383274,  7
26, 27.3, 4209, 546767, 979489, 3502, 427729, 822, 426369, 465839, 72, 82, NA, 2854726,  7
27, 28.4, 105219, 172505, 5556, 92063, 18863, 1759, 48745, 1509, 92, 48, NA, 446219,  7
28, 29.4, 187757, 60109, 83610, 206464, 269, 13205, 111918, 207968, 19, 6, NA, 871300,  7
29, 30.4, 36376, 117781, 292910, 23148, 1701814, 11752, 4991, 19385, 11, 78, NA, 2208157,  7
30, 31.5, 410647, 565126, 4923, 4735, 1073816, 1387, 995798, 123551, 90, 36, NA, 3179983,  7
31, 32.5, 132818, 270247, 153398, 547814, 14720, 6627, 109182, 108141, 64, 40, NA, 1342947,  7
32, 33.5, 136773, 268918, 138304, 25301, 21504, 1513, 688412, 246641, 19, 34, NA, 1527366,  7
33, 34.5, 1077206, 23074, 605954, 502458, 1460882, 7920, 115326, 2709, 19, 4, NA, 3795529,  7
34, 35.6, 3747, 3355, 31040, 85967, 80617, 10721, 40014, 8036, 54, 36, NA, 263497,  7
35, 36.6, 530247, 315013, 1277, 890148, 1043, 175484, 84206, 35393, 89, 72, NA, 2032811,  7
36, 37.6, 490374, 2217447, 238787, 282067, 358241, 69246, 790763, 76235, 9, 4, NA, 4523160,  7
37, 38.7, 32727, 8516, 132501, 1265, 860105, 180, 210485, 54399, 15, 71, NA, 1300178,  7
38, 39.7, 113259, 554540, 31120, 840568, 566498, 43069, 188739, 59, 2, 44, NA, 2337852,  7
39, 40.7, 857016, 13082, 872867, 457114, 373402, 237560, 125962, 418900, 30, 2, NA, 3355903,  7
40, 41.7, 161330, 131, 558701, 179949, 153095, 124153, 976188, 143133, 38, 33, NA, 2296680,  7
41, 42.7, 2789, 67920, 69203, 1402128, 1143680, 205, 201099, 780421, 49, 57, NA, 3667445,  7
42, 43.8, 906875, 70850, 308012, 13599, 371577, 12687, 700051, 607942, 12, 91, NA, 2991593,  7
43, 44.8, 1093037, 8533, 4541, 9405, 546649, 271721, 441970, 214775, 92, 20, NA, 2590631,  7
44, 45.8, 6294, 25314, 1714, 147240, 147743, 380888, 464, 579318, 73, 78, NA, 1288975,  7
45, 46.8, 7905, 459820, 692552, 358179, 74817, 77580, 143868, 65450, 91, 7, NA, 1880171,  7
46, 47.8, 121123, 167670, 122687, 11, 383731, 14740, 327424, 96376, 74, 23, NA, 1233762,  7
47, 48.8, 675, 85249, 363878, 95798, 178132, 65724, 40809, 317470, 42, 57, NA, 1147735,  7
48, 49.8, 173057, 12026, 31007, 170605, 792878, 100592, 153178, 24975, 17, 88, NA, 1458318,  7
49, 50.9, 313380, 158172, 173374, 1459385, 136353, 8106, 452752, 4131, 49, 84, NA, 2705653,  7
50, 51.9, 21521, 292977, 1134470, 1488537, 62114, 288716, 1895656, 550523, 93, 54, NA, 5734514,  7
51, 52.9, 74882, 486, 589504, 470531, 50043, 104536, 87941, 3, 25, 64, NA, 1377926,  7
52, 53.9, 53582, 3320, 1529965, 0, 28617, 54854, 1015021, 376280, 9, 21, NA, 3061639,  7
53, 54.9, 368341, 481732, 3712, 6183, 701075, 467367, 21121, 363400, 92, 53, NA, 2412931,  7
54, 55.9, 49348, 859378, 101917, 136369, 291571, 560885, 723078, 592926, 59, 40, NA, 3315472,  7
55, 56.9, 130731, 310455, 14035, 22362, 452528, 21891, 69061, 83903, 57, 69, NA, 1104966,  7
56, 57.9, 1559, 1199077, 1890, 36925, 332473, 102159, 445804, 306572, 29, 51, NA, 2426459,  7
57, 59.0, 5172, 147960, 652373, 143458, 2259, 12333, 41798, 557072, 74, 88, NA, 1562425,  7
58, 60.0, 302119, 48925, 983805, 458326, 770100, 92379, 574213, 1089170, 92, 51, NA, 4319037,  7
59, 61.0, 16122, 508334, 6865, 1419492, 255886, 5419, 1203635, 510965, 82, 17, NA, 3926718,  7
60, 62.0, 142918, 1137, 46727, 41935, 1221732, 20476, 69102, 630385, 72, 40, NA, 2174412,  7
61, 63.0, 100268, 378059, 71623, 244963, 1114327, 208764, 208551, 8649, 58, 58, NA, 2335204,  7
62, 64.0, 2873, 71474, 164658, 10155, 104565, 35636, 156393, 627673, 12, 24, NA, 1173427,  7
63, 65.0, 74342, 167513, 27989, 580979, 420939, 137943, 63130, 1530262, 19, 24, NA, 3003097,  7
64, 66.0, 8384, 74944, 1847, 47971, 63627, 399305, 1424, 379846, 28, 68, NA, 977348,  7
65, 67.0, 74306, 28499, 110449, 664243, 200502, 129709, 1168, 978179, 27, 64, NA, 2187055,  7
66, 68.1, 205821, 1810831, 14659, 595925, 152817, 501017, 11065, 164301, 87, 85, NA, 3456436,  7
