obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
39, 40.4, 432143, 353406, 983, 109245, 643863, 20516, 772974, 268260, 6, 92, NA, 2601390,  4
40, 41.4, 802853, 486053, 37701, 851, 738801, 43924, 17735, 2705, 92, 69, NA, 2130623,  4
41, 42.5, 59915, 183825, 647767, 2322404, 59785, 100538, 104215, 5123, 62, 82, NA, 3483572,  4
42, 43.5, 111258, 303267, 296878, 241091, 499621, 134905, 384088, 6148, 91, 69, NA, 1977256,  4
43, 44.5, 260667, 40255, 147935, 362172, 686118, 527105, 382, 192826, 70, 71, NA, 2217460,  4
44, 45.5, 30540, 518736, 7180, 473107, 205, 211511, 420499, 1031024, 47, 98, NA, 2692802,  4
45, 46.5, 286430, 1685779, 506879, 12078, 48976, 602389, 499569, 2128811, 71, 94, NA, 5770911,  4
46, 47.5, 258633, 721589, 180911, 1631446, 7610, 378949, 229770, 6434, 2, 41, NA, 3415342,  4
47, 48.5, 111098, 62443, 132586, 615677, 430532, 1062008, 138331, 189083, 78, 35, NA, 2741758,  4
48, 49.5, 109887, 127591, 117564, 778587, 66206, 15349, 471355, 32202, 50, 84, NA, 1718741,  4
49, 50.5, 8495, 117916, 2002385, 3465101, 1150984, 11723, 153793, 29825, 84, 64, NA, 6940222,  4
50, 51.6, 583770, 65099, 233593, 180145, 33041, 1613, 20767, 249581, 94, 27, NA, 1367609,  4
51, 52.6, 155581, 10355, 37917, 1770, 358826, 817, 167, 146303, 41, 35, NA, 711736,  4
52, 53.6, 763067, 79390, 1077018, 524888, 156775, 369118, 1278522, 329034, 42, 5, NA, 4577812,  4
53, 54.6, 720721, 672, 246396, 3532, 59185, 520193, 176467, 842, 63, 21, NA, 1728008,  4
54, 55.6, 99615, 89479, 88273, 43154, 105569, 5267, 109, 313496, 95, 19, NA, 744962,  4
55, 56.6, 161768, 808752, 184382, 502169, 1, 30817, 30939, 250093, 26, 99, NA, 1968921,  4
56, 57.6, 457248, 318679, 960356, 1206645, 1544, 418589, 2349, 14131, 23, 36, NA, 3379541,  4
57, 58.6, 1155859, 2443, 509008, 113195, 1, 451, 65838, 71228, 32, 26, NA, 1918023,  4
58, 59.7, 48889, 1000023, 1664569, 897514, 505921, 4260, 45160, 60572, 18, 97, NA, 4226908,  4
59, 60.7, 111424, 647063, 103595, 3459, 4005, 1194655, 81979, 19, 91, 66, NA, 2146199,  4
60, 61.7, 364402, 42429, 96678, 259991, 34722, 650519, 601793, 398104, 44, 87, NA, 2448638,  4
61, 62.7, 14902, 3540, 2428, 36897, 833951, 35012, 395735, 477046, 11, 78, NA, 1799511,  4
62, 63.7, 103743, 199282, 482806, 9827, 26088, 18742, 747145, 359033, 59, 100, NA, 1946666,  4
63, 64.7, 54941, 264021, 16479, 1777977, 164862, 936582, 874117, 412867, 4, 31, NA, 4501846,  4
64, 65.7, 1009596, 168014, 672368, 2150091, 91303, 262332, 59711, 12391, 38, 46, NA, 4425806,  4
65, 66.7, 28630, 1482646, 117579, 88351, 674659, 580712, 23064, 207097, 64, 86, NA, 3202738,  4
66, 67.7, 530575, 216475, 470757, 1247, 471870, 76012, 33788, 48276, 62, 56, NA, 1849000,  4
67, 68.8, 3783, 17127, 11905, 36397, 226120, 217321, 21591, 19246, 4, 14, NA, 553490,  4
68, 69.8, 1208816, 635176, 5065, 868537, 2590, 657847, 22314, 26821, 93, 13, NA, 3427166,  4
69, 70.8, 388411, 438501, 107330, 36713, 775, 5012, 17, 201541, 93, 90, NA, 1178300,  4
70, 71.8, 233581, 76927, 25684, 92448, 196109, 36048, 18357, 404204, 67, 67, NA, 1083358,  4
71, 72.8, 165423, 645405, 1067, 119981, 247518, 347816, 186707, 8978, 81, 33, NA, 1722895,  4
72, 73.8, 201026, 214905, 230075, 64927, 221869, 104270, 1244065, 8997, 64, 58, NA, 2290134,  4
73, 74.8, 3292, 10460, 886753, 1090804, 100640, 181000, 40497, 749201, 8, 32, NA, 3062647,  4
74, 75.8, 993613, 766702, 24838, 183959, 58176, 772427, 20190, 26299, 38, 33, NA, 2846204,  4
75, 76.8, 109457, 1256681, 107461, 346700, 100593, 29038, 0, 31734, 86, 85, NA, 1981664,  4
76, 77.9, 35407, 44872, 32181, 549079, 1316, 324932, 12338, 303273, 39, 95, NA, 1303398,  4
77, 78.9, 297866, 1094083, 22369, 664235, 49808, 251452, 843112, 91950, 11, 92, NA, 3314875,  4
78, 79.9, 141399, 520393, 385524, 47436, 88098, 945300, 1545401, 279146, 84, 95, NA, 3952697,  4
79, 80.9, 7304, 355900, 56285, 372476, 12745, 24764, 469763, 33792, 92, 62, NA, 1333029,  4
80, 81.9, 234, 91, 409338, 980645, 66462, 13250, 246042, 1489726, 61, 7, NA, 3205788,  4
81, 82.9, 165583, 48795, 136957, 968346, 1349334, 707125, 18678, 704, 72, 85, NA, 3395522,  4
82, 83.9, 1245474, 306689, 1171837, 462, 290, 1452764, 58922, 201064, 27, 33, NA, 4437502,  4
83, 84.9, 168728, 46405, 64949, 863740, 284812, 18553, 692819, 2105612, 70, 84, NA, 4245618,  4
84, 86.0, 374529, 429515, 837984, 645404, 1322493, 13761, 166748, 223052, 30, 89, NA, 4013486,  4
85, 87.0, 294233, 75846, 9046, 126344, 536507, 324136, 122029, 88148, 37, 8, NA, 1576289,  4
86, 88.0, 2944, 169817, 521484, 58991, 6002, 320, 39618, 331764, 70, 3, NA, 1130940,  4
87, 89.0, 23638, 582226, 1327035, 746883, 668357, 413908, 58465, 8584, 9, 33, NA, 3829096,  4
88, 90.0, 507441, 249898, 21243, 7394, 157672, 315, 1752660, 305913, 78, 15, NA, 3002536,  4
89, 91.0, 83029, 41742, 263158, 894, 351884, 535973, 47263, 65759, 91, 84, NA, 1389702,  4
90, 92.0, 90342, 1085121, 2001, 367612, 408644, 183688, 166602, 20098, 18, 89, NA, 2324108,  4
91, 93.0, 281834, 273669, 131863, 379679, 924524, 208337, 2958, 129185, 8, 41, NA, 2332049,  4
92, 94.0, 1721444, 242272, 238, 709173, 138057, 1100, 429563, 168006, 60, 55, NA, 3409853,  4
93, 95.1, 293716, 634, 45486, 102365, 3302, 401683, 47410, 53513, 55, 52, NA, 948109,  4
94, 96.1, 163763, 3722, 10564, 63992, 473541, 102280, 3, 551258, 33, 96, NA, 1369123,  4
95, 97.1, 982, 682, 62613, 138607, 45096, 18796, 31377, 215538, 93, 51, NA, 513691,  4
96, 98.1, 77676, 260746, 202894, 897213, 178274, 1349, 493389, 185367, 74, 4, NA, 2296908,  4
97, 99.1, 343394, 1850284, 145269, 87565, 747553, 65538, 95, 149682, 45, 45, NA, 3389380,  4
98, 100.1, 220774, 68374, 21804, 836446, 52722, 196275, 4509, 415259, 70, 62, NA, 1816163,  4
99, 101.1, 20422, 950314, 33702, 236600, 95585, 795464, 27772, 574831, 51, 83, NA, 2734690,  4
100, 102.1, 684477, 452486, 248278, 412061, 440573, 913888, 31857, 8319, 43, 92, NA, 3191939,  4
101, 103.1, 19506, 895, 156815, 6577, 211639, 202339, 6, 3228, 48, 35, NA, 601005,  4
102, 104.2, 821273, 349988, 76437, 225783, 11870, 534615, 46, 65945, 93, 53, NA, 2085957,  4
103, 105.2, 53897, 129207, 17430, 243261, 2588, 3634, 539538, 118381, 73, 65, NA, 1107936,  4
104, 106.2, 322006, 1406459, 515083, 188840, 499362, 1639770, 79466, 113475, 66, 34, NA, 4764461,  4
105, 107.2, 10199, 6195, 3330, 802213, 629883, 61233, 17002, 65110, 6, 29, NA, 1595165,  4
106, 108.2, 251142, 882, 1386, 11617, 669126, 1703, 811183, 1156597, 92, 75, NA, 2903636,  4
107, 109.2, 1813, 248811, 134714, 1522882, 647464, 3692, 402415, 58554, 53, 54, NA, 3020345,  4
108, 110.2, 37951, 943305, 208312, 6218, 1991222, 177616, 143078, 26, 43, 61, NA, 3507728,  4
109, 111.2, 17615, 218989, 453104, 387761, 783179, 127053, 1266028, 25049, 18, 87, NA, 3278778,  4
110, 112.3, 184491, 1320, 31783, 294890, 1388153, 825861, 691, 543134, 83, 69, NA, 3270323,  4
111, 113.3, 44507, 128412, 212417, 806747, 293684, 125106, 628943, 180212, 34, 60, NA, 2420028,  4
112, 114.3, 2594, 501895, 115553, 776396, 108871, 57867, 289903, 519426, 74, 81, NA, 2372505,  4
113, 115.3, 811900, 1489, 22083, 16119, 55138, 258055, 819066, 1084373, 53, 85, NA, 3068223,  4
114, 116.3, 598088, 1061, 6084, 942247, 17025, 312155, 206197, 231270, 53, 55, NA, 2314127,  4
115, 117.3, 553304, 1181706, 6841, 11563, 1337984, 728079, 270208, 85786, 92, 55, NA, 4175471,  4
116, 118.3, 1525213, 1539915, 82912, 271949, 28056, 11972, 653296, 113381, 39, 76, NA, 4226694,  4
117, 119.3, 295, 104041, 801902, 27712, 432051, 102724, 2322, 93184, 86, 30, NA, 1564231,  4
118, 120.3, 344917, 1724, 240466, 98138, 166171, 800750, 18019, 24979, 83, 92, NA, 1695164,  4
119, 121.4, 11560, 157831, 152264, 19520, 378255, 33518, 476681, 571873, 14, 22, NA, 1801502,  4
120, 122.4, 129435, 67706, 22437, 1045416, 115254, 301294, 2732, 231022, 20, 34, NA, 1915296,  4
121, 123.4, 45357, 5206, 837754, 250114, 8936, 405530, 92363, 57026, 74, 5, NA, 1702286,  4
122, 124.4, 96378, 380006, 725, 269749, 112587, 87861, 441621, 16816, 18, 61, NA, 1405743,  4
123, 125.4, 575391, 135323, 1136975, 103855, 266847, 423052, 34877, 83720, 63, 29, NA, 2760040,  4
124, 126.4, 75380, 151128, 40112, 689812, 438189, 7, 38192, 244644, 80, 97, NA, 1677464,  4
125, 127.4, 1053, 12762, 667092, 115735, 27015, 71644, 1369553, 350699, 87, 64, NA, 2615553,  4
126, 128.4, 1087, 102031, 570085, 3900, 436211, 185034, 1181413, 503511, 12, 64, NA, 2983272,  4
127, 129.4, 49606, 433267, 1778664, 37434, 1200109, 224249, 404078, 84, 35, 27, NA, 4127491,  4
128, 130.5, 1198613, 4586, 763352, 283974, 767950, 3251, 894598, 101936, 73, 81, NA, 4018260,  4
129, 131.5, 73001, 183353, 70396, 467822, 10, 167958, 14182, 423636, 67, 34, NA, 1400358,  4
130, 132.5, 9, 24293, 89357, 52236, 12150, 45587, 129802, 17673, 64, 30, NA, 371107,  4
131, 133.5, 1097, 550, 141957, 125485, 31283, 78373, 13658, 250056, 96, 73, NA, 642459,  4
132, 134.5, 605, 34461, 241876, 15243, 335199, 587493, 12039, 5913, 36, 16, NA, 1232829,  4
133, 135.5, 115347, 183641, 255861, 327977, 66790, 6168, 89, 296244, 24, 16, NA, 1252117,  4
134, 136.5, 196002, 5983, 711064, 295859, 230809, 396783, 681508, 888, 87, 4, NA, 2518896,  4
135, 137.5, 2141720, 38491, 164831, 261515, 26557, 412831, 159774, 950257, 30, 62, NA, 4155976,  4
136, 138.6, 634959, 3019, 41837, 47868, 131818, 899228, 96544, 224375, 24, 9, NA, 2079648,  4
137, 139.6, 15846, 153682, 134729, 13470, 19618, 303918, 182539, 123657, 29, 2, NA, 947459,  4
138, 140.6, 9838, 78447, 1738195, 10242, 1020136, 699211, 73681, 285157, 28, 55, NA, 3914907,  4
139, 141.6, 307831, 99395, 99684, 121436, 389440, 401579, 471278, 168565, 16, 72, NA, 2059208,  4
140, 142.6, 936228, 59765, 174590, 37700, 735178, 547909, 61770, 202746, 67, 15, NA, 2755886,  4
141, 143.6, 899308, 20269, 90036, 73468, 22648, 51569, 75451, 94264, 92, 3, NA, 1327013,  4
142, 144.6, 36, 132322, 25461, 100289, 1753429, 26230, 211080, 721033, 90, 40, NA, 2969880,  4
143, 145.6, 2330593, 109958, 424857, 247384, 266700, 49846, 309762, 1476768, 98, 66, NA, 5215868,  4
144, 146.6, 4772, 74174, 413487, 3837, 70125, 367124, 598212, 387077, 67, 76, NA, 1918808,  4
145, 147.7, 572733, 34660, 351218, 741970, 39138, 48796, 119140, 35706, 2, 38, NA, 1943361,  4
146, 148.7, 336947, 36577, 164529, 951111, 26360, 494978, 23556, 998970, 27, 25, NA, 3033028,  4
147, 149.7, 5847, 484602, 330889, 127830, 810412, 2704, 940, 143311, 90, 48, NA, 1906535,  4
148, 150.7, 184316, 1101025, 120377, 194969, 162533, 834176, 200214, 65365, 65, 55, NA, 2862975,  4
149, 151.7, 31111, 1515, 916572, 24283, 271315, 22, 2052677, 1117529, 20, 33, NA, 4415024,  4
150, 152.7, 165736, 22955, 1355980, 641883, 30753, 339049, 16217, 719753, 75, 15, NA, 3292326,  4
151, 153.7, 33115, 637, 95875, 2867251, 435851, 222070, 423, 1259768, 34, 59, NA, 4914990,  4
152, 154.7, 63813, 43318, 208008, 775, 726787, 1004338, 795449, 41, 91, 11, NA, 2842529,  4
153, 155.7, 91806, 67117, 1574692, 128, 479784, 47885, 318, 741494, 44, 86, NA, 3003224,  4
154, 156.8, 196739, 20282, 216199, 2126574, 19212, 281869, 162512, 21158, 85, 76, NA, 3044545,  4
155, 157.8, 490743, 74363, 245203, 198283, 204245, 83305, 47551, 160907, 50, 53, NA, 1504600,  4
156, 158.8, 39673, 1245991, 386456, 42089, 15937, 325897, 24739, 1634, 33, 12, NA, 2082416,  4
157, 159.8, 1516536, 104328, 518716, 146955, 326405, 41374, 2827, 191112, 32, 42, NA, 2848253,  4
158, 160.8, 164, 7, 33254, 695953, 4503, 1066135, 145289, 951317, 7, 34, NA, 2896622,  4
159, 161.8, 103706, 1770927, 264691, 49196, 1041860, 73027, 212422, 188292, 76, 84, NA, 3704121,  4
160, 162.8, 23761, 700405, 3075929, 550266, 187058, 124945, 41453, 399694, 88, 94, NA, 5103511,  4
161, 163.8, 119484, 583136, 256657, 27, 132775, 451844, 72996, 26966, 5, 54, NA, 1643885,  4
162, 164.9, 153111, 431025, 2535, 57099, 35582, 24016, 406343, 330093, 93, 33, NA, 1439804,  4
163, 165.9, 121174, 24099, 22, 9058, 9335, 260005, 9615, 51722, 78, 42, NA, 485030,  4
164, 166.9, 24666, 240739, 179695, 501053, 294443, 84576, 1054855, 129497, 87, 14, NA, 2509524,  4
165, 167.9, 76686, 127482, 152258, 124258, 982228, 44040, 21675, 329108, 21, 89, NA, 1857735,  4
166, 168.9, 68094, 2485, 111865, 65314, 24608, 102344, 76478, 14494, 32, 37, NA, 465682,  4
167, 169.9, 135236, 32896, 50427, 111004, 373077, 406660, 739, 133427, 77, 72, NA, 1243466,  4
168, 170.9, 112220, 30212, 1689, 124399, 1203309, 263751, 137103, 221019, 40, 53, NA, 2093702,  4
169, 171.9, 1124877, 403, 620171, 54626, 531115, 138161, 234983, 14280, 83, 71, NA, 2718616,  4
170, 173.0, 14787, 166528, 3296, 12056, 1042905, 224932, 1645926, 50829, 47, 50, NA, 3161259,  4
171, 174.0, 61774, 492314, 559061, 116261, 33790, 219579, 506095, 46627, 68, 87, NA, 2035501,  4
172, 175.0, 2770, 1992, 185838, 188682, 682531, 11566, 602388, 193415, 22, 24, NA, 1869182,  4
173, 176.0, 303461, 359570, 41173, 35259, 186432, 83918, 1237, 2330979, 25, 49, NA, 3342029,  4
174, 177.0, 2228928, 57945, 119164, 633462, 454431, 525734, 6658, 321243, 26, 57, NA, 4347565,  4
175, 178.0, 52786, 734225, 8880, 458675, 12415, 333396, 125, 33290, 33, 100, NA, 1633792,  4
176, 179.0, 151501, 80923, 786214, 120400, 771, 217287, 828079, 64944, 5, 83, NA, 2250119,  4
177, 180.0, 188136, 844997, 48719, 8512, 235310, 11493, 1669, 45448, 96, 68, NA, 1384284,  4
178, 181.0, 783026, 970145, 43345, 195038, 78266, 582851, 290396, 112451, 73, 93, NA, 3055518,  4
179, 182.1, 28924, 977751, 125033, 465980, 28230, 173018, 203506, 58498, 19, 81, NA, 2060940,  4
180, 183.1, 80107, 128411, 238912, 5589, 157216, 157883, 346424, 1337070, 84, 89, NA, 2451612,  4
181, 184.1, 70973, 25874, 20946, 338304, 1054685, 62756, 3395, 373942, 41, 64, NA, 1950875,  4
182, 185.1, 355630, 464288, 47715, 890687, 18798, 409153, 127165, 605, 96, 27, NA, 2314041,  4
183, 186.1, 791218, 874, 286854, 45066, 416261, 279400, 4617, 60449, 39, 100, NA, 1884739,  4
184, 187.1, 388840, 486276, 260999, 16799, 2353, 291939, 1807984, 158944, 63, 31, NA, 3414134,  4
185, 188.1, 13634, 90699, 296829, 367186, 377754, 175661, 633215, 94392, 9, 63, NA, 2049370,  4
186, 189.1, 27671, 26260, 320438, 434985, 2907, 257347, 233503, 99845, 77, 43, NA, 1402956,  4
187, 190.2, 279047, 83752, 1917962, 10515, 12005, 411168, 103266, 129277, 18, 94, NA, 2946992,  4
188, 191.2, 147452, 572714, 276946, 541749, 1467831, 811097, 341723, 58210, 23, 74, NA, 4217722,  4
189, 192.2, 88420, 24826, 250922, 12433, 56884, 255866, 1152709, 95167, 67, 66, NA, 1937227,  4
190, 193.2, 1818616, 3179, 78005, 11645, 180555, 1973, 161538, 79575, 10, 37, NA, 2335086,  4
191, 194.2, 3469, 128036, 258107, 4247, 750396, 6324, 610787, 61835, 39, 96, NA, 1823201,  4
192, 195.2, 5578, 1693, 384190, 2456, 794, 888061, 914437, 284009, 63, 18, NA, 2481218,  4
193, 196.2, 95688, 60801, 1004484, 3561458, 119266, 212503, 291498, 1958413, 48, 74, NA, 7304111,  4
194, 197.2, 450535, 79033, 6180, 97698, 152827, 2810, 19026, 125115, 11, 12, NA, 933224,  4
195, 198.2, 622929, 270611, 158207, 1428932, 190863, 360982, 1078, 404600, 85, 82, NA, 3438202,  4
196, 199.3, 599698, 392178, 28756, 360347, 982418, 504348, 40675, 177049, 99, 12, NA, 3085469,  4
197, 200.3, 414433, 8522, 41300, 1241, 251930, 202102, 1161, 1511991, 1, 22, NA, 2432680,  4
198, 201.3, 151410, 151385, 158698, 406930, 574024, 606681, 571742, 607980, 44, 4, NA, 3228850,  4
199, 202.3, 196818, 9519, 256390, 66730, 66081, 1768890, 198196, 1913322, 14, 19, NA, 4475946,  4
200, 203.3, 130568, 32769, 3100618, 46512, 116153, 406113, 225629, 7048, 24, 39, NA, 4065410,  4
201, 204.3, 561624, 21780, 289419, 713, 115017, 425187, 239852, 653875, 40, 8, NA, 2307467,  4
202, 205.3, 505, 291217, 844270, 7791, 20733, 105471, 43019, 359448, 100, 48, NA, 1672454,  4
203, 206.3, 119030, 18849, 104, 202156, 8106, 14998, 1328817, 15, 26, 75, NA, 1692075,  4
204, 207.3, 8819, 451950, 93533, 602195, 672934, 322281, 551610, 59571, 8, 24, NA, 2762893,  4
205, 208.4, 709049, 236888, 198744, 273356, 205966, 144543, 1998796, 486127, 88, 96, NA, 4253469,  4
206, 209.4, 7361, 2060, 26933, 197385, 230475, 15704, 215927, 35804, 37, 62, NA, 731649,  4
207, 210.4, 519587, 349735, 73299, 409471, 127085, 64216, 55708, 17764, 76, 57, NA, 1616865,  4
208, 211.4, 177931, 126873, 16724, 92706, 28955, 233166, 73113, 90716, 41, 73, NA, 840184,  4
209, 212.4, 191036, 389382, 44760, 146833, 7800, 309177, 418435, 300626, 56, 25, NA, 1808049,  4
210, 213.4, 22777, 13238, 600557, 15, 30366, 1034661, 217487, 72902, 38, 89, NA, 1992003,  4
211, 214.4, 1001897, 290870, 2249, 11877, 296, 10306, 13466, 200279, 81, 52, NA, 1531240,  4
212, 215.4, 128797, 386696, 263854, 54646, 338814, 32667, 66361, 428257, 8, 23, NA, 1700092,  4
213, 216.5, 123029, 69430, 49684, 142339, 1106601, 29062, 363038, 71920, 55, 28, NA, 1955103,  4
214, 217.5, 385620, 177097, 148371, 849469, 715621, 356770, 45781, 25940, 79, 55, NA, 2704669,  4
215, 218.5, 281533, 87960, 1, 278616, 399486, 4635, 170740, 12473, 30, 23, NA, 1235444,  4
216, 219.5, 59494, 363210, 329281, 106668, 79414, 269354, 1198969, 80072, 100, 79, NA, 2486462,  4
217, 220.5, 189927, 2252424, 217946, 178503, 1161763, 18483, 4237, 764594, 70, 73, NA, 4787877,  4
218, 221.5, 526845, 648351, 58864, 278525, 2201847, 288822, 17552, 121118, 36, 51, NA, 4141924,  4
219, 222.5, 967488, 16066, 1043077, 108748, 300377, 374814, 4485, 207216, 21, 58, NA, 3022271,  4
220, 223.5, 167589, 64845, 20719, 540316, 109302, 680495, 52361, 1099781, 53, 46, NA, 2735408,  4
221, 224.5, 18836, 118205, 90, 902208, 141294, 672485, 6387, 261549, 55, 49, NA, 2121054,  4
222, 225.6, 123587, 138443, 304940, 71817, 117120, 113295, 20926, 35515, 26, 62, NA, 925643,  4
223, 226.6, 589, 136800, 1013269, 15283, 142888, 86058, 64550, 99953, 14, 65, NA, 1559390,  4
224, 227.6, 1072, 936619, 53702, 537189, 25467, 8247, 116264, 529947, 91, 55, NA, 2208507,  4
225, 228.6, 77753, 146385, 513981, 326219, 4910, 419026, 1262193, 1484691, 29, 74, NA, 4235158,  4
226, 229.6, 74175, 810062, 294011, 171415, 49582, 384173, 402233, 82884, 80, 39, NA, 2268535,  4
227, 230.6, 7421, 11165, 53561, 552910, 270981, 292813, 896, 12097, 23, 97, NA, 1201844,  4
228, 231.6, 546561, 932, 4471, 60782, 288662, 380154, 79313, 379531, 37, 74, NA, 1740406,  4
229, 232.6, 58734, 577355, 87761, 29933, 9095, 348892, 11055, 591198, 96, 13, NA, 1714023,  4
230, 233.7, 457434, 31208, 12547, 2566, 129903, 390129, 1024207, 856111, 85, 81, NA, 2904105,  4
231, 234.7, 126616, 82443, 118860, 192623, 366514, 56561, 244827, 38044, 46, 100, NA, 1226488,  4
232, 235.7, 3000, 76743, 472960, 307034, 1308659, 529269, 19921, 973890, 15, 79, NA, 3691476,  4
233, 236.7, 76748, 79849, 1489, 63533, 588514, 1303173, 170648, 99116, 76, 29, NA, 2383070,  4
234, 237.7, 480868, 29446, 225156, 600551, 1918527, 1034272, 133826, 58038, 11, 1, NA, 4480684,  4
235, 238.7, 202260, 102085, 657911, 17884, 222883, 190215, 546546, 261986, 88, 82, NA, 2201770,  4
236, 239.7, 1762985, 675979, 860991, 236400, 24632, 495076, 178199, 161301, 99, 18, NA, 4395563,  4
237, 240.7, 17184, 489586, 17191, 118972, 289501, 38903, 1500557, 125969, 7, 42, NA, 2597863,  4
238, 241.7, 40737, 33582, 26840, 205162, 316186, 345674, 3558, 49682, 23, 42, NA, 1021421,  4
239, 242.8, 234225, 1379502, 11975, 42019, 31238, 1283451, 1269901, 337577, 7, 58, NA, 4589888,  4
240, 243.8, 226884, 1591686, 81778, 95959, 285423, 481595, 6138, 716449, 36, 41, NA, 3485912,  4
241, 244.8, 4743, 8469, 314760, 14712, 7514, 119, 549072, 396645, 36, 100, NA, 1296034,  4
242, 245.8, 447941, 64287, 12516, 59, 111183, 238148, 152005, 570807, 96, 56, NA, 1596946,  4
243, 246.8, 160969, 233050, 199177, 44508, 333546, 2249025, 30962, 172101, 30, 2, NA, 3423338,  4
244, 247.8, 47419, 4025, 28219, 1119, 839447, 6830, 734504, 30074, 95, 64, NA, 1691637,  4
245, 248.8, 41546, 9159, 385296, 43285, 94793, 215894, 121846, 1400140, 57, 2, NA, 2311959,  4
246, 249.8, 82788, 8183, 606829, 1222170, 496584, 138689, 2086030, 120, 79, 75, NA, 4641393,  4
