obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
32, 34.2, 637385, 188, 8044, 537838, 500278, 156154, 540658, 502223, 1, 38, NA, 2882768,  a*
33, 35.2, 3072, 39272, 12, 399455, 63577, 616867, 1706, 174212, 49, 83, NA, 1298173,  a*
34, 36.3, 1249852, 18013, 357625, 24609, 25243, 1171, 3814, 5046, 47, 30, NA, 1685373,  a*
35, 37.3, 216123, 347983, 186776, 853, 812, 750626, 160968, 200410, 79, 26, NA, 1864551,  a*
36, 38.3, 131016, 406309, 8918, 531223, 9638, 405987, 43474, 34848, 14, 42, NA, 1571413,  a*
37, 39.4, 507469, 380502, 12031, 668640, 175630, 3570072, 789188, 952064, 85, 10, NA, 7055596,  a*
38, 40.4, 10048, 89561, 163082, 26424, 8242, 1000829, 315225, 8115, 80, 52, NA, 1621526,  a*
39, 41.5, 112654, 258708, 278044, 62332, 191048, 128488, 89112, 34207, 57, 20, NA, 1154593,  a*
40, 42.5, 1, 132896, 4307, 26647, 7836, 72230, 2920, 7692, 54, 3, NA, 254529,  a*
41, 43.5, 18032, 6278, 216367, 30329, 1320, 491662, 1688127, 346545, 37, 81, NA, 2798660,  a*
42, 44.6, 11046, 456, 29368, 178128, 236659, 314993, 24922, 403403, 87, 53, NA, 1198975,  a*
43, 45.6, 386138, 80631, 23185, 19406, 852798, 159673, 7954, 210039, 81, 59, NA, 1739824,  a*
44, 46.6, 446049, 51699, 343837, 351452, 154367, 8864, 67826, 171, 51, 50, NA, 1424265,  a*
45, 47.6, 516928, 1155933, 5884, 1149456, 2476301, 375034, 2125, 185225, 60, 78, NA, 5866886,  a*
46, 48.7, 550480, 469991, 1531430, 220153, 324746, 20, 6922, 173920, 75, 57, NA, 3277662,  a*
47, 49.7, 384703, 340547, 535265, 921456, 25395, 205730, 45211, 105955, 62, 76, NA, 2564262,  a*
48, 50.7, 1020989, 705752, 178064, 221011, 1439, 15295, 35482, 38047, 32, 36, NA, 2216079,  a*
49, 51.8, 643838, 19250, 28301, 20012, 246208, 2298, 749910, 178130, 94, 48, NA, 1887947,  a*
50, 52.8, 427544, 2184, 4, 34085, 23306, 651809, 1363353, 54398, 82, 37, NA, 2556683,  a*
51, 53.8, 378199, 500282, 25482, 114244, 7009, 10373, 123600, 17801, 68, 15, NA, 1176990,  a*
52, 54.9, 515116, 244478, 315463, 551320, 2511, 207897, 634946, 1777829, 38, 29, NA, 4249560,  a*
53, 55.9, 199474, 13058, 269926, 45201, 981, 394974, 169872, 0, 15, 48, NA, 1093486,  a*
54, 56.9, 1603, 355744, 433693, 1068817, 1585701, 3071, 5044, 187059, 13, 11, NA, 3640732,  a*
55, 58.0, 562422, 447780, 31657, 360437, 138104, 679378, 1193439, 10000, 51, 86, NA, 3423217,  a*
56, 59.0, 203164, 89628, 107564, 1757989, 210805, 13164, 1798, 4670, 12, 42, NA, 2388782,  a*
57, 60.1, 9581, 25243, 347422, 81331, 420472, 875177, 132541, 356474, 47, 55, NA, 2248241,  a*
58, 61.1, 2480925, 598580, 321450, 22076, 640407, 171309, 555118, 198874, 20, 3, NA, 4988739,  a*
59, 62.1, 215030, 363, 84265, 39234, 9606, 16, 954746, 264438, 48, 27, NA, 1567698,  a*
60, 63.2, 856638, 146243, 427590, 70073, 941114, 532094, 1509180, 248353, 18, 77, NA, 4731285,  a*
61, 64.2, 1543, 89427, 18389, 1142094, 8060, 342649, 34962, 150335, 15, 56, NA, 1787459,  a*
62, 65.2, 29705, 467137, 8560, 758949, 159108, 119490, 337213, 451346, 98, 47, NA, 2331508,  a*
63, 66.3, 341063, 17619, 51672, 409157, 18068, 438372, 99593, 2212061, 53, 56, NA, 3587605,  a*
64, 67.3, 44356, 127410, 33883, 47527, 212933, 274804, 15974, 23581, 91, 95, NA, 780468,  a*
65, 68.3, 183512, 152, 16187, 1156419, 279690, 59275, 103639, 413605, 22, 93, NA, 2212479,  a*
66, 69.3, 235858, 275720, 139179, 103836, 91592, 5681, 601457, 41377, 99, 21, NA, 1494700,  a*
67, 70.4, 13521, 1002134, 53222, 1538, 29933, 49873, 443435, 4983, 1, 12, NA, 1598639,  a*
68, 71.4, 275946, 42270, 694054, 743726, 165960, 108486, 423254, 40457, 5, 66, NA, 2494153,  a*
69, 72.4, 39085, 863192, 2201, 776660, 101777, 110790, 152389, 13595, 72, 10, NA, 2059689,  a*
70, 73.4, 347053, 149961, 315225, 69708, 319888, 1952, 17278, 56083, 30, 9, NA, 1277148,  a*
71, 74.4, 12672, 2298, 290, 11866, 405055, 18464, 145619, 1184167, 39, 76, NA, 1780431,  a*
72, 75.5, 475564, 445216, 141265, 108721, 468986, 395673, 7896, 20336, 58, 54, NA, 2063657,  a*
73, 76.5, 4007, 34128, 158876, 49387, 57623, 26976, 270616, 107745, 68, 99, NA, 709358,  a*
74, 77.5, 165720, 1045, 1166, 194263, 554247, 1504820, 162, 8738, 45, 38, NA, 2430161,  a*
75, 78.5, 91783, 113045, 180654, 150014, 3368, 58712, 84739, 35632, 7, 93, NA, 717947,  a*
76, 79.5, 100251, 58718, 146294, 65368, 169660, 162267, 24307, 192053, 14, 52, NA, 918918,  a*
77, 80.6, 554872, 984673, 261749, 263216, 1393, 15956, 219407, 86192, 68, 24, NA, 2387458,  a*
78, 81.6, 737653, 37696, 15422, 309209, 88660, 40956, 228779, 99, 81, 20, NA, 1458474,  a*
79, 82.6, 5353, 4285, 42280, 1711139, 7247, 264575, 147875, 42132, 66, 29, NA, 2224886,  a*
80, 83.6, 2154723, 646519, 297588, 1664499, 86261, 105750, 1157259, 1326621, 67, 65, NA, 7439220,  a*
81, 84.6, 22668, 271763, 20963, 644513, 630377, 79645, 303390, 121975, 47, 59, NA, 2095294,  a*
82, 85.7, 14382, 177692, 7786, 174398, 25412, 296518, 6470, 208526, 22, 13, NA, 911184,  a*
83, 86.7, 454572, 306666, 76101, 1136553, 395, 277133, 5362, 17722, 33, 58, NA, 2274504,  a*
84, 87.7, 683311, 21617, 283275, 349936, 230118, 338040, 42162, 59058, 48, 37, NA, 2007517,  a*
85, 88.7, 24643, 19, 132612, 482604, 188409, 1316254, 93707, 221933, 56, 61, NA, 2460181,  a*
86, 89.7, 6647, 1477, 380159, 1894887, 4688, 297702, 881754, 363727, 26, 30, NA, 3831041,  a*
87, 90.7, 346478, 43133, 52877, 1333263, 1245577, 84020, 789259, 185074, 29, 46, NA, 4079681,  a*
88, 91.7, 118159, 167239, 26412, 428861, 227316, 278875, 141908, 63484, 88, 48, NA, 1452254,  a*
89, 92.7, 316639, 788117, 69323, 753156, 3606737, 18960, 10578, 599903, 11, 48, NA, 6163413,  a*
90, 93.7, 109940, 884764, 373679, 1436844, 489087, 1260, 328548, 86100, 90, 62, NA, 3710222,  a*
91, 94.7, 48860, 272327, 30015, 38681, 118870, 174658, 136599, 184415, 25, 98, NA, 1004425,  a*
92, 95.7, 427831, 7346, 95540, 355960, 180667, 334774, 31584, 10721, 26, 16, NA, 1444423,  a*
93, 96.7, 1168, 704, 5609, 15221, 546536, 131691, 95015, 135372, 58, 74, NA, 931316,  a*
94, 97.7, 1500673, 1004838, 36034, 470997, 1255314, 1477517, 1395182, 19922, 29, 75, NA, 7160477,  a*
95, 98.7, 1132429, 29820, 292776, 499702, 61108, 341575, 114819, 103985, 41, 93, NA, 2576214,  a*
96, 99.7, 14066, 57156, 1189279, 64666, 172827, 14644, 6970, 98387, 44, 68, NA, 1617995,  a*
97, 100.7, 1091, 74164, 119021, 25572, 242217, 87155, 601, 9773, 45, 94, NA, 559594,  a*
98, 101.7, 5112, 137927, 7213, 44727, 10678, 400022, 3031258, 212485, 92, 42, NA, 3849422,  a*
99, 102.7, 210578, 82249, 16054, 370804, 37471, 518205, 2403, 226835, 42, 33, NA, 1464599,  a*
100, 103.8, 31992, 456629, 1996961, 291967, 408727, 404, 22788, 458516, 77, 38, NA, 3667984,  a*
101, 104.8, 1277057, 9031, 98549, 46378, 63089, 148016, 245376, 78788, 88, 56, NA, 1966284,  a*
102, 105.8, 479, 14705, 327536, 42505, 123632, 997595, 1793539, 777064, 61, 62, NA, 4077055,  a*
103, 106.8, 155288, 4598, 527443, 412144, 288365, 57700, 213698, 74866, 44, 29, NA, 1734102,  a*
104, 107.8, 287343, 189500, 168566, 150657, 483543, 150453, 635324, 199770, 16, 45, NA, 2265156,  a*
105, 108.8, 34062, 1092, 3895692, 294, 255435, 1094462, 3675, 4886, 99, 100, NA, 5289598,  a*
106, 109.9, 577865, 4813, 430738, 421693, 53733, 200676, 23103, 145212, 82, 51, NA, 1857833,  a*
107, 110.9, 97054, 15200, 6508, 9534, 29071, 363143, 55903, 563892, 83, 39, NA, 1140305,  a*
108, 111.9, 304878, 329898, 764697, 26983, 114893, 576992, 176136, 182352, 14, 19, NA, 2476829,  a*
109, 112.9, 152914, 132138, 54568, 238794, 705266, 72280, 81375, 545616, 11, 56, NA, 1982951,  a*
110, 113.9, 1993, 19545, 9533, 644599, 880, 298064, 99804, 951082, 31, 92, NA, 2025500,  a*
111, 114.9, 205196, 222729, 653393, 1943, 219304, 224893, 759916, 434329, 37, 10, NA, 2721703,  a*
112, 115.9, 56711, 915047, 5828, 11708, 45747, 15367, 554342, 592234, 80, 76, NA, 2196984,  a*
113, 117.0, 2404699, 91369, 238445, 107751, 7028, 14692, 11698, 28981, 65, 37, NA, 2904663,  a*
114, 118.0, 175849, 373350, 315297, 65279, 83532, 55451, 557875, 28641, 13, 56, NA, 1655274,  a*
115, 119.0, 356752, 33292, 630757, 201436, 14534, 735357, 137303, 3941, 52, 98, NA, 2113372,  a*
116, 120.0, 343949, 338577, 936909, 33743, 152466, 126375, 1346221, 524978, 66, 100, NA, 3803218,  a*
117, 121.0, 1441853, 159641, 45744, 379227, 287115, 284860, 53664, 507267, 17, 27, NA, 3159371,  a*
118, 122.0, 66431, 83284, 126845, 44897, 634915, 42237, 269057, 8484, 96, 36, NA, 1276150,  a*
119, 123.0, 295221, 213437, 296861, 344805, 14452, 41500, 111988, 90220, 56, 12, NA, 1408484,  a*
120, 124.1, 352792, 207924, 10559, 974, 6869, 91383, 95793, 40420, 13, 57, NA, 806714,  a*
121, 125.1, 78007, 3380, 1420, 39798, 1706, 351166, 84662, 77, 68, 32, NA, 560216,  a*
122, 126.1, 23570, 218259, 26095, 22582, 200, 1485, 1872450, 132390, 18, 34, NA, 2297031,  a*
123, 127.1, 1054454, 30760, 4081, 167094, 147968, 154230, 122629, 61368, 7, 2, NA, 1742584,  a*
124, 128.1, 10351, 73513, 742132, 1809111, 1948, 131574, 733554, 979873, 46, 31, NA, 4482056,  a*
125, 129.1, 14702, 120657, 565524, 2905341, 301918, 6434, 6308, 25167, 71, 11, NA, 3946051,  a*
126, 130.2, 45030, 237286, 359555, 53478, 93842, 700, 226097, 56612, 48, 60, NA, 1072600,  a*
127, 131.2, 752414, 47485, 8480, 123471, 396219, 896954, 30182, 125771, 64, 3, NA, 2380976,  a*
128, 132.2, 682651, 402495, 261926, 3586992, 84490, 251044, 60559, 393091, 29, 96, NA, 5723248,  a*
129, 133.2, 794487, 55146, 16416, 10699, 35297, 72663, 291087, 36506, 75, 84, NA, 1312301,  a*
130, 134.2, 359887, 556994, 42750, 34998, 16247, 356033, 579741, 55, 83, 91, NA, 1946705,  a*
131, 135.3, 33925, 465088, 20115, 62636, 8053, 42003, 60245, 761635, 70, 59, NA, 1453700,  a*
132, 136.3, 6535, 5294, 23381, 2181823, 7725, 169597, 3350, 35951, 56, 22, NA, 2433656,  a*
133, 137.3, 80854, 25590, 464103, 2648818, 8538, 281082, 997803, 2462, 94, 81, NA, 4509250,  a*
134, 138.3, 1668848, 253965, 1378193, 2058, 650568, 394135, 777469, 50994, 99, 29, NA, 5176230,  a*
135, 139.3, 4, 2708, 181753, 6126, 649808, 222971, 957578, 45133, 98, 84, NA, 2066081,  a*
136, 140.3, 74352, 27723, 5862, 162228, 8863, 17083, 661576, 217135, 90, 94, NA, 1174822,  a*
137, 141.4, 52645, 71533, 432999, 20545, 19049, 15191, 295780, 182085, 40, 57, NA, 1089827,  a*
138, 142.4, 12846, 87280, 317950, 33022, 53162, 265895, 2982, 589908, 60, 86, NA, 1363045,  a*
139, 143.4, 1599, 671901, 575243, 317, 4731, 26488, 46395, 71219, 74, 9, NA, 1397893,  a*
140, 144.4, 105435, 65510, 6074, 197852, 82325, 1256, 6505, 911344, 2, 88, NA, 1376301,  a*
141, 145.4, 826555, 16046, 77019, 72940, 7260, 287982, 1116710, 166523, 5, 71, NA, 2571035,  a*
142, 146.4, 2916, 631810, 861198, 22890, 92127, 5961, 942, 141856, 87, 48, NA, 1759700,  a*
143, 147.4, 119226, 990903, 38981, 410, 355479, 1797, 181778, 19166, 35, 12, NA, 1707740,  a*
144, 148.4, 28942, 1706039, 1387607, 1095904, 45354, 20139, 8736, 515651, 60, 43, NA, 4808372,  a*
145, 149.4, 96000, 84, 26677, 406733, 1028958, 238591, 314272, 8848, 32, 41, NA, 2120163,  a*
146, 150.5, 5262, 193937, 406972, 47459, 1800092, 123343, 157119, 202506, 73, 47, NA, 2936690,  a*
147, 151.5, 130700, 382385, 484811, 77388, 84075, 219727, 2, 12, 84, 62, NA, 1379100,  a*
148, 152.5, 11046, 46080, 308265, 333825, 1342, 1666225, 233294, 548693, 33, 26, NA, 3148770,  a*
149, 153.5, 37105, 34722, 398795, 64668, 175017, 704211, 118630, 81, 61, 18, NA, 1533229,  a*
150, 154.5, 278430, 462024, 281377, 12655, 2197, 483547, 329479, 954265, 9, 19, NA, 2803974,  a*
151, 155.6, 10607, 909311, 390680, 352, 2914, 21662, 223559, 1129185, 8, 56, NA, 2688270,  a*
152, 156.6, 108685, 457159, 13853, 202985, 132413, 83498, 133357, 368115, 55, 73, NA, 1500065,  a*
153, 157.6, 252023, 604924, 120042, 24823, 172211, 81287, 202729, 76383, 90, 91, NA, 1534422,  a*
154, 158.6, 59533, 414, 199560, 323016, 16858, 272916, 56244, 114503, 17, 14, NA, 1043044,  a*
155, 159.6, 390731, 124602, 694, 35991, 124650, 527164, 108221, 868990, 28, 51, NA, 2181043,  a*
156, 160.6, 313, 244930, 19054, 325089, 8514, 2542073, 253804, 486167, 33, 78, NA, 3879944,  a*
157, 161.7, 552526, 73939, 190989, 283634, 1519, 334854, 152493, 27892, 60, 16, NA, 1617846,  a*
158, 162.7, 152850, 698, 1089564, 121963, 356951, 3635, 62134, 1544272, 74, 54, NA, 3332067,  a*
159, 163.7, 1186295, 195407, 51741, 220429, 1229925, 117620, 6173, 266, 9, 22, NA, 3007856,  a*
160, 164.7, 18099, 255065, 62723, 414245, 28562, 144639, 38644, 1269644, 9, 24, NA, 2231621,  a*
161, 165.7, 321540, 47282, 597253, 1169286, 619237, 468082, 644453, 19289, 41, 33, NA, 3886422,  a*
162, 166.8, 62455, 27039, 319844, 1705132, 352069, 106231, 173718, 59864, 53, 25, NA, 2806352,  a*
163, 167.8, 18651, 1123738, 935909, 26473, 16459, 67314, 662702, 1435596, 47, 34, NA, 4286842,  a*
164, 168.8, 781, 77885, 27354, 629476, 8113, 15331, 254523, 217439, 12, 46, NA, 1230902,  a*
165, 169.8, 100455, 336937, 151377, 296477, 56710, 33699, 21423, 9689, 68, 52, NA, 1006767,  a*
166, 170.8, 172852, 104680, 217594, 15471, 42896, 408891, 27526, 578548, 45, 41, NA, 1568458,  a*
167, 171.8, 234, 413661, 586579, 447345, 34729, 56144, 163868, 749444, 11, 98, NA, 2452004,  a*
168, 172.8, 512717, 450812, 2, 329941, 59587, 1050371, 359446, 173740, 35, 17, NA, 2936616,  a*
169, 173.8, 1464869, 143112, 3024993, 8202, 85946, 365105, 375846, 244506, 23, 65, NA, 5712579,  a*
170, 174.9, 2922, 2333, 680809, 35430, 15267, 38, 243504, 113419, 16, 24, NA, 1093722,  a*
171, 175.9, 480046, 93728, 81691, 414362, 8841, 43788, 612191, 78399, 62, 30, NA, 1813046,  a*
172, 176.9, 27, 120369, 41661, 128738, 25301, 299349, 1272, 331538, 96, 11, NA, 948255,  a*
173, 177.9, 88366, 320191, 27220, 618186, 625114, 180729, 111243, 401578, 38, 17, NA, 2372627,  a*
174, 178.9, 54255, 1642859, 1512104, 954324, 48, 214533, 22781, 483586, 59, 82, NA, 4884490,  a*
175, 179.9, 528, 153241, 467332, 98418, 781941, 105562, 31112, 400335, 71, 39, NA, 2038469,  a*
176, 180.9, 72376, 292, 668368, 247553, 522563, 628258, 628790, 537933, 72, 11, NA, 3306133,  a
177, 181.9, 13228, 590688, 9805, 26727, 41645, 64347, 391205, 67103, 28, 55, NA, 1204748,  a
178, 182.9, 1651, 109753, 34015, 14284, 859140, 19269, 233041, 3140, 35, 20, NA, 1274293,  a
179, 183.9, 578274, 713761, 21379, 787590, 12204, 480589, 318048, 29536, 59, 21, NA, 2941381,  a
180, 185.0, 954999, 1184627, 116540, 99148, 1407192, 24754, 998989, 1621776, 86, 89, NA, 6408025,  a
181, 186.0, 386902, 203930, 109061, 85435, 82275, 5395, 79048, 18, 1, 25, NA, 952064,  a
182, 187.0, 1244957, 221887, 300888, 374581, 134340, 530381, 75321, 66089, 29, 39, NA, 2948444,  a
183, 188.1, 149098, 100448, 459491, 844648, 20051, 161294, 1073632, 800295, 4, 60, NA, 3608957,  a
184, 189.1, 853395, 184575, 166949, 5127, 1394, 202348, 3277, 397423, 84, 87, NA, 1814488,  a
185, 190.1, 67541, 61386, 1533112, 178003, 28598, 430225, 9747, 157774, 86, 100, NA, 2466386,  a
186, 191.2, 592808, 26279, 35997, 803124, 245149, 126788, 10680, 37614, 90, 85, NA, 1878439,  a
187, 192.2, 106486, 646745, 10317, 290438, 8898, 315937, 22805, 165086, 78, 62, NA, 1566712,  a
188, 193.2, 374167, 1465991, 660900, 221589, 655922, 4187, 4829, 1985759, 18, 1, NA, 5373344,  a
189, 194.2, 153357, 204324, 9235, 128036, 917306, 951, 570526, 935572, 98, 56, NA, 2919307,  a
190, 195.2, 25394, 55492, 5216, 0, 100979, 27912, 160, 95368, 59, 61, NA, 310521,  a
191, 196.2, 6086, 174029, 5697, 425629, 41434, 180643, 83470, 6267, 41, 76, NA, 923255,  a
192, 197.3, 560517, 107466, 109457, 36519, 75117, 80619, 159221, 451758, 1, 97, NA, 1580674,  a
193, 198.3, 1157878, 63399, 64768, 3321, 2732, 509037, 409694, 94189, 37, 79, NA, 2305018,  a
194, 199.3, 522020, 321, 23034, 467361, 1536, 20267, 1382, 106514, 35, 19, NA, 1142435,  a
195, 200.3, 63196, 652018, 35, 226932, 499928, 226816, 183749, 474289, 23, 71, NA, 2326963,  a
196, 201.3, 348749, 711717, 35414, 8670, 289702, 622040, 78101, 12387, 22, 19, NA, 2106780,  a
197, 202.3, 261452, 144280, 624767, 7182, 83649, 1180027, 140464, 574829, 22, 21, NA, 3016650,  a
198, 203.4, 37659, 432429, 4315, 9942, 30804, 321773, 4842, 237596, 71, 47, NA, 1079360,  a
199, 204.4, 527700, 37086, 75921, 24123, 595637, 12369, 414595, 199399, 55, 10, NA, 1886830,  a
200, 205.4, 28385, 337261, 744383, 5271, 227815, 436905, 54598, 1381976, 47, 41, NA, 3216594,  a
201, 206.4, 526210, 585986, 5736, 803856, 1467542, 13, 57919, 529487, 39, 77, NA, 3976749,  a
202, 207.4, 113909, 23616, 185577, 54760, 268502, 535250, 355473, 642717, 32, 26, NA, 2179804,  a
203, 208.4, 47877, 9096, 4956, 186706, 245157, 940230, 49868, 661385, 80, 93, NA, 2145275,  a
204, 209.4, 19873, 12943, 274671, 149, 102878, 144165, 426785, 30503, 51, 99, NA, 1011967,  a
205, 210.5, 28581, 95916, 666634, 11674, 464374, 593732, 34658, 27656, 56, 38, NA, 1923225,  a
206, 211.5, 217439, 15665, 799663, 204492, 41789, 60275, 543039, 1226523, 50, 88, NA, 3108885,  a
207, 212.5, 98858, 40602, 67703, 9869, 13586, 13699, 614615, 147225, 45, 75, NA, 1006157,  a
208, 213.5, 1591736, 120451, 445296, 637386, 301345, 2382, 128188, 5642, 30, 52, NA, 3232426,  a
209, 214.5, 299149, 9163, 170406, 1722243, 392863, 1210991, 391059, 550423, 24, 28, NA, 4746297,  a
210, 215.5, 58652, 8905, 967802, 202512, 12374, 740700, 64698, 25972, 96, 17, NA, 2081615,  a
211, 216.6, 141938, 4955, 1514644, 451889, 293039, 641111, 356683, 116888, 84, 34, NA, 3521147,  a
212, 217.6, 5568, 911833, 261730, 393827, 10797, 652382, 9874, 18495, 99, 66, NA, 2264506,  a
213, 218.6, 134960, 48205, 22172, 1500, 163479, 48047, 3805, 342502, 60, 39, NA, 764670,  a
214, 219.6, 20282, 408025, 360, 33083, 56221, 463257, 163774, 630187, 69, 68, NA, 1775189,  a
215, 220.6, 174551, 136433, 212, 46684, 17866, 382428, 494250, 160269, 12, 84, NA, 1412693,  a
216, 221.6, 272660, 283216, 1336758, 366932, 699293, 33739, 188621, 137249, 72, 99, NA, 3318468,  a
217, 222.7, 246589, 35567, 10533, 488690, 26204, 566800, 1246, 6192, 23, 84, NA, 1381821,  a
218, 223.7, 39222, 34373, 818977, 27922, 2804, 423654, 39433, 166562, 82, 44, NA, 1552947,  a
219, 224.7, 15325, 17795, 130013, 1578944, 94558, 469128, 27570, 5585, 36, 18, NA, 2338918,  a
220, 225.7, 33172, 379895, 256399, 103803, 502, 6397, 48959, 585602, 58, 84, NA, 1414729,  a
221, 226.7, 10591, 500929, 25, 1192938, 154344, 152071, 436078, 1058269, 91, 28, NA, 3505245,  a
222, 227.8, 51566, 55568, 14538, 63697, 10832, 468884, 9584, 118211, 98, 1, NA, 792880,  a
223, 228.8, 400615, 72463, 284337, 930746, 269380, 845445, 249460, 22430, 95, 88, NA, 3074876,  a
224, 229.8, 39, 152, 28070, 189770, 196021, 362213, 75111, 797399, 15, 1, NA, 1648775,  a
225, 230.8, 139637, 98, 246026, 810080, 226121, 16529, 791501, 1095178, 34, 48, NA, 3325170,  a
226, 231.8, 238978, 117090, 3733, 780955, 85008, 49616, 321267, 631769, 23, 61, NA, 2228416,  a
227, 232.8, 771240, 64562, 743236, 55616, 346439, 642446, 260325, 88820, 72, 53, NA, 2972684,  a
228, 233.8, 231024, 371040, 1308, 54631, 923693, 950083, 4915, 99380, 36, 9, NA, 2636074,  a
229, 234.8, 1470, 555553, 15031, 3599, 87820, 11740, 420637, 389008, 13, 58, NA, 1484858,  a
230, 235.9, 467998, 2667000, 465304, 94879, 1974813, 387712, 540940, 79673, 44, 22, NA, 6678319,  a
231, 236.9, 1181870, 1467, 814615, 492311, 81465, 1407239, 20579, 420063, 22, 73, NA, 4419609,  a
232, 237.9, 82078, 529025, 156, 65560, 344131, 372400, 24829, 464559, 58, 37, NA, 1882738,  a
233, 238.9, 92090, 598654, 159942, 7666, 33032, 323588, 27032, 162, 68, 91, NA, 1242166,  a
234, 239.9, 75733, 448116, 10381, 147192, 194967, 56277, 72555, 4487, 100, 50, NA, 1009708,  a
235, 240.9, 494254, 107223, 94424, 34866, 16914, 391, 154322, 10224, 46, 23, NA, 912618,  a
236, 242.0, 34619, 867333, 1094608, 8879, 925273, 888378, 1062, 1091, 79, 36, NA, 3821243,  a
237, 243.0, 585323, 416974, 45505, 653460, 488737, 989286, 109278, 1114924, 9, 87, NA, 4403487,  a
238, 244.0, 10037, 75511, 408873, 287068, 93700, 824041, 475004, 60535, 48, 86, NA, 2234769,  a
239, 245.0, 130277, 70008, 281712, 380007, 13401, 2810, 96132, 449970, 16, 77, NA, 1424317,  a
240, 246.0, 890849, 951992, 597015, 165296, 379735, 14850, 175379, 220055, 56, 94, NA, 3395171,  a
241, 247.0, 562839, 48849, 237045, 50185, 750409, 149031, 618327, 1345184, 40, 86, NA, 3761869,  a
242, 248.0, 14707, 939392, 15281, 326891, 7294, 858881, 655864, 122632, 31, 37, NA, 2940942,  a
243, 249.0, 1961105, 98009, 32090, 108483, 1210248, 2263102, 11863, 30985, 59, 52, NA, 5715885,  a
