1677075739.000000, IBI
32.015625,1.031250
33.015625,1.000000
34.015625,1.000000
35.000000,0.984375
35.953125,0.953125
36.828125,0.875000
37.734375,0.906250
38.515625,0.781250
39.484375,0.968750
40.421875,0.937500
41.406250,0.984375
42.421875,1.015625
43.406250,0.984375
44.421875,1.015625
45.437500,1.015625
46.421875,0.984375
47.421875,1.000000
48.390625,0.968750
49.281250,0.890625
50.250000,0.968750
51.203125,0.953125
52.203125,1.000000
53.187500,0.984375
54.171875,0.984375
55.062500,0.890625
56.031250,0.968750
57.031250,1.000000
57.921875,0.890625
58.890625,0.968750
59.906250,1.015625
60.968750,1.062500
61.953125,0.984375
63.000000,1.046875
64.078125,1.078125
65.125000,1.046875
66.140625,1.015625
67.140625,1.000000
68.156250,1.015625
69.171875,1.015625
70.140625,0.968750
71.140625,1.000000
72.140625,1.000000
73.125000,0.984375
74.171875,1.046875
75.156250,0.984375
76.218750,1.062500
77.250000,1.031250
78.281250,1.031250
79.281250,1.000000
80.265625,0.984375
81.265625,1.000000
82.218750,0.953125
83.203125,0.984375
84.171875,0.968750
96.656250,1.000000
97.625000,0.968750
98.625000,1.000000
106.796875,1.000000
107.828125,1.031250
108.812500,0.984375
109.781250,0.968750
110.796875,1.015625
111.765625,0.968750
112.750000,0.984375
113.750000,1.000000
114.750000,1.000000
115.734375,0.984375
116.718750,0.984375
117.687500,0.968750
118.640625,0.953125
119.625000,0.984375
120.625000,1.000000
121.609375,0.984375
122.625000,1.015625
123.640625,1.015625
124.671875,1.031250
125.640625,0.968750
126.593750,0.953125
127.578125,0.984375
128.593750,1.015625
129.546875,0.953125
130.531250,0.984375
131.515625,0.984375
132.468750,0.953125
133.468750,1.000000
134.468750,1.000000
135.421875,0.953125
136.390625,0.968750
137.406250,1.015625
138.359375,0.953125
139.375000,1.015625
140.406250,1.031250
141.390625,0.984375
142.421875,1.031250
143.468750,1.046875
144.453125,0.984375
161.000000,0.953125
161.953125,0.953125
162.921875,0.968750
163.875000,0.953125
164.859375,0.984375
165.812500,0.953125
166.734375,0.921875
167.687500,0.953125
168.687500,1.000000
169.640625,0.953125
170.578125,0.937500
171.562500,0.984375
172.609375,1.046875
173.562500,0.953125
174.546875,0.984375
175.593750,1.046875
176.640625,1.046875
194.875000,0.937500
195.828125,0.953125
196.796875,0.968750
212.984375,0.953125
220.859375,0.984375
221.812500,0.953125
222.734375,0.921875
282.140625,0.984375
283.140625,1.000000
284.156250,1.015625
285.156250,1.000000
294.171875,0.968750
295.171875,1.000000
296.187500,1.015625
297.156250,0.968750
298.109375,0.953125
299.078125,0.968750
300.046875,0.968750
301.000000,0.953125
301.937500,0.937500
302.890625,0.953125
303.843750,0.953125
304.828125,0.984375
305.812500,0.984375
306.796875,0.984375
307.781250,0.984375
352.703125,1.000000
