obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 10761, 976, 144493, 358555, 466966, 450659, 1, 450625, 5, 63, NA, 1883036,  X
2, 3.1, 102319, 60, 1807952, 130483, 88527, 790791, 81349, 933623, 79, 65, NA, 3935104,  X
3, 4.1, 3200730, 1524, 10080, 750723, 333198, 1242430, 1328956, 310483, 65, 75, NA, 7178124,  X
4, 5.1, 26523, 29652, 2640, 82861, 178786, 62902, 104230, 925167, 69, 76, NA, 1412761,  X
5, 6.1, 96471, 531971, 141424, 65265, 27198, 49473, 116747, 180411, 87, 83, NA, 1208960,  X
6, 7.1, 16288, 1908, 273957, 770391, 113973, 1681, 7977, 1803760, 59, 55, NA, 2989935,  X
7, 8.1, 133138, 595068, 864786, 664217, 74391, 610564, 256402, 79051, 30, 15, NA, 3277617,  X
8, 9.1, 119033, 2534193, 345397, 10034, 162513, 12246, 59746, 180229, 99, 78, NA, 3423391,  X
9, 10.1, 137943, 498919, 102867, 57996, 48997, 81338, 53714, 997622, 16, 96, NA, 1979396,  X
10, 11.2, 376527, 28862, 610283, 178813, 138208, 82097, 51862, 79344, 78, 68, NA, 1545996,  X
11, 12.2, 75381, 25779, 159827, 53429, 612265, 285576, 123195, 69390, 3, 76, NA, 1404842,  X
12, 13.2, 34, 37557, 162179, 254611, 198080, 271022, 83740, 66370, 3, 33, NA, 1073593,  X
13, 14.2, 738402, 264603, 4435, 382416, 99863, 274345, 3200, 386757, 7, 78, NA, 2154021,  X
14, 15.2, 435430, 302353, 2980510, 60308, 376627, 56840, 359989, 18365, 10, 13, NA, 4590422,  X
15, 16.2, 725985, 912127, 14647, 63140, 1202241, 17399, 318684, 18686, 96, 70, NA, 3272909,  X
16, 17.2, 89152, 46419, 630082, 1772255, 855, 206, 218485, 21573, 34, 93, NA, 2779027,  X
17, 18.2, 160066, 27649, 487461, 531921, 2861, 480012, 342, 120811, 63, 41, NA, 1811123,  X
18, 19.2, 868319, 1440755, 165891, 261851, 65566, 84218, 390653, 1269381, 49, 34, NA, 4546634,  X
19, 20.2, 248414, 465645, 1241488, 21096, 144494, 668737, 184816, 5691, 66, 57, NA, 2980381,  X
20, 21.2, 87128, 5740, 160502, 498587, 56, 435178, 129587, 370305, 38, 76, NA, 1687083,  X
21, 22.2, 374713, 153651, 1609868, 24896, 19027, 3992, 203, 3653, 95, 72, NA, 2190003,  X
22, 23.3, 0, 333352, 27635, 1261179, 13135, 279214, 592074, 585164, 37, 56, NA, 3091753,  X
23, 24.3, 64, 163589, 439, 41799, 11621, 3985, 819748, 1151663, 99, 38, NA, 2192908,  X
24, 25.3, 1377, 658878, 821509, 207526, 45106, 7136, 186110, 20133, 61, 45, NA, 1947775,  X
25, 26.3, 5803, 193550, 11564, 51012, 50253, 192739, 1649, 3, 45, 86, NA, 506573,  X
26, 27.3, 752507, 117826, 805745, 116658, 228936, 9199, 76896, 765325, 31, 71, NA, 2873092,  X
27, 28.3, 328345, 85239, 200738, 35151, 124723, 195131, 646538, 67913, 82, 93, NA, 1683778,  X
28, 29.3, 113258, 948169, 427619, 99796, 220217, 345408, 885457, 60904, 71, 7, NA, 3100828,  X
29, 30.3, 886314, 656282, 1436229, 134044, 9600, 1329550, 12155, 618610, 51, 76, NA, 5082784,  X
30, 31.3, 113251, 388855, 760696, 1464269, 194565, 1142835, 27879, 20393, 71, 46, NA, 4112743,  X
