1675342016.000000, 1675342016.000000, 1675342016.000000
32.000000, 32.000000, 32.000000
-11,62,4
-12,66,-2
-14,68,-4
-20,74,-4
-17,70,-7
-20,71,-8
-20,68,-7
-23,62,-5
-23,52,-3
-24,51,-2
-27,52,4
-28,50,5
-28,52,13
-26,52,22
-27,54,27
-26,61,29
-21,62,31
-18,67,38
-20,67,38
-28,78,43
-35,71,40
-43,72,35
-33,57,31
-41,54,31
-31,55,32
-27,46,29
-35,48,33
-33,44,28
-29,34,25
-37,26,29
-38,20,26
-36,14,25
-46,12,21
-43,13,22
-38,1,20
-43,-1,20
-49,-16,25
-62,-20,31
-61,-21,29
-72,-18,35
-70,-16,39
-62,-12,45
-47,-6,66
-47,-4,65
-45,1,72
-39,-1,73
-25,-10,59
-26,-19,45
-27,-22,36
-11,-40,8
-29,-46,-1
-41,-42,6
-38,-44,-3
-43,-46,-14
-56,-43,-4
-57,-41,2
-62,-41,14
-63,-41,19
-54,-40,18
-55,-39,23
-54,-35,29
-46,-31,31
-40,-31,31
-38,-31,30
-58,-21,29
-58,-19,23
-52,-9,25
-63,1,30
-64,1,32
-61,-3,33
-68,-4,28
-58,-5,40
-64,-2,41
-71,-4,41
-60,-2,53
-45,-2,57
-25,-7,65
-18,-4,68
-21,-4,61
-29,0,54
-37,7,41
-51,13,41
-55,11,43
-52,6,38
-57,7,37
-56,3,37
-57,1,35
-61,1,35
-63,0,30
-62,0,33
-58,-2,37
-54,-4,34
-54,0,39
-59,10,41
-60,14,41
-49,15,43
-45,15,44
-47,17,44
-45,15,46
-48,13,48
-49,13,48
-49,11,46
-49,8,43
-50,8,43
-52,9,40
-54,10,40
-57,12,42
-55,14,40
-55,14,41
-53,12,40
-52,13,40
-48,11,38
-45,9,39
-45,7,40
-46,5,40
-47,4,40
-52,6,40
-57,11,45
-56,11,45
-53,12,45
-51,12,45
-48,13,43
-47,16,41
-46,17,42
-39,17,41
-37,15,38
-40,12,36
-42,13,35
-39,11,31
-42,9,30
-50,19,38
-46,23,33
-47,22,31
