obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
37, 38.5, 357771, 3791, 103337, 375419, 54064, 628472, 462100, 42679, 17, 53, NA, 2027633,  X
38, 39.5, 122227, 44395, 874531, 103171, 729035, 714065, 3317, 51635, 62, 52, NA, 2642376,  X
39, 40.5, 1104240, 338498, 4317, 414379, 33229, 24555, 1744654, 4558, 1, 21, NA, 3668430,  X
40, 41.5, 1380133, 100471, 2561628, 1376655, 51152, 1417383, 56266, 113771, 31, 51, NA, 7057459,  X
41, 42.5, 8774, 212019, 7616, 67, 567685, 633750, 496423, 300013, 56, 32, NA, 2226347,  X
42, 43.5, 177, 172615, 144329, 359868, 238205, 372274, 3064375, 56102, 14, 14, NA, 4407945,  X
43, 44.5, 307637, 202906, 7812, 179716, 114659, 989208, 543811, 115, 30, 81, NA, 2345864,  X
44, 45.6, 48220, 88301, 62637, 13911, 88822, 285885, 39772, 253707, 6, 82, NA, 881255,  X
45, 46.6, 15891, 29331, 135011, 69966, 366783, 23454, 69961, 504610, 63, 2, NA, 1215007,  X
46, 47.6, 14027, 30621, 7501, 614234, 716701, 408104, 26633, 182200, 49, 16, NA, 2000021,  X
47, 48.6, 63670, 32745, 1296799, 142955, 2943, 576374, 250123, 60788, 38, 42, NA, 2426397,  X
48, 49.6, 8844, 18202, 153598, 78516, 238425, 234158, 224638, 1574721, 31, 41, NA, 2531102,  X
49, 50.6, 666070, 114857, 641716, 850920, 57326, 6089, 32220, 211199, 22, 63, NA, 2580397,  X
50, 51.6, 7489, 11817, 28574, 114881, 518623, 34261, 989, 335338, 40, 52, NA, 1051972,  X
51, 52.6, 34825, 30863, 141899, 46554, 228279, 528075, 402895, 237493, 30, 39, NA, 1650883,  X
52, 53.7, 244984, 45825, 1250, 1187555, 2418, 5019, 39505, 95211, 41, 33, NA, 1621767,  X
53, 54.7, 2073, 32, 86630, 87056, 1003034, 65560, 1459119, 73739, 26, 70, NA, 2777243,  X
54, 55.7, 28673, 40042, 1960, 36835, 203145, 1235009, 1297, 4934, 36, 30, NA, 1551895,  X
55, 56.7, 455095, 1052129, 444629, 143602, 2225, 231132, 746629, 60900, 24, 59, NA, 3136341,  X
56, 57.7, 23922, 807370, 1250691, 214655, 706002, 632655, 236386, 11713, 65, 62, NA, 3883394,  X
57, 58.7, 287229, 361930, 26076, 29062, 11915, 215790, 221439, 50941, 25, 89, NA, 1204382,  X
58, 59.7, 359180, 236464, 425979, 20878, 23664, 18043, 229075, 1342771, 52, 96, NA, 2656054,  X
59, 60.7, 1731291, 33609, 151366, 239169, 154315, 33412, 36, 149214, 25, 6, NA, 2492412,  X
60, 61.8, 1349754, 68842, 43033, 1503, 41148, 7234, 661741, 78643, 37, 6, NA, 2251898,  X
61, 62.8, 274533, 110681, 15334, 15437, 13512, 9997, 34949, 5609, 9, 77, NA, 480052,  X
62, 63.8, 1074289, 654873, 64729, 504805, 721769, 34078, 961603, 75981, 79, 65, NA, 4092127,  X
63, 64.8, 726503, 1082125, 97558, 736436, 1339668, 22835, 53762, 305570, 69, 69, NA, 4364457,  X
64, 65.8, 9629, 31144, 478946, 71755, 2082, 89056, 477690, 321, 80, 77, NA, 1160623,  X
65, 66.8, 230081, 150, 394123, 174941, 150563, 969236, 193, 42389, 38, 26, NA, 1961676,  X
66, 67.8, 28637, 30512, 59788, 479612, 65501, 108145, 19683, 65837, 47, 88, NA, 857715,  X
67, 68.8, 114908, 3, 521336, 266116, 851807, 115514, 12590, 351574, 6, 63, NA, 2233848,  X
68, 69.9, 99576, 11464, 194806, 550511, 185160, 218793, 44428, 123433, 14, 66, NA, 1428171,  X
69, 70.9, 134398, 159210, 95683, 491433, 940, 1047066, 3711, 49315, 61, 66, NA, 1981756,  X
70, 71.9, 71846, 1803235, 552356, 63132, 76591, 17728, 567277, 636707, 15, 62, NA, 3788872,  X
71, 72.9, 34488, 732626, 69064, 25016, 3357, 1315336, 195000, 61811, 74, 81, NA, 2436698,  X
72, 73.9, 3746, 420359, 124, 237091, 102405, 83331, 699, 559700, 1, 50, NA, 1407455,  X
73, 74.9, 343874, 27, 657767, 20430, 334801, 69428, 59888, 1948, 15, 17, NA, 1488163,  X
74, 75.9, 695725, 245358, 277877, 517259, 160154, 1144, 141233, 59718, 33, 2, NA, 2098468,  X
75, 76.9, 55543, 59325, 37753, 49528, 55184, 1412592, 28248, 14622, 94, 78, NA, 1712795,  X
76, 78.0, 54449, 649481, 23631, 788, 58271, 457808, 989712, 235970, 72, 53, NA, 2470110,  X
77, 79.0, 397375, 254251, 85955, 347985, 4721, 26135, 924, 392030, 10, 37, NA, 1509376,  X
78, 80.0, 388, 808804, 189153, 582007, 745436, 271779, 48516, 14482, 73, 21, NA, 2660565,  X
79, 81.0, 477498, 200122, 623260, 888, 87247, 583043, 168107, 1256689, 16, 72, NA, 3396854,  X
80, 82.0, 151212, 742867, 521653, 122865, 422008, 454928, 1439, 9318, 84, 24, NA, 2426290,  X
81, 83.0, 2187, 262406, 55692, 42640, 63717, 579823, 104647, 18499, 97, 83, NA, 1129611,  X
82, 84.0, 313079, 8456, 321594, 18562, 265716, 236820, 234598, 392904, 10, 68, NA, 1791729,  X
83, 85.0, 1450486, 85656, 20486, 348057, 10205, 25226, 488455, 7844, 98, 42, NA, 2436415,  X
84, 86.1, 111192, 4655, 42478, 155531, 314755, 496049, 680289, 737246, 95, 75, NA, 2542195,  X
85, 87.1, 4399, 387334, 1194663, 761592, 1570, 319543, 32787, 1406769, 17, 96, NA, 4108657,  X
86, 88.1, 105457, 242445, 616, 2885, 18076, 32381, 147839, 126834, 30, 96, NA, 676533,  X
87, 89.1, 9764, 2149347, 793116, 18743, 432230, 199638, 1012085, 186225, 98, 32, NA, 4801148,  X
88, 90.1, 441474, 192, 540082, 69706, 675777, 809379, 174709, 79092, 86, 26, NA, 2790411,  X
89, 91.1, 43, 214573, 29800, 72676, 42799, 128893, 119946, 235, 31, 51, NA, 608965,  X
90, 92.1, 250, 61085, 193154, 10059, 194565, 179474, 0, 47060, 38, 98, NA, 685647,  X
91, 93.1, 70128, 147016, 42206, 60669, 40725, 779449, 439, 843876, 16, 38, NA, 1984508,  X
92, 94.2, 12460, 290314, 303824, 566950, 786267, 981234, 121388, 1313686, 65, 47, NA, 4376123,  X
93, 95.2, 9397, 20, 81690, 121311, 29185, 125911, 62409, 31349, 94, 85, NA, 461272,  X
94, 96.2, 189, 26766, 147767, 24616, 276905, 316978, 196652, 71086, 88, 14, NA, 1060959,  X
95, 97.2, 1176, 16547, 711208, 30770, 383266, 12909, 16959, 287187, 30, 66, NA, 1460022,  X
96, 98.2, 56644, 98478, 348958, 325483, 231939, 65430, 13024, 402300, 28, 42, NA, 1542256,  X
97, 99.2, 6190, 25875, 189478, 397526, 1200, 743, 197638, 66036, 89, 7, NA, 884686,  X
98, 100.2, 75396, 2145341, 801192, 319513, 28331, 27521, 152346, 134608, 29, 39, NA, 3684248,  X
99, 101.2, 2084, 1281011, 119041, 69515, 17212, 10997, 16863, 254037, 99, 88, NA, 1770760,  X
100, 102.3, 552243, 36302, 148440, 58128, 226907, 2156, 90101, 2278, 42, 91, NA, 1116555,  X
101, 103.3, 0, 270174, 271262, 136, 73995, 78612, 163759, 497778, 81, 53, NA, 1355716,  X
102, 104.3, 191319, 232237, 654111, 225112, 165164, 35923, 161582, 1258690, 47, 49, NA, 2924138,  X
103, 105.3, 8297, 709853, 975123, 937475, 178528, 260, 438562, 838273, 79, 67, NA, 4086371,  X
104, 106.3, 777311, 531026, 4144, 303092, 967095, 193334, 1186, 188657, 5, 86, NA, 2965845,  X
105, 107.3, 207299, 242412, 42131, 448430, 452326, 558, 15112, 50493, 99, 70, NA, 1458761,  X
106, 108.3, 901982, 11866, 6357, 267295, 8617, 193975, 159461, 147789, 36, 87, NA, 1697342,  X
107, 109.3, 108998, 203963, 10711, 24293, 168542, 218876, 522561, 130343, 41, 36, NA, 1388287,  X
108, 110.4, 17193, 293821, 775054, 311183, 370, 17958, 748359, 173, 42, 3, NA, 2164111,  X
109, 111.4, 2113, 71462, 31392, 426, 177868, 339, 340868, 116677, 34, 44, NA, 741145,  X
110, 112.4, 64337, 10688, 827159, 65715, 14147, 31032, 914841, 2078, 61, 2, NA, 1929997,  X
111, 113.4, 264928, 1150682, 473929, 36531, 46758, 732942, 173898, 439959, 93, 49, NA, 3319627,  X
112, 114.4, 117452, 45016, 1069109, 330936, 722232, 804634, 175762, 118466, 80, 6, NA, 3383607,  X
113, 115.4, 435023, 187409, 777703, 697, 104329, 25376, 433946, 27848, 29, 67, NA, 1992331,  X
114, 116.4, 39012, 367821, 61361, 147967, 132814, 153282, 669787, 474069, 93, 57, NA, 2046113,  X
115, 117.4, 2448, 90207, 863537, 54257, 10111, 274043, 23359, 272817, 60, 20, NA, 1590779,  X
116, 118.5, 17602, 275387, 79348, 79231, 246220, 43134, 25872, 25372, 99, 77, NA, 792166,  X
117, 119.5, 2289, 2597, 70462, 39, 291684, 655613, 2793, 157054, 50, 4, NA, 1182531,  X
118, 120.5, 49, 83608, 202497, 0, 101409, 97, 353156, 26631, 99, 12, NA, 767447,  X
119, 121.5, 30377, 39804, 394727, 190792, 108679, 9933, 88934, 225055, 44, 99, NA, 1088301,  X
120, 122.5, 40272, 86600, 8773, 7021, 595991, 50, 621933, 105954, 17, 6, NA, 1466594,  X
121, 123.5, 72834, 268181, 960152, 266756, 1581755, 1407831, 353, 1504, 85, 85, NA, 4559366,  X
122, 124.5, 533419, 482942, 33372, 44194, 58120, 121850, 348414, 253327, 22, 3, NA, 1875638,  X
123, 125.5, 538853, 1106, 832, 10106, 612790, 1435751, 1161879, 349661, 29, 83, NA, 4110978,  X
124, 126.6, 124940, 141971, 335801, 77044, 560512, 235709, 26069, 320486, 61, 15, NA, 1822532,  X
125, 127.6, 75233, 297263, 28522, 167900, 635804, 142, 7474, 3746, 64, 93, NA, 1216084,  X
126, 128.6, 655008, 1145641, 121919, 306346, 85819, 13257, 549890, 184868, 76, 2, NA, 3062748,  X
127, 129.6, 51325, 53303, 1273846, 367, 117128, 118146, 157, 5893, 59, 92, NA, 1620165,  X
128, 130.6, 1847965, 78059, 156289, 5270, 95220, 589609, 136777, 16669, 1, 11, NA, 2925858,  X
129, 131.6, 4093, 60109, 131947, 1333364, 216369, 19315, 25579, 247294, 17, 8, NA, 2038070,  X
130, 132.6, 364074, 80471, 6665, 188439, 652788, 118712, 260204, 354104, 44, 8, NA, 2025457,  X
131, 133.6, 209829, 70741, 5199, 322, 643644, 270080, 2457, 105876, 46, 72, NA, 1308148,  X
132, 134.7, 886607, 22719, 317545, 1094393, 137471, 50367, 323525, 74956, 46, 8, NA, 2907583,  X
133, 135.7, 817860, 140282, 582067, 57287, 544770, 36059, 86252, 547524, 59, 19, NA, 2812101,  X
134, 136.7, 438611, 306790, 864724, 454119, 13687, 262405, 0, 1348, 91, 14, NA, 2341684,  X
135, 137.7, 651801, 891801, 5131, 24622, 449, 8651, 428836, 716007, 11, 69, NA, 2727298,  X
136, 138.7, 2375, 661962, 343858, 155748, 7559, 101824, 33616, 386590, 51, 28, NA, 1693532,  X
137, 139.7, 7177, 4930, 43778, 636271, 484649, 932, 119924, 33478, 98, 40, NA, 1331139,  X
138, 140.7, 7862, 1533, 78048, 244554, 151132, 379, 57057, 131964, 35, 84, NA, 672529,  X
139, 141.7, 6828, 142140, 1174279, 125501, 128808, 149067, 45758, 6158, 38, 56, NA, 1778539,  X
140, 142.8, 236, 43778, 1210, 498631, 10607, 720394, 1064560, 139814, 15, 1, NA, 2479230,  X
141, 143.8, 172186, 20609, 576538, 526559, 1427580, 724920, 7176, 96997, 44, 85, NA, 3552565,  X
142, 144.8, 2868012, 927, 12601, 65545, 2, 35, 1243968, 5554, 39, 13, NA, 4196644,  X
143, 145.8, 36543, 25772, 1201763, 3059, 6372, 9839, 4889, 54422, 7, 81, NA, 1342659,  X
144, 146.8, 2146995, 232136, 687256, 288719, 6181, 331713, 229, 536684, 100, 1, NA, 4229913,  X
145, 147.8, 16279, 708085, 126869, 974846, 545930, 266746, 213811, 142317, 98, 23, NA, 2994883,  X
146, 148.8, 95463, 576, 532466, 56521, 17666, 18454, 1137566, 341394, 86, 3, NA, 2200106,  X
147, 149.9, 271653, 353379, 33067, 33936, 153456, 14814, 102733, 1508247, 24, 7, NA, 2471285,  X
148, 150.9, 2914, 32170, 553415, 449029, 28743, 164271, 69276, 105395, 14, 66, NA, 1405213,  X
149, 151.9, 226911, 731755, 71821, 958300, 186430, 52725, 16767, 5775, 3, 33, NA, 2250484,  X
150, 152.9, 303020, 587396, 149758, 22133, 547668, 32190, 97298, 10464, 49, 52, NA, 1749927,  X
151, 153.9, 24239, 228452, 27843, 63190, 21332, 233908, 12794, 863, 38, 51, NA, 612621,  X
152, 154.9, 308719, 282324, 34163, 682298, 876, 11568, 14716, 24665, 62, 47, NA, 1359329,  X
153, 155.9, 79758, 115235, 131699, 76434, 119221, 443891, 774396, 32987, 79, 21, NA, 1773621,  X
154, 157.0, 453091, 143930, 76617, 287345, 273904, 503, 220299, 66376, 64, 12, NA, 1522065,  X
155, 158.0, 31853, 316286, 267972, 232869, 33099, 254778, 413774, 810012, 35, 22, NA, 2360643,  X
156, 159.0, 6093, 227444, 491217, 667760, 140500, 36739, 116409, 150231, 71, 86, NA, 1836393,  X
157, 160.0, 14711, 1203597, 62655, 54883, 3255, 30432, 366207, 197162, 59, 11, NA, 1932902,  X
158, 161.0, 120748, 382890, 187731, 1010054, 662820, 310664, 256005, 161605, 54, 90, NA, 3092517,  X
159, 162.0, 133163, 58101, 226816, 108330, 91107, 10627, 20797, 10358, 70, 8, NA, 659299,  X
160, 163.0, 33030, 2713, 194124, 124951, 27163, 918031, 241086, 531863, 53, 14, NA, 2072961,  X
161, 164.0, 655289, 79632, 10211, 1994, 1820448, 632116, 18309, 99883, 6, 58, NA, 3317882,  X
162, 165.1, 55947, 146549, 24409, 675865, 34787, 190649, 961223, 902990, 24, 38, NA, 2992419,  X
163, 166.1, 81250, 8296, 81064, 140, 90959, 167343, 28660, 131527, 89, 42, NA, 589239,  X
164, 167.1, 99790, 103138, 1016779, 2092674, 570339, 17916, 276231, 12496, 76, 16, NA, 4189363,  X
165, 168.1, 338529, 551473, 344540, 538843, 226732, 19930, 481301, 521373, 41, 91, NA, 3022721,  X
166, 169.1, 236480, 95844, 10921, 138793, 10648, 405088, 125107, 399918, 23, 60, NA, 1422799,  X
167, 170.1, 714304, 622914, 165582, 1838387, 1734154, 783606, 242899, 593110, 42, 94, NA, 6694956,  X
168, 171.1, 538770, 89979, 309542, 601089, 1341210, 331184, 384880, 894876, 75, 80, NA, 4491530,  X
169, 172.2, 46322, 204355, 454504, 599, 402350, 3703, 32654, 138534, 28, 2, NA, 1283021,  X
170, 173.2, 122239, 148498, 965655, 270257, 490230, 283282, 19696, 122202, 10, 98, NA, 2422059,  X
171, 174.2, 71544, 53977, 1427, 46266, 110581, 284423, 489434, 1044764, 100, 6, NA, 2102416,  X
172, 175.2, 209908, 79525, 181845, 695382, 655509, 428784, 14432, 3105, 55, 97, NA, 2268490,  X
173, 176.2, 732025, 408860, 976494, 29, 163, 126901, 231626, 9248, 91, 42, NA, 2485346,  X
174, 177.2, 58023, 69553, 7072, 428717, 72704, 741042, 10379, 586115, 3, 36, NA, 1973605,  X
175, 178.2, 316, 329423, 76832, 1130657, 1293, 761, 468010, 87816, 86, 62, NA, 2095108,  X
176, 179.2, 719765, 143322, 2494, 263035, 144018, 343865, 745, 36959, 34, 92, NA, 1654203,  X
177, 180.3, 65899, 28642, 83902, 319003, 512375, 136395, 286003, 671285, 9, 65, NA, 2103504,  X
178, 181.3, 91105, 102638, 220832, 8873, 180395, 6361, 21056, 1373, 70, 51, NA, 632633,  X
179, 182.3, 364316, 138155, 691042, 587, 268553, 283714, 19180, 225675, 85, 43, NA, 1991222,  X
180, 183.3, 567415, 204890, 112852, 95584, 1247, 628052, 5829, 371554, 42, 48, NA, 1987423,  X
181, 184.3, 22936, 276957, 226030, 532044, 831074, 13734, 619738, 290029, 77, 44, NA, 2812542,  X
182, 185.3, 1001, 31497, 18799, 135721, 826683, 42102, 76399, 40609, 23, 44, NA, 1172811,  X
183, 186.3, 96876, 66, 150270, 1171163, 219024, 602887, 608914, 715314, 79, 90, NA, 3564514,  X
184, 187.3, 241849, 522268, 191465, 1755228, 1083156, 2034, 439972, 395353, 79, 12, NA, 4631325,  X
185, 188.3, 92727, 3030, 99070, 636519, 336898, 3404, 997904, 458704, 31, 93, NA, 2628256,  X
186, 189.3, 540037, 3165, 252928, 146, 1142922, 443565, 459, 271469, 96, 46, NA, 2654691,  X
187, 190.3, 981, 0, 155634, 867918, 34490, 4275, 820062, 711, 30, 59, NA, 1884071,  X
188, 191.3, 453386, 2599, 144098, 341405, 7304, 1064821, 18910, 174079, 65, 64, NA, 2206602,  X
189, 192.3, 902465, 2592, 552560, 682462, 3725, 8186, 598412, 30, 5, 56, NA, 2750432,  X
190, 193.3, 12880, 110832, 679393, 215106, 153050, 165032, 169477, 1163187, 42, 44, NA, 2668957,  X
191, 194.3, 83889, 368440, 123248, 1301, 649805, 236862, 134780, 57959, 25, 68, NA, 1656284,  X
192, 195.3, 1035705, 48238, 2383213, 189078, 232042, 1049, 17152, 520965, 36, 46, NA, 4427442,  X
193, 196.3, 333, 713636, 8771, 103954, 453844, 512248, 108737, 37656, 16, 26, NA, 1939179,  X
194, 197.3, 328546, 248069, 120642, 721295, 223624, 35991, 77395, 109870, 64, 74, NA, 1865432,  X
195, 198.3, 160010, 797506, 1594542, 3090, 1028, 88840, 44482, 58414, 20, 59, NA, 2747912,  X
196, 199.3, 67629, 25878, 454876, 21572, 545260, 553250, 470282, 49199, 5, 76, NA, 2187946,  X
197, 200.3, 2533709, 188528, 1421756, 585343, 445098, 68514, 148454, 22831, 54, 96, NA, 5414233,  X
198, 201.4, 18520, 61, 45495, 109896, 272907, 124807, 708399, 24398, 15, 92, NA, 1304483,  X
199, 202.4, 35150, 56221, 180710, 1360128, 135874, 1361210, 852392, 23960, 42, 56, NA, 4005645,  X
200, 203.4, 1682, 80193, 660749, 75967, 256, 3011, 1369874, 75920, 11, 43, NA, 2267652,  X
201, 204.4, 206697, 91614, 36730, 555010, 11207, 4111, 36371, 260793, 31, 13, NA, 1202533,  X
202, 205.4, 462362, 22932, 43706, 110022, 168567, 146451, 843520, 316752, 23, 32, NA, 2114312,  X
203, 206.4, 7066, 1250881, 124535, 599154, 1279059, 69970, 1665067, 116649, 54, 2, NA, 5112381,  X
204, 207.4, 41068, 693006, 772525, 11798, 25264, 54489, 269496, 645767, 66, 28, NA, 2513413,  X
205, 208.4, 2720062, 333219, 382621, 43775, 247898, 820113, 1345104, 426007, 85, 28, NA, 6318799,  X
206, 209.4, 38, 114242, 124328, 233547, 282929, 147514, 385230, 438149, 43, 73, NA, 1725977,  X
207, 210.4, 415450, 91315, 218134, 464199, 34121, 314323, 793483, 89338, 17, 21, NA, 2420363,  X
208, 211.4, 368898, 257260, 343253, 46734, 32180, 147676, 2019, 258738, 66, 4, NA, 1456758,  X
209, 212.4, 510005, 161, 252, 161212, 340028, 35640, 59647, 201149, 59, 74, NA, 1308094,  X
210, 213.4, 778285, 558257, 361250, 921523, 882297, 317777, 59961, 140, 55, 90, NA, 3879490,  X
211, 214.4, 3053, 1923, 118732, 30099, 306448, 79035, 191806, 20683, 18, 35, NA, 751779,  X
212, 215.4, 199359, 29146, 6905, 201321, 304505, 1854, 101984, 95997, 37, 10, NA, 941071,  X
213, 216.4, 24920, 41209, 335043, 871781, 1245349, 2158793, 53438, 221979, 29, 81, NA, 4952512,  X
214, 217.4, 622845, 313334, 394851, 75386, 105638, 515, 299692, 330590, 58, 93, NA, 2142851,  X
215, 218.4, 225470, 183418, 2491, 11031, 9734, 173511, 14986, 29125, 64, 1, NA, 649766,  X
216, 219.4, 398922, 43079, 1015887, 25347, 108418, 928297, 159767, 175672, 61, 51, NA, 2855389,  X
217, 220.4, 22469, 25673, 173222, 57937, 158051, 540538, 3877, 19572, 83, 34, NA, 1001339,  X
218, 221.4, 976672, 3685, 152709, 99479, 242330, 156917, 117620, 38, 92, 66, NA, 1749450,  X
219, 222.4, 7356, 6, 1593920, 52824, 56646, 240112, 6940, 55684, 57, 86, NA, 2013488,  X
220, 223.4, 54339, 4583, 30843, 1121074, 1526081, 1140166, 69, 14070, 89, 85, NA, 3891225,  X
221, 224.4, 85300, 159101, 103059, 2576, 13739, 30042, 314163, 147947, 13, 78, NA, 855927,  X
222, 225.4, 61604, 1145270, 25944, 249573, 65473, 42032, 111083, 45926, 56, 37, NA, 1746905,  X
223, 226.4, 44595, 110903, 174635, 161728, 4505, 748315, 215337, 541013, 72, 76, NA, 2001031,  X
224, 227.4, 124074, 604887, 418407, 693133, 718894, 75278, 508504, 361106, 96, 60, NA, 3504283,  X
225, 228.4, 2567, 50095, 1121322, 486078, 943228, 19039, 194566, 25676, 10, 35, NA, 2842571,  X
226, 229.4, 1202799, 115185, 710662, 283033, 793194, 32780, 7708, 106638, 86, 17, NA, 3251999,  X
227, 230.4, 45968, 19826, 204741, 168394, 77457, 87023, 330881, 84223, 7, 64, NA, 1018513,  X
228, 231.4, 22903, 525754, 255867, 326315, 225670, 311251, 326519, 94641, 16, 42, NA, 2088920,  X
229, 232.4, 275574, 1712, 581313, 58495, 125431, 61761, 2132500, 405569, 61, 83, NA, 3642355,  X
230, 233.4, 128072, 1051547, 45798, 144804, 196118, 375950, 144847, 1103355, 77, 47, NA, 3190491,  X
231, 234.4, 125844, 1002, 733160, 247249, 230583, 1390399, 38795, 329467, 78, 45, NA, 3096499,  X
232, 235.4, 43149, 221878, 690819, 261, 11939, 396621, 122779, 20, 50, 97, NA, 1487466,  X
233, 236.4, 2474581, 191161, 14176, 95779, 178892, 94504, 3510, 301231, 38, 74, NA, 3353834,  X
234, 237.4, 7914, 304522, 3869, 43775, 469691, 633894, 122448, 342939, 61, 100, NA, 1929052,  X
235, 238.4, 1565825, 32741, 32650, 398593, 471, 49, 13646, 2264858, 24, 53, NA, 4308833,  X
236, 239.4, 469351, 80470, 36125, 261673, 613954, 61671, 195807, 49842, 58, 3, NA, 1768893,  X
237, 240.4, 22921, 29185, 396227, 91232, 241168, 665456, 11183, 165921, 97, 80, NA, 1623293,  X
238, 241.4, 465979, 54681, 1148968, 949175, 390914, 321036, 565182, 111, 48, 18, NA, 3896046,  X
239, 242.4, 210994, 172662, 132255, 102893, 8047, 254211, 1083099, 2691, 98, 20, NA, 1966852,  X
240, 243.4, 312267, 6786, 47130, 296087, 128457, 468886, 29725, 379, 19, 67, NA, 1289717,  X
241, 244.4, 1807, 35549, 53035, 193622, 352790, 719469, 399, 475844, 78, 58, NA, 1832515,  X
242, 245.5, 351619, 55730, 1177202, 290051, 92434, 43960, 291196, 14013, 5, 99, NA, 2316205,  X
243, 246.5, 219678, 6787, 81789, 8709, 11120, 264129, 493051, 14836, 20, 8, NA, 1100099,  X
244, 247.5, 313779, 63176, 277532, 99551, 925413, 23833, 4923, 7330, 58, 61, NA, 1715537,  X
245, 248.5, 153634, 582015, 495226, 9848, 8863, 652191, 93, 190520, 5, 94, NA, 2092390,  X
246, 249.5, 1206539, 64238, 25524, 48413, 539688, 58922, 3514, 1048971, 66, 93, NA, 2995809,  X
247, 250.5, 55960, 128472, 339270, 5195, 152895, 1050115, 31807, 243, 30, 30, NA, 1763957,  X
