obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 57549, 13137, 20146, 314706, 910011, 2911, 124174, 82245, 83, 55, NA, 1524879,  8
2, 3.0, 105817, 73101, 536653, 3691, 608255, 2195, 112216, 866024, 83, 34, NA, 2307952,  8
3, 4.0, 122982, 160232, 176435, 578750, 712488, 515116, 45276, 868852, 61, 52, NA, 3180131,  8
4, 5.0, 9027, 3030, 27864, 72327, 585894, 141142, 590823, 7779, 87, 91, NA, 1437886,  8
5, 6.0, 23858, 39444, 205830, 1434503, 14319, 564085, 1081, 297257, 43, 40, NA, 2580377,  8
6, 7.1, 74996, 427840, 64638, 86710, 1153886, 1435914, 658251, 300594, 30, 52, NA, 4202829,  8
7, 8.1, 318583, 106002, 55550, 665444, 97784, 7836, 287372, 64724, 80, 48, NA, 1603295,  8
8, 9.1, 333744, 243305, 116808, 198960, 18769, 14641, 323199, 997880, 3, 70, NA, 2247306,  8
9, 10.1, 120560, 434606, 14643, 231635, 52965, 306870, 514103, 65203, 81, 65, NA, 1740585,  8
10, 11.1, 1151, 610382, 96199, 1624794, 100784, 47635, 71340, 70495, 71, 93, NA, 2622780,  8
11, 12.1, 4275995, 112616, 1440247, 4487, 111609, 194541, 186049, 7919, 49, 4, NA, 6333463,  8
12, 13.1, 57339, 73260, 384826, 151027, 381799, 740558, 368437, 9480, 13, 61, NA, 2166726,  8
13, 14.1, 37831, 28825, 640055, 55972, 777, 223013, 110140, 520225, 46, 13, NA, 1616838,  8
14, 15.2, 160568, 1349554, 61211, 37705, 3212, 11725, 103451, 1778527, 65, 85, NA, 3505953,  8
15, 16.2, 225397, 715506, 39874, 3105389, 329176, 96, 432960, 114807, 56, 55, NA, 4963205,  8
16, 17.2, 336937, 86585, 74009, 260172, 101100, 482605, 107728, 7871, 62, 52, NA, 1457007,  8
17, 18.2, 4885, 743, 533555, 92234, 708329, 235421, 17, 169, 64, 91, NA, 1575353,  8
18, 19.2, 114725, 433012, 872997, 274254, 253126, 1208108, 418196, 895965, 100, 3, NA, 4470383,  8
19, 20.2, 112484, 173736, 75422, 47439, 588863, 415257, 173366, 16121, 44, 66, NA, 1602688,  8
20, 21.2, 478329, 359626, 292644, 106549, 1315, 112628, 42838, 2684068, 92, 4, NA, 4077997,  8
21, 22.2, 57877, 1428456, 1190242, 1059396, 109024, 64228, 66077, 89789, 81, 74, NA, 4065089,  8
22, 23.2, 36907, 5565, 1299661, 408, 151870, 11675, 45592, 141137, 45, 99, NA, 1692815,  8
23, 24.3, 304025, 827557, 192150, 57191, 34475, 203068, 72627, 246694, 55, 98, NA, 1937787,  8
24, 25.3, 134995, 526715, 352181, 1344378, 5178, 70336, 119145, 208318, 1, 61, NA, 2761246,  8
25, 26.3, 97, 163165, 0, 25824, 133800, 0, 284428, 47101, 89, 49, NA, 654415,  8
26, 27.3, 270445, 43, 275697, 36393, 2655, 678631, 168609, 14828, 68, 55, NA, 1447301,  8
27, 28.3, 34371, 375343, 306165, 73605, 78718, 544067, 7255, 14739, 79, 26, NA, 1434263,  8
28, 29.3, 54961, 489628, 237610, 911227, 10150, 19640, 906619, 437912, 75, 43, NA, 3067747,  8
29, 30.3, 1362375, 72450, 300777, 100, 467, 540851, 62657, 5668, 28, 8, NA, 2345345,  8
30, 31.3, 1274642, 62810, 104681, 111549, 792437, 28310, 1166579, 13624, 60, 50, NA, 3554632,  8
31, 32.4, 170844, 4412, 395930, 553543, 2254, 48506, 77781, 11884, 27, 51, NA, 1265154,  8
32, 33.4, 8921, 1192461, 183241, 66612, 188896, 442926, 2522348, 137707, 90, 93, NA, 4743112,  8
33, 34.4, 99848, 58387, 8714, 923791, 129378, 1684, 0, 9754, 91, 63, NA, 1231556,  8
34, 35.4, 58977, 196289, 72910, 42398, 293938, 8315, 598675, 11094, 52, 66, NA, 1282596,  8
35, 36.4, 1211, 64612, 120714, 102328, 1061506, 957918, 1012812, 217161, 77, 46, NA, 3538262,  8
36, 37.4, 22648, 134, 189004, 142818, 17, 85617, 13451, 339890, 55, 90, NA, 793579,  8
37, 38.4, 184732, 170246, 111772, 763383, 240847, 39440, 84970, 26549, 76, 54, NA, 1621939,  8
38, 39.4, 47129, 505177, 129788, 488, 30065, 1275011, 56067, 12559, 57, 89, NA, 2056284,  8
39, 40.4, 2557518, 398979, 125358, 188551, 114, 172114, 350085, 94764, 42, 37, NA, 3887483,  8
40, 41.5, 261596, 1089, 495118, 142029, 110975, 383020, 7948, 23620, 35, 7, NA, 1425395,  8
41, 42.5, 83184, 93247, 31877, 113644, 5339, 132464, 12549, 279808, 91, 38, NA, 752112,  8
42, 43.5, 151, 408674, 166425, 486983, 95944, 358921, 5184112, 1126104, 73, 87, NA, 7827314,  8
43, 44.5, 134731, 299439, 10160, 629460, 2679, 1403901, 116640, 484485, 77, 85, NA, 3081495,  8
44, 45.5, 26229, 21417, 34893, 230138, 124163, 4912, 302316, 184084, 35, 1, NA, 928152,  8
45, 46.5, 39811, 16635, 72867, 86273, 86216, 170900, 87472, 402519, 49, 68, NA, 962693,  8
46, 47.5, 57083, 26068, 234, 1028626, 43902, 48919, 4500, 28713, 42, 16, NA, 1238045,  8
47, 48.5, 1588978, 946889, 633834, 156144, 259185, 206597, 9573, 4806, 67, 56, NA, 3806006,  8
48, 49.5, 494367, 240147, 113172, 3290, 716, 864438, 48173, 601552, 14, 78, NA, 2365855,  8
49, 50.6, 377424, 252349, 219812, 258517, 1291658, 26239, 2816, 510072, 5, 12, NA, 2938887,  8
50, 51.6, 384961, 1, 613677, 402654, 688, 798408, 25804, 23156, 1, 97, NA, 2249349,  8
51, 52.6, 38235, 1839618, 657, 1034936, 30108, 375164, 8731, 500548, 79, 89, NA, 3827997,  8
52, 53.6, 206, 9228, 17488, 8489, 2335942, 3893, 173781, 56794, 32, 91, NA, 2605821,  8
53, 54.6, 1376974, 289160, 385, 166913, 614641, 1277433, 70698, 48012, 69, 50, NA, 3844216,  8
54, 55.6, 88032, 351783, 11577, 94089, 294493, 142870, 7272, 11054, 13, 48, NA, 1001170,  8
55, 56.6, 35260, 39638, 17957, 1619839, 280031, 9345, 99106, 18776, 91, 40, NA, 2119952,  8
