1675323446.000000, 1675323446.000000, 1675323446.000000
32.000000, 32.000000, 32.000000
5,6,64
5,6,64
5,6,64
5,6,64
5,6,64
4,6,64
4,6,64
4,6,64
5,6,64
4,6,64
4,6,64
4,6,64
5,6,64
4,6,64
4,7,64
4,7,64
5,6,64
5,6,64
5,6,64
4,6,63
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
5,6,64
4,6,64
4,6,64
5,6,64
4,6,63
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
5,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,63
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,63
4,6,64
4,6,64
4,6,64
4,6,64
3,6,64
3,6,64
4,6,64
4,5,64
5,6,64
4,6,64
4,6,64
5,6,64
4,6,64
4,6,63
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,64
4,6,63
4,6,64
8,6,66
4,7,65
3,6,63
5,6,65
4,6,64
3,6,65
4,6,65
4,6,65
4,6,64
3,6,63
4,6,63
3,6,63
4,6,64
4,6,64
3,6,64
3,6,64
4,6,64
3,6,64
3,6,64
4,6,64
3,6,64
3,6,64
3,6,64
3,6,64
3,6,64
4,6,64
3,6,64
4,6,65
4,6,65
4,6,64
3,6,64
3,6,63
3,6,63
3,6,63
3,6,63
3,6,63
3,6,64
3,6,64
3,6,64
3,6,64
3,6,64
3,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
3,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
3,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
3,6,65
0,7,63
2,6,64
3,6,64
3,6,64
3,6,64
2,6,64
2,6,63
2,6,63
2,5,64
2,5,64
2,5,64
2,6,65
2,6,65
2,6,64
2,6,64
2,6,64
2,6,63
1,6,63
2,6,64
2,6,64
2,6,65
2,6,64
2,6,64
1,6,64
2,6,64
2,6,64
1,6,64
2,6,64
2,6,64
2,6,64
2,6,64
1,5,64
1,6,64
1,6,64
1,6,63
2,5,64
1,5,63
1,6,63
1,5,63
1,6,64
1,6,65
1,6,65
1,6,65
1,6,65
1,6,64
1,6,64
1,6,64
0,5,63
0,6,64
1,6,64
0,5,64
0,5,64
0,6,64
1,5,64
1,6,64
2,6,64
2,6,65
1,6,64
1,8,63
2,6,63
-1,4,64
-1,4,64
-1,4,65
-2,5,65
-1,5,65
0,5,65
0,5,65
1,5,66
1,4,66
0,4,67
-1,4,67
-1,4,67
1,4,67
1,5,66
2,4,65
2,4,65
1,3,61
-3,2,59
-2,1,62
3,-1,69
0,-1,70
4,-4,65
7,-5,64
4,-5,68
6,-8,64
5,-9,62
-17,0,57
-9,-2,65
-1,-8,66
-5,-9,65
-5,-8,63
-4,-7,63
-5,-6,63
-5,-5,62
-3,-6,63
-3,-6,65
-4,-5,65
-5,-4,66
-5,-5,65
-5,-4,65
-6,-4,64
-5,-5,64
-5,-5,65
-4,-3,64
-4,-4,63
-2,-8,63
-4,-8,63
-4,-8,62
-6,-6,65
-7,-5,67
-8,-4,63
-6,-5,61
-2,-7,64
-2,-9,66
-5,-9,64
-8,-8,67
2,-6,63
-1,-5,64
-5,-4,68
-5,-4,67
-4,-6,64
-4,-7,62
-6,-6,62
-7,-5,61
-8,-6,62
-6,-5,64
-7,-3,63
-8,-2,63
-10,-3,63
-6,-2,62
-6,-2,60
-2,-2,62
2,-4,61
0,-3,64
3,-5,61
3,-7,60
3,-7,63
8,-7,62
8,-8,59
-10,-6,60
-16,-3,66
-15,-5,62
-26,-2,55
-28,-3,52
-38,-7,51
-37,-1,81
-32,1,82
-44,6,59
-47,8,52
-43,15,52
-45,20,55
-45,26,50
-37,25,52
-36,24,58
-41,19,60
-41,15,56
-37,11,50
-40,8,52
-39,10,50
-41,12,50
-40,14,51
-38,17,48
-38,17,49
-37,18,51
-38,18,53
-40,16,53
-41,9,54
-41,8,53
-43,7,48
-43,9,47
-42,12,47
-39,18,52
-36,19,53
-38,19,54
-32,17,60
-35,17,60
-29,13,58
-30,11,56
-31,8,52
-29,7,55
-27,7,53
-27,8,54
-28,8,53
-30,10,54
-42,14,49
-45,13,52
-46,13,49
-47,13,47
-53,14,41
-52,13,42
-47,12,42
-45,13,45
-44,13,46
-45,14,46
-46,15,47
-46,14,46
-46,15,47
-44,14,47
-45,16,45
-47,17,45
-46,17,47
-44,17,47
-44,16,47
-46,15,45
-45,14,45
-44,14,46
-44,14,45
-45,15,46
-48,17,45
-47,17,44
-48,16,43
-50,17,45
-54,21,46
-55,22,47
-49,23,55
-50,19,57
-55,16,57
-55,10,56
-45,1,57
-48,-3,53
-49,-7,47
-44,-10,48
-39,-14,46
-31,-13,48
-30,-2,43
-34,-7,53
-28,-11,50
-29,-19,45
-28,-21,40
-38,-17,40
-38,-20,49
-35,-25,42
-38,-21,46
-33,-21,54
-23,-19,56
-21,-18,57
-25,-17,64
-22,-23,74
-17,-21,68
-26,-22,47
-27,-21,51
-13,-20,56
-15,-24,57
-17,-23,62
-17,-25,58
-14,-25,56
-14,-25,55
-19,-26,57
-25,-27,54
-19,-25,58
-19,-25,61
-27,-26,53
-26,-27,52
-24,-25,59
-40,-26,47
-41,-28,42
-41,-28,44
-41,-27,43
-48,-29,40
-47,-31,40
-43,-30,38
-43,-31,36
-44,-31,36
-44,-29,40
-43,-28,40
-41,-29,40
-44,-29,41
-46,-30,39
-44,-31,42
-44,-29,42
-36,-27,51
-38,-25,52
-41,-24,50
-41,-24,41
-40,-25,42
-43,-25,49
-42,-25,47
-39,-27,41
-34,-26,57
-28,-30,60
-20,-32,56
-13,-30,54
-25,-26,51
-19,-27,59
-5,-26,63
-34,-22,48
-42,-18,46
-18,-23,60
-16,-21,56
-13,-22,55
-9,-20,59
-8,-15,67
-11,-17,62
-4,-19,58
2,-17,74
