obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.1, 64390, 1401, 233146, 78973, 17783, 6959, 77945, 177508, 91, 21, NA, 658105,  X
2, 3.1, 110459, 485859, 32891, 25642, 136216, 651679, 825730, 339252, 30, 70, NA, 2607728,  X
3, 4.1, 231557, 15163, 33400, 1, 14457, 26837, 1906987, 3452, 38, 28, NA, 2231854,  X
4, 5.1, 208164, 1141020, 34358, 225445, 18823, 1673, 463571, 333009, 31, 51, NA, 2426063,  X
5, 6.1, 411751, 15600, 512470, 4833, 600402, 1041, 1660884, 8981, 4, 66, NA, 3215962,  X
6, 7.1, 55915, 456112, 84995, 54389, 17416, 450, 108760, 393275, 78, 100, NA, 1171312,  X
7, 8.1, 5988, 331225, 11874, 15580, 215002, 778301, 148195, 110105, 34, 25, NA, 1616270,  X
8, 9.2, 44797, 21766, 47296, 1748, 295013, 530985, 921, 151449, 9, 100, NA, 1093975,  X
9, 10.2, 336903, 19374, 64473, 409976, 52629, 9721, 29150, 138213, 19, 31, NA, 1060439,  X
10, 11.2, 529594, 619767, 108957, 22987, 434921, 491849, 879651, 360914, 18, 19, NA, 3448640,  X
11, 12.2, 149940, 16605, 1151320, 11976, 230228, 247, 687749, 158856, 54, 79, NA, 2406921,  X
12, 13.2, 17067, 27424, 2316602, 226864, 70042, 530345, 1160579, 14399, 80, 9, NA, 4363322,  X
13, 14.2, 70281, 5917, 1605168, 919001, 2849, 22655, 2349, 9176, 79, 11, NA, 2637396,  X
14, 15.2, 105, 868573, 136116, 5477, 159966, 1160561, 1660709, 7278, 46, 64, NA, 3998785,  X
15, 16.2, 312043, 201462, 170049, 347166, 610257, 53319, 757459, 329714, 76, 29, NA, 2781469,  X
16, 17.2, 2449584, 57180, 54155, 690642, 66228, 492053, 9549, 128, 100, 46, NA, 3819519,  X
17, 18.2, 1242773, 143086, 163257, 175549, 1062198, 293496, 1131488, 20643, 57, 63, NA, 4232490,  X
18, 19.3, 38097, 64093, 195304, 102285, 14762, 336672, 27520, 8363, 74, 46, NA, 787096,  X
19, 20.3, 326811, 30251, 10248, 5001, 232299, 447372, 118780, 99449, 100, 95, NA, 1270211,  X
20, 21.3, 77575, 25508, 122715, 5860, 879688, 496002, 68799, 1, 13, 38, NA, 1676148,  X
21, 22.3, 54880, 1117, 1106382, 533460, 20940, 65018, 164645, 259815, 18, 57, NA, 2206257,  X
22, 23.3, 332691, 5280, 562, 10679, 186099, 217667, 171996, 348, 79, 4, NA, 925322,  X
23, 24.3, 65330, 11882, 169295, 10661, 207475, 76, 352638, 9507, 99, 45, NA, 826864,  X
24, 25.3, 156604, 299339, 114906, 4444, 114026, 5719, 90630, 152329, 83, 84, NA, 937997,  X
25, 26.3, 159, 1017746, 434472, 120826, 24317, 286, 441723, 7, 54, 69, NA, 2039536,  X
26, 27.3, 151072, 142209, 26691, 195910, 413402, 58061, 64202, 262526, 53, 99, NA, 1314073,  X
27, 28.3, 691853, 1419523, 61686, 192230, 81028, 3247, 104978, 9719, 78, 58, NA, 2564264,  X
28, 29.3, 853431, 280932, 672945, 4634, 82626, 215478, 728804, 629086, 23, 84, NA, 3467936,  X
29, 30.3, 38639, 136094, 1103859, 187366, 15137, 190163, 50076, 132188, 5, 91, NA, 1853522,  X
30, 31.3, 185486, 345395, 45139, 84405, 2287, 41789, 147025, 21700, 80, 85, NA, 873226,  X
31, 32.4, 690958, 2532, 91761, 1414580, 997, 211629, 32934, 374672, 18, 8, NA, 2820063,  X
32, 33.4, 482042, 1996223, 39365, 128158, 317362, 112968, 381, 190017, 56, 41, NA, 3266516,  X
33, 34.4, 303782, 77652, 4149, 607, 79672, 1266238, 1157578, 684644, 64, 100, NA, 3574322,  X
34, 35.4, 3172, 86044, 37882, 566300, 338275, 77204, 3, 3827, 1, 5, NA, 1112707,  X
35, 36.4, 143362, 533, 158364, 34789, 122704, 766, 2842, 54571, 11, 8, NA, 517931,  X
36, 37.4, 1690, 8296, 618556, 2581, 34679, 19217, 635357, 337129, 97, 79, NA, 1657505,  X
37, 38.4, 1202568, 1136790, 41, 701880, 58299, 525634, 63033, 160407, 19, 53, NA, 3848652,  X
38, 39.4, 168326, 261672, 344194, 44638, 386172, 1851, 144060, 555083, 11, 76, NA, 1905996,  X
39, 40.4, 9365, 299641, 207147, 315847, 83076, 685333, 172242, 1670568, 39, 77, NA, 3443219,  X
