obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
43, 44.5, 2296654, 16351, 645352, 229839, 46977, 145145, 256830, 167174, 55, 98, NA, 3804322,  3
44, 45.5, 38090, 1716702, 420931, 138268, 56743, 283407, 5865, 54828, 54, 85, NA, 2714834,  3
45, 46.5, 50290, 46788, 3508, 1545, 598927, 220233, 119956, 31467, 1, 40, NA, 1072714,  3
46, 47.5, 777196, 278602, 44389, 291831, 8394, 370100, 16, 315668, 78, 65, NA, 2086196,  3
47, 48.6, 819953, 955, 208149, 14737, 434276, 16939, 1024606, 187870, 76, 21, NA, 2707485,  3
48, 49.6, 108159, 197967, 441558, 44, 617660, 692980, 53374, 1686, 3, 78, NA, 2113428,  3
49, 50.6, 135644, 263887, 1633368, 5216, 1184193, 400338, 48108, 73971, 92, 85, NA, 3744725,  3
50, 51.6, 140, 1862522, 680160, 18727, 18959, 160198, 199994, 49786, 45, 59, NA, 2990486,  3
51, 52.6, 167379, 863, 9509, 1382, 835, 31396, 617173, 173206, 37, 4, NA, 1001743,  3
52, 53.6, 4093, 9993, 31742, 217881, 21051, 82591, 13326, 2263911, 82, 29, NA, 2644588,  3
53, 54.6, 1604, 5144, 2181347, 522053, 234792, 115293, 136218, 270384, 20, 48, NA, 3466835,  3
54, 55.6, 114970, 500048, 636391, 335637, 136808, 208692, 3932, 400063, 18, 93, NA, 2336541,  3
55, 56.6, 638831, 8424, 264142, 10027, 13014, 453020, 846, 34839, 47, 69, NA, 1423143,  3
56, 57.7, 14312, 452975, 455896, 399040, 1334188, 12274, 555858, 181140, 34, 49, NA, 3405683,  3
57, 58.7, 141668, 18154, 116504, 45993, 0, 144446, 189735, 189807, 41, 54, NA, 846307,  3
58, 59.7, 15935, 823336, 878222, 72595, 826, 286172, 151795, 208164, 2, 37, NA, 2437045,  3
59, 60.7, 25, 1004027, 34992, 0, 336475, 620012, 21897, 142669, 96, 88, NA, 2160097,  3
60, 61.7, 764932, 392232, 152041, 49019, 165577, 203521, 198237, 1259224, 64, 90, NA, 3184783,  3
61, 62.7, 232811, 29672, 38428, 29581, 416643, 23796, 171196, 406902, 54, 23, NA, 1349029,  3
62, 63.7, 123233, 90077, 8395, 137092, 718471, 891371, 310520, 1546271, 33, 57, NA, 3825430,  3
63, 64.7, 588270, 2907, 48130, 25639, 38222, 31213, 20927, 96184, 80, 21, NA, 851492,  3
64, 65.8, 40037, 6, 7841, 5435, 192860, 1056768, 24409, 203521, 48, 75, NA, 1530877,  3
65, 66.8, 103803, 91979, 542, 72789, 16527, 91374, 32379, 4881, 79, 31, NA, 414274,  3
66, 67.8, 153367, 20152, 22860, 999664, 54950, 631165, 1760, 144832, 59, 86, NA, 2028750,  3
67, 68.8, 152, 1286826, 450652, 18, 593572, 33462, 98733, 78386, 19, 13, NA, 2541801,  3
68, 69.8, 207423, 600718, 867313, 13678, 26265, 36160, 553750, 611396, 10, 80, NA, 2916703,  3
69, 70.8, 624950, 1326274, 239760, 1975632, 56130, 16706, 10711, 40870, 38, 37, NA, 4291033,  3
70, 71.8, 51177, 29807, 272996, 146696, 382950, 361486, 449994, 469860, 99, 87, NA, 2164966,  3
71, 72.8, 1075805, 73220, 1440127, 202020, 368529, 409221, 2888, 372875, 34, 49, NA, 3944685,  3
72, 73.8, 30102, 180915, 1028044, 496888, 73128, 1177631, 5202, 18495, 5, 56, NA, 3010405,  3
73, 74.9, 225548, 186941, 1270118, 210229, 171380, 456066, 43772, 98499, 23, 40, NA, 2662553,  3
74, 75.9, 325323, 160427, 126223, 137641, 949, 135034, 484980, 4282, 29, 70, NA, 1374859,  3
75, 76.9, 32929, 5152, 268389, 416264, 9536, 315448, 134353, 136576, 92, 14, NA, 1318647,  3
76, 77.9, 40381, 60390, 269, 773, 18429, 90812, 41718, 363739, 62, 100, NA, 616511,  3
77, 78.9, 37186, 383891, 4160, 80076, 245726, 20, 40499, 949269, 6, 43, NA, 1740827,  3
78, 79.9, 130957, 1354, 1200, 34839, 170231, 25863, 356568, 100394, 46, 27, NA, 821406,  3
79, 80.9, 1569, 64604, 458823, 141279, 457240, 43100, 23059, 529835, 80, 87, NA, 1719509,  3
80, 81.9, 43809, 988746, 730, 45868, 51157, 1527553, 970038, 282308, 98, 4, NA, 3910209,  3
81, 82.9, 72453, 53768, 41210, 53844, 622299, 3710, 287386, 424642, 94, 54, NA, 1559312,  3
82, 84.0, 92968, 247049, 121961, 2155483, 633975, 20397, 4733, 267672, 4, 90, NA, 3544238,  3
83, 85.0, 376393, 286043, 86668, 331415, 85285, 355935, 807513, 605385, 82, 93, NA, 2934637,  3
84, 86.0, 2498624, 72103, 179085, 199044, 929354, 6237, 317634, 92619, 41, 67, NA, 4294700,  3
85, 87.0, 4723, 9230, 542010, 978264, 4538, 22193, 33272, 39982, 37, 28, NA, 1634212,  3
86, 88.0, 2128810, 48081, 70887, 80387, 356694, 914745, 174812, 58099, 44, 83, NA, 3832515,  3
87, 89.0, 99111, 123411, 1161474, 234895, 814386, 207420, 373737, 9159, 10, 19, NA, 3023593,  3
88, 90.0, 58333, 250608, 122805, 19020, 51150, 333321, 1215, 121756, 28, 32, NA, 958208,  3
89, 91.0, 7558, 896337, 762996, 230407, 866, 444951, 429365, 1449288, 84, 6, NA, 4221768,  3
90, 92.1, 4611, 31030, 260815, 434543, 245341, 537517, 87080, 16856, 56, 65, NA, 1617793,  3
91, 93.1, 1049974, 365140, 1736, 18770, 56481, 1099810, 111003, 210871, 17, 27, NA, 2913785,  3
92, 94.1, 53926, 101478, 231356, 194265, 9914, 742829, 767126, 114009, 58, 68, NA, 2214903,  3
93, 95.1, 46095, 367643, 2079837, 306012, 5, 289445, 293668, 48492, 19, 1, NA, 3431197,  3
94, 96.1, 112133, 2965, 3127, 1559533, 357, 144878, 65863, 6801, 67, 85, NA, 1895657,  3
95, 97.1, 36385, 316186, 681544, 217404, 136010, 134581, 318883, 89495, 59, 28, NA, 1930488,  3
96, 98.1, 10403, 64102, 107257, 8078, 92749, 544114, 1324, 200563, 46, 72, NA, 1028590,  3
97, 99.1, 223666, 145460, 9262, 169848, 68380, 2080, 32173, 157970, 53, 77, NA, 808839,  3
98, 100.1, 22881, 260965, 458436, 60302, 618853, 45814, 109087, 357811, 13, 96, NA, 1934149,  3
99, 101.2, 310571, 1874213, 15, 641613, 903676, 100639, 617278, 453405, 88, 97, NA, 4901410,  3
100, 102.2, 1280625, 46556, 2380235, 4874, 43423, 10839, 87939, 18427, 90, 13, NA, 3872918,  3
101, 103.2, 174867, 209635, 115229, 486449, 159082, 78676, 235179, 189077, 82, 45, NA, 1648194,  3
102, 104.2, 314364, 562281, 55223, 1555058, 352079, 1033, 11507, 58316, 99, 67, NA, 2909861,  3
103, 105.2, 61419, 29268, 30094, 205577, 101011, 3743, 7085, 1350, 79, 66, NA, 439547,  3
104, 106.2, 1098, 399565, 508625, 103476, 1725121, 403746, 496122, 5637, 83, 88, NA, 3643390,  3
105, 107.2, 238237, 599696, 876955, 346450, 178829, 11902, 29418, 941082, 61, 100, NA, 3222569,  3
106, 108.2, 735824, 59366, 184058, 1351071, 12043, 590530, 651025, 165158, 12, 68, NA, 3749075,  3
107, 109.2, 79047, 112538, 248067, 7106, 480816, 101068, 8988, 124289, 78, 56, NA, 1161919,  3
108, 110.3, 798, 539763, 594970, 54321, 32759, 430958, 285469, 3836, 92, 17, NA, 1942874,  3
109, 111.3, 283507, 21594, 40336, 2011891, 38355, 39544, 181291, 68014, 18, 41, NA, 2684532,  3
110, 112.3, 87173, 45344, 44016, 106951, 40637, 59339, 4269, 400623, 76, 19, NA, 788352,  3
111, 113.3, 7748, 3182009, 23245, 97168, 777933, 32738, 17267, 272008, 96, 50, NA, 4410116,  3
112, 114.3, 33119, 16839, 51186, 202812, 530, 1011958, 3580, 384267, 28, 73, NA, 1704291,  3
113, 115.3, 226167, 324370, 374310, 146, 226847, 215339, 303896, 609434, 15, 3, NA, 2280509,  3
114, 116.3, 812133, 284685, 255793, 172488, 1739350, 111109, 108362, 553977, 92, 57, NA, 4037897,  3
115, 117.3, 15975, 248900, 148087, 2573, 77955, 170230, 666777, 277034, 41, 1, NA, 1607531,  3
116, 118.4, 1024694, 199520, 236352, 322764, 210713, 74184, 102158, 15233, 67, 52, NA, 2185618,  3
117, 119.4, 109978, 210012, 3, 202917, 113230, 231025, 7639, 394760, 70, 19, NA, 1269564,  3
118, 120.4, 577210, 1995069, 122482, 363234, 160753, 31965, 257933, 111068, 92, 49, NA, 3619714,  3
119, 121.4, 790, 35053, 194291, 588988, 9230, 2317, 778275, 6371, 35, 31, NA, 1615315,  3
120, 122.4, 418877, 910783, 144464, 12639, 1730636, 2232222, 52407, 21185, 83, 20, NA, 5523213,  3
121, 123.4, 533859, 145882, 112055, 159464, 159836, 462174, 469185, 398778, 42, 21, NA, 2441233,  3
122, 124.4, 25148, 404893, 537634, 525496, 58901, 32292, 1588458, 402272, 27, 1, NA, 3575094,  3
123, 125.4, 9429, 2162693, 4198, 498867, 335737, 51291, 277608, 232706, 63, 80, NA, 3572529,  3
124, 126.4, 18128, 642024, 282099, 4253, 243130, 358944, 185496, 51101, 39, 52, NA, 1785175,  3
125, 127.5, 195548, 895959, 455157, 348300, 16048, 73491, 533554, 171165, 85, 84, NA, 2689222,  3
126, 128.5, 202466, 79960, 257354, 1031660, 5162, 90693, 250046, 2204354, 6, 56, NA, 4121695,  3
127, 129.5, 2946, 126, 2787, 3053, 88790, 787317, 503239, 244, 72, 71, NA, 1388502,  3
128, 130.5, 27162, 17810, 135236, 9486, 629771, 14619, 106997, 77638, 3, 83, NA, 1018719,  3
129, 131.5, 56916, 50907, 158586, 249350, 241707, 936947, 55483, 810248, 38, 49, NA, 2560144,  3
130, 132.5, 35450, 381285, 600697, 47096, 7921, 31961, 367323, 222928, 16, 9, NA, 1694661,  3
131, 133.5, 9591, 12007, 171015, 1125507, 20173, 352578, 627, 119609, 37, 95, NA, 1811107,  3
132, 134.5, 7592, 668427, 1195509, 1241718, 4792, 107480, 736, 22594, 53, 34, NA, 3248848,  3
133, 135.6, 213837, 214579, 51085, 24319, 1180522, 152453, 821170, 43390, 25, 68, NA, 2701355,  3
134, 136.6, 40262, 16036, 393453, 429746, 364319, 7696, 20838, 68, 59, 16, NA, 1272418,  3
135, 137.6, 822047, 899596, 413219, 1045453, 12561, 223307, 95614, 161521, 33, 93, NA, 3673318,  3
136, 138.6, 117776, 2075, 3204, 86127, 249, 356470, 800976, 239961, 49, 1, NA, 1606838,  3
137, 139.6, 125800, 1026557, 484180, 132927, 152527, 26577, 46833, 118065, 9, 52, NA, 2113466,  3
138, 140.6, 545013, 219816, 172207, 5882, 896766, 82052, 9678, 874973, 80, 74, NA, 2806387,  3
139, 141.6, 107407, 11741, 702424, 553480, 576445, 39576, 31145, 153545, 38, 26, NA, 2175763,  3
140, 142.6, 78690, 39162, 782864, 26300, 15429, 5238, 1271, 2778, 32, 95, NA, 951732,  3
141, 143.7, 47559, 2396, 31779, 232204, 28306, 79769, 164067, 3384, 99, 92, NA, 589464,  3
142, 144.7, 39809, 37017, 368401, 25829, 8024, 88991, 282327, 77220, 29, 2, NA, 927618,  3
143, 145.7, 582409, 211950, 26661, 123924, 778980, 899916, 272644, 1055346, 70, 92, NA, 3951830,  3
144, 146.7, 13059, 103822, 8434, 276381, 438073, 675971, 9844, 368992, 71, 16, NA, 1894576,  3
145, 147.7, 47875, 38911, 1383280, 29541, 492696, 23791, 228869, 10714, 68, 30, NA, 2255677,  3
146, 148.7, 7948, 47705, 222660, 75373, 510370, 14449, 70995, 693721, 47, 75, NA, 1643221,  3
147, 149.7, 442230, 2911, 125884, 63459, 92914, 103412, 256724, 521524, 52, 20, NA, 1609058,  3
148, 150.7, 49189, 10225, 1606, 65547, 131419, 551, 43658, 3906, 70, 54, NA, 306101,  3
149, 151.8, 316575, 94616, 12258, 117, 2087244, 661120, 15900, 121990, 58, 43, NA, 3309820,  3
150, 152.8, 759812, 87208, 726017, 416588, 713973, 380778, 914868, 274014, 80, 88, NA, 4273258,  3
151, 153.8, 357032, 15824, 7057, 113572, 31376, 6889, 2134, 478885, 70, 96, NA, 1012769,  3
152, 154.8, 415, 93211, 28260, 739846, 442451, 829383, 103108, 12, 44, 89, NA, 2236686,  3
153, 155.8, 199013, 1025366, 60440, 1479, 567231, 16599, 411336, 10749, 93, 81, NA, 2292213,  3
154, 156.8, 34313, 321327, 29617, 1289, 1274536, 2256, 357882, 221961, 73, 36, NA, 2243181,  3
155, 157.8, 100640, 790522, 32652, 24833, 41239, 163047, 18288, 38028, 96, 89, NA, 1209249,  3
156, 158.8, 469730, 240544, 693886, 884213, 220535, 7882, 7688, 828804, 81, 22, NA, 3353282,  3
157, 159.8, 62989, 252067, 862878, 13115, 415896, 7660, 74605, 180450, 2, 89, NA, 1869660,  3
158, 160.9, 120095, 55666, 4998, 699740, 582910, 9576, 30246, 81694, 27, 56, NA, 1584925,  3
159, 161.9, 18453, 19107, 49144, 568417, 230129, 3061, 647657, 759319, 87, 65, NA, 2295287,  3
160, 162.9, 219333, 4677, 215123, 414349, 655439, 587, 27327, 633638, 39, 49, NA, 2170473,  3
161, 163.9, 928140, 217399, 323786, 43695, 208576, 391331, 142455, 2892, 22, 99, NA, 2258274,  3
162, 164.9, 1109161, 2200722, 272059, 2112420, 94984, 1526142, 421970, 29091, 96, 8, NA, 7766549,  3
163, 165.9, 622965, 3031919, 107176, 1055777, 10345, 64534, 403052, 98778, 99, 59, NA, 5394546,  3
164, 166.9, 240312, 525289, 4462, 93, 15726, 582651, 164020, 286856, 67, 94, NA, 1819409,  3
165, 167.9, 8679, 472056, 254820, 25449, 32890, 364162, 10075, 708334, 18, 59, NA, 1876465,  3
166, 169.0, 119075, 692, 1520887, 104724, 318245, 55568, 716431, 999006, 14, 68, NA, 3834628,  3
167, 170.0, 117990, 14501, 86213, 537650, 314617, 340136, 1180231, 30263, 30, 100, NA, 2621601,  3
168, 171.0, 89648, 40025, 3588, 496126, 97927, 1445589, 4779, 80, 90, 60, NA, 2177762,  3
169, 172.0, 82616, 33883, 36441, 254436, 1031768, 172988, 32144, 27350, 72, 17, NA, 1671626,  3
170, 173.0, 2160, 448431, 783893, 17233, 652782, 851261, 735, 45856, 69, 6, NA, 2802351,  3
171, 174.0, 138398, 988904, 92418, 7714, 4029, 474063, 713505, 16251, 12, 91, NA, 2435282,  3
172, 175.0, 855361, 1248286, 287406, 448858, 532746, 170827, 28142, 660860, 4, 78, NA, 4232486,  3
173, 176.0, 1340783, 104675, 104814, 17722, 18999, 896172, 30154, 111471, 91, 2, NA, 2624790,  3
174, 177.0, 3333, 2036, 12713, 479618, 13296, 40540, 331117, 166253, 87, 36, NA, 1048906,  3
175, 178.1, 865114, 43505, 1233535, 160764, 101, 1769, 201546, 503, 88, 4, NA, 2506837,  3
176, 179.1, 11428, 408603, 167065, 234028, 7126, 121221, 53640, 135858, 35, 65, NA, 1138969,  3
177, 180.1, 643764, 15575, 116581, 201772, 1050450, 135652, 469067, 394756, 77, 74, NA, 3027617,  3
178, 181.1, 4843, 302694, 276427, 10354, 199864, 177994, 366082, 14663, 90, 75, NA, 1352921,  3
179, 182.1, 1488823, 5584, 23337, 213975, 21808, 16306, 312340, 66533, 15, 30, NA, 2148706,  3
180, 183.1, 42250, 26492, 366400, 42077, 116477, 56355, 265990, 643283, 66, 98, NA, 1559324,  3
181, 184.1, 1407, 327, 13733, 324424, 33688, 224521, 27128, 335492, 25, 92, NA, 960720,  3
182, 185.1, 171, 224325, 135559, 155604, 406713, 3988, 745475, 595403, 38, 77, NA, 2267238,  3
183, 186.1, 48813, 429876, 1671055, 1515, 260206, 327214, 172698, 19523, 84, 17, NA, 2930900,  3
184, 187.2, 125345, 176724, 659415, 400318, 3590, 1313547, 1018411, 320533, 89, 15, NA, 4017883,  3
185, 188.2, 76612, 409412, 8854, 168678, 45854, 570138, 263142, 121289, 27, 28, NA, 1663979,  3
186, 189.2, 170060, 4407, 584239, 69654, 37280, 621440, 73303, 154030, 85, 76, NA, 1714413,  3
187, 190.2, 73429, 945265, 19625, 523635, 129863, 44328, 262881, 367686, 5, 56, NA, 2366712,  3
188, 191.2, 63282, 178875, 3235, 11861, 743349, 339113, 42674, 86735, 37, 87, NA, 1469124,  3
189, 192.2, 811114, 176937, 5147, 29539, 19267, 178589, 6149, 60888, 40, 80, NA, 1287630,  3
190, 193.2, 136470, 107118, 378586, 132903, 155766, 57704, 99989, 111715, 15, 21, NA, 1180251,  3
191, 194.2, 736, 273684, 36139, 48686, 11312, 362240, 377241, 82876, 72, 82, NA, 1192914,  3
192, 195.3, 103036, 646235, 1290546, 72078, 384019, 788764, 522976, 60607, 24, 94, NA, 3868261,  3
193, 196.3, 797972, 15345, 235343, 658713, 50013, 186036, 42398, 71444, 27, 59, NA, 2057264,  3
194, 197.3, 74375, 67334, 420532, 436929, 78993, 252562, 6081, 79654, 91, 89, NA, 1416460,  3
195, 198.3, 21088, 25409, 441318, 278183, 65630, 127386, 1106, 30595, 82, 3, NA, 990715,  3
196, 199.3, 347165, 10918, 293286, 2950, 139619, 249401, 181805, 296944, 95, 47, NA, 1522088,  3
197, 200.3, 230062, 50875, 11488, 111526, 3316494, 7174, 783, 148535, 1, 69, NA, 3876937,  3
198, 201.3, 71816, 4967, 32, 1947, 569, 1223467, 512853, 7487, 64, 56, NA, 1823138,  3
199, 202.3, 50763, 51772, 215345, 513996, 48, 229879, 722065, 45976, 39, 1, NA, 1829844,  3
200, 203.4, 159321, 300797, 257, 28236, 44459, 315315, 153796, 376673, 8, 55, NA, 1378854,  3
201, 204.4, 465, 76109, 445455, 225849, 5251, 474244, 285560, 94277, 73, 43, NA, 1607210,  3
202, 205.4, 410, 364510, 264601, 754258, 57229, 483301, 31678, 1085508, 91, 36, NA, 3041495,  3
203, 206.4, 209936, 966369, 173462, 1312912, 9411, 73167, 43954, 176696, 20, 6, NA, 2965907,  3
204, 207.4, 2010685, 308828, 744663, 26642, 177176, 723922, 122867, 607980, 88, 54, NA, 4722763,  3
205, 208.4, 774692, 688347, 242604, 1929312, 957, 258171, 199953, 7173, 29, 64, NA, 4101209,  3
206, 209.4, 1621, 25458, 677584, 397501, 27198, 43, 71223, 504370, 67, 94, NA, 1704998,  3
207, 210.4, 132431, 80327, 18227, 155883, 229000, 117306, 647726, 34583, 91, 85, NA, 1415483,  3
208, 211.5, 110820, 2349, 233707, 172679, 9866, 2834, 115791, 108675, 30, 97, NA, 756721,  3
209, 212.5, 13795, 259275, 40504, 1155959, 433608, 232136, 1007220, 390312, 100, 27, NA, 3532809,  3
210, 213.5, 3475062, 1541, 10980, 75359, 632902, 1242790, 592786, 161380, 65, 58, NA, 6192800,  3
211, 214.5, 525340, 37653, 311848, 424551, 203079, 25820, 93799, 5711, 95, 8, NA, 1627801,  3
212, 215.5, 8783, 536824, 116993, 5499, 57402, 28349, 1047595, 135730, 90, 25, NA, 1937175,  3
213, 216.5, 56226, 85719, 146056, 266691, 125032, 1034636, 170762, 369840, 65, 66, NA, 2254962,  3
214, 217.5, 615, 737, 548576, 751149, 553113, 867844, 1430050, 1954573, 84, 42, NA, 6106657,  3
215, 218.5, 144412, 106654, 51553, 254470, 6227, 103161, 482256, 163341, 37, 89, NA, 1312074,  3
216, 219.5, 364444, 62094, 277930, 7792, 465097, 131, 143946, 1443, 10, 21, NA, 1322877,  3
217, 220.6, 283603, 763942, 173184, 422329, 17, 244025, 113489, 481706, 40, 71, NA, 2482295,  3
218, 221.6, 2107139, 83995, 988645, 115652, 470089, 655028, 442746, 103800, 62, 77, NA, 4967094,  3
219, 222.6, 8300, 3501, 140059, 85144, 23370, 14916, 8683, 231153, 99, 80, NA, 515126,  3
220, 223.6, 219825, 299450, 117091, 220691, 553006, 239266, 180640, 8958, 44, 93, NA, 1838927,  3
221, 224.6, 4947, 39799, 49056, 377101, 95220, 231029, 248291, 110312, 97, 1, NA, 1155755,  3
222, 225.6, 338490, 465025, 114524, 11815, 1196265, 593362, 26072, 320773, 81, 95, NA, 3066326,  3
223, 226.6, 94, 57749, 218208, 525935, 5993, 945545, 372679, 114, 28, 4, NA, 2126317,  3
224, 227.6, 29873, 31572, 333254, 41595, 139874, 129895, 108224, 26294, 97, 46, NA, 840581,  3
225, 228.7, 694180, 710708, 42742, 7542, 23050, 427772, 6449, 41968, 12, 76, NA, 1954411,  3
226, 229.7, 70, 755948, 381609, 122821, 21674, 628967, 22355, 39691, 22, 99, NA, 1973135,  3
227, 230.7, 63599, 633544, 231520, 2937, 400380, 223964, 511253, 4886, 85, 97, NA, 2072083,  3
228, 231.7, 114087, 37721, 346605, 893494, 872653, 158837, 5025, 18768, 82, 21, NA, 2447190,  3
229, 232.7, 460631, 26158, 430926, 479689, 47732, 130509, 162424, 695656, 60, 29, NA, 2433725,  3
230, 233.7, 400191, 360264, 1331125, 78632, 160849, 145755, 1963788, 46616, 60, 55, NA, 4487220,  3
231, 234.7, 1329100, 82432, 789158, 19781, 416748, 942602, 2049, 36698, 45, 74, NA, 3618568,  3
232, 235.7, 200516, 921189, 140368, 87067, 29902, 46599, 6475, 696654, 80, 46, NA, 2128770,  3
233, 236.7, 16, 76202, 11015, 164547, 825321, 850568, 78436, 289495, 34, 37, NA, 2295600,  3
234, 237.8, 580159, 8049, 63849, 61614, 33450, 1046724, 379013, 207335, 22, 95, NA, 2380193,  3
235, 238.8, 27515, 338688, 127189, 626, 1225731, 24348, 303229, 249825, 38, 50, NA, 2297151,  3
236, 239.8, 242787, 7202, 1473310, 21072, 961, 148823, 72885, 20469, 76, 44, NA, 1987509,  3
237, 240.8, 1548944, 56778, 330892, 28448, 594331, 89490, 32547, 152923, 27, 94, NA, 2834353,  3
238, 241.8, 327124, 1509, 86, 166442, 2241, 114522, 99787, 449580, 86, 66, NA, 1161291,  3
239, 242.8, 187613, 6775, 45455, 219582, 108973, 50, 652479, 328576, 24, 86, NA, 1549503,  3
240, 243.8, 92597, 143548, 97311, 852717, 13198, 45230, 309996, 142904, 1, 1, NA, 1697501,  3
241, 244.8, 663698, 72889, 5604, 1770181, 129602, 130400, 725896, 16384, 13, 27, NA, 3514654,  3
242, 245.9, 4293, 8322, 66885, 169651, 10838, 269110, 503952, 104481, 69, 8, NA, 1137532,  3
243, 246.9, 1202994, 256377, 667586, 28307, 137417, 219228, 136024, 154926, 25, 55, NA, 2802859,  3
244, 247.9, 291828, 113738, 76229, 4986, 910906, 42050, 206139, 944618, 49, 94, NA, 2590494,  3
245, 248.9, 192501, 942181, 170786, 11960, 82, 28673, 93722, 28678, 58, 99, NA, 1468583,  3
246, 249.9, 107035, 565719, 500274, 331, 503400, 10776, 267856, 505237, 70, 60, NA, 2460628,  3
247, 250.9, 468623, 93, 445090, 505156, 352021, 40798, 242524, 283564, 5, 83, NA, 2337869,  3
