obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
66, 67.6, 324767, 34863, 42669, 166086, 18867, 363678, 1210411, 314327, 88, 74, NA, 2475668,  X
67, 68.6, 191500, 608012, 5339, 33286, 1276177, 18707, 421525, 73738, 2, 83, NA, 2628284,  X
68, 69.6, 69541, 9030, 382882, 21044, 954, 42937, 1183693, 145514, 98, 31, NA, 1855595,  X
69, 70.6, 303724, 289506, 20990, 755009, 8595, 526224, 178844, 681273, 34, 64, NA, 2764165,  X
70, 71.6, 795941, 49359, 603623, 836010, 438640, 955892, 429160, 92573, 20, 12, NA, 4201198,  X
71, 72.6, 83163, 63782, 237420, 2802, 20508, 624082, 51296, 7307, 35, 74, NA, 1090360,  X
72, 73.6, 48562, 127228, 84191, 48908, 1613471, 79813, 51933, 433785, 46, 28, NA, 2487891,  X
73, 74.6, 750003, 1652103, 255282, 89624, 44215, 1359009, 22520, 156305, 39, 42, NA, 4329061,  X
74, 75.7, 84185, 438437, 174900, 49006, 570906, 34210, 75713, 35917, 67, 64, NA, 1463274,  X
75, 76.7, 99427, 280723, 413425, 24272, 729518, 243041, 1244212, 2589, 77, 3, NA, 3037207,  X
76, 77.7, 2465, 2442247, 402438, 19272, 561, 373752, 60361, 92327, 42, 78, NA, 3393423,  X
77, 78.7, 9351, 36298, 788286, 380934, 308265, 569263, 1421143, 31710, 85, 19, NA, 3545250,  X
78, 79.7, 10773, 3336, 14738, 500390, 1181351, 602262, 686799, 419824, 75, 75, NA, 3419473,  X
79, 80.7, 263929, 324250, 3768, 697268, 234033, 135808, 563, 47964, 22, 95, NA, 1707583,  X
80, 81.7, 424799, 108173, 201831, 234284, 338214, 15223, 829, 1195997, 26, 8, NA, 2519350,  X
81, 82.7, 112800, 132713, 33507, 1860759, 11935, 395557, 58305, 223652, 73, 94, NA, 2829228,  X
82, 83.7, 716502, 9369, 3515, 1027441, 35023, 152764, 70322, 181183, 80, 97, NA, 2196119,  X
83, 84.7, 573683, 310, 60084, 505938, 18133, 24218, 10778, 224930, 84, 55, NA, 1418074,  X
84, 85.7, 46783, 433401, 217923, 23965, 434766, 279442, 133355, 16533, 28, 10, NA, 1586168,  X
85, 86.7, 316131, 76939, 23675, 81746, 336914, 41380, 177650, 250252, 87, 98, NA, 1304687,  X
86, 87.8, 108618, 8559, 233143, 270951, 96064, 410801, 626249, 339637, 51, 5, NA, 2094022,  X
87, 88.8, 33177, 50716, 423336, 488329, 60848, 208896, 116327, 159177, 62, 86, NA, 1540806,  X
88, 89.8, 1168, 92984, 72705, 53491, 98332, 2921, 10330, 52311, 49, 30, NA, 384242,  X
89, 90.8, 15727, 487322, 2125827, 13335, 56844, 61991, 70352, 297674, 97, 2, NA, 3129072,  X
90, 91.8, 413989, 91809, 4195, 52583, 86991, 226549, 103651, 838, 12, 67, NA, 980605,  X
91, 92.8, 315040, 407524, 146776, 286953, 188420, 61192, 38083, 203301, 12, 18, NA, 1647289,  X
92, 93.8, 47853, 1445283, 319971, 75904, 320433, 1063000, 2999, 44595, 87, 17, NA, 3320038,  X
93, 94.8, 263380, 281099, 159578, 446216, 84859, 22292, 175487, 374184, 54, 7, NA, 1807095,  X
94, 95.8, 310661, 302640, 72476, 41867, 2116, 147929, 218908, 91232, 11, 96, NA, 1187829,  X
95, 96.8, 306286, 1611, 18016, 356884, 1269964, 63813, 878055, 1580735, 88, 59, NA, 4475364,  X
96, 97.8, 32973, 725354, 8944, 479713, 426520, 1194, 174883, 1808, 19, 79, NA, 1851389,  X
97, 98.8, 136443, 69134, 240302, 57000, 185441, 19012, 160140, 57320, 62, 69, NA, 924792,  X
98, 99.9, 199196, 1256, 249865, 39662, 224586, 25505, 811165, 2414769, 8, 32, NA, 3966004,  X
99, 100.9, 792179, 35833, 1317282, 385402, 375979, 190177, 2845, 694246, 89, 38, NA, 3793943,  X
100, 101.9, 140361, 13338, 970573, 295374, 7670, 368589, 250494, 7687, 67, 87, NA, 2054086,  X
101, 102.9, 16449, 130939, 1403886, 377897, 401911, 1190, 534661, 106308, 50, 32, NA, 2973241,  X
102, 103.9, 323960, 30761, 372288, 246752, 523552, 687438, 70242, 27482, 38, 80, NA, 2282475,  X
103, 104.9, 12367, 243105, 6961, 97713, 295009, 1071180, 148218, 492359, 86, 5, NA, 2366912,  X
104, 105.9, 30884, 11418, 705409, 183461, 32113, 124325, 25424, 43267, 4, 54, NA, 1156301,  X
105, 106.9, 128381, 384728, 29772, 332675, 162394, 55612, 611496, 79704, 20, 41, NA, 1784762,  X
106, 107.9, 116327, 53319, 1729, 107770, 90495, 328955, 12982, 67591, 2, 74, NA, 779168,  X
107, 108.9, 51605, 57004, 45835, 216952, 12195, 829289, 109160, 3176, 13, 28, NA, 1325216,  X
108, 109.9, 81623, 652887, 37941, 427229, 20554, 210308, 19993, 594836, 90, 57, NA, 2045371,  X
109, 110.9, 42635, 659860, 37431, 383864, 151437, 752, 525356, 225939, 95, 79, NA, 2027274,  X
110, 111.9, 347152, 398667, 232027, 773823, 868824, 2819604, 673263, 1369608, 19, 24, NA, 7482968,  X
111, 113.0, 15613, 13347, 981571, 49695, 239824, 993547, 1024956, 76618, 66, 72, NA, 3395171,  X
112, 114.0, 588917, 450333, 25998, 1175790, 2043, 570144, 495870, 797128, 64, 79, NA, 4106223,  X
113, 115.0, 2677, 770, 184448, 345636, 72491, 141531, 777651, 554369, 82, 46, NA, 2079573,  X
114, 116.0, 92591, 415037, 34525, 1640981, 36078, 327, 227570, 729249, 93, 15, NA, 3176358,  X
115, 117.0, 49080, 7639, 13703, 575491, 110905, 50480, 99640, 144439, 27, 35, NA, 1051377,  X
116, 118.0, 761148, 84072, 138300, 292211, 247058, 213346, 60964, 65022, 63, 91, NA, 1862121,  X
117, 119.0, 831554, 112, 54102, 3461, 46049, 307847, 165133, 102554, 54, 68, NA, 1510812,  X
118, 120.0, 237763, 362528, 2165, 325914, 50886, 29374, 38962, 54, 51, 40, NA, 1047646,  X
119, 121.0, 547875, 7372, 273408, 51490, 280450, 202439, 0, 13636, 61, 49, NA, 1376670,  X
120, 122.0, 546410, 6137, 1318636, 1100283, 63691, 626291, 85450, 1279725, 54, 73, NA, 5026623,  X
121, 123.0, 6099, 96719, 71385, 35450, 52686, 425034, 79317, 8091, 12, 22, NA, 774781,  X
122, 124.0, 26506, 103991, 29114, 1635769, 988535, 199947, 25572, 39173, 75, 9, NA, 3048607,  X
123, 125.0, 196282, 16790, 1287, 139137, 456611, 143796, 3321, 10012, 35, 66, NA, 967236,  X
124, 126.1, 1622255, 188249, 276797, 37337, 271877, 74876, 973827, 797283, 25, 38, NA, 4242501,  X
125, 127.1, 720822, 699875, 348771, 695740, 165014, 200705, 126037, 396424, 2, 58, NA, 3353388,  X
126, 128.1, 35503, 584167, 796, 473068, 668344, 3057, 65734, 168765, 86, 96, NA, 1999434,  X
127, 129.1, 444177, 9331, 45, 19180, 38051, 114201, 621512, 18166, 24, 71, NA, 1264663,  X
128, 130.1, 628997, 237904, 129255, 35448, 25349, 398925, 48658, 811, 44, 18, NA, 1505347,  X
129, 131.1, 109839, 196815, 608665, 536636, 1188812, 80429, 1229977, 56383, 33, 19, NA, 4007556,  X
130, 132.1, 283953, 71380, 200946, 30148, 263027, 3470, 321235, 2450, 82, 39, NA, 1176609,  X
131, 133.1, 518802, 40466, 39223, 74852, 295704, 125393, 6186, 2987, 22, 84, NA, 1103613,  X
132, 134.1, 328999, 405990, 433637, 27450, 42120, 188387, 50098, 44824, 38, 45, NA, 1521505,  X
133, 135.1, 72658, 18231, 34114, 1341771, 611232, 11540, 458840, 223661, 15, 96, NA, 2772047,  X
134, 136.1, 1095905, 248204, 135963, 51500, 2341, 326650, 60983, 260108, 16, 90, NA, 2181654,  X
135, 137.1, 6953, 127872, 102860, 2, 52324, 13059, 28109, 42084, 69, 10, NA, 373263,  X
136, 138.2, 2067525, 325179, 283537, 14307, 580841, 27378, 496951, 2905, 23, 10, NA, 3798623,  X
137, 139.2, 448559, 225132, 848254, 98233, 437226, 156, 20111, 26627, 76, 42, NA, 2104298,  X
138, 140.2, 230748, 239732, 66013, 213772, 37630, 681505, 916510, 499519, 81, 30, NA, 2885429,  X
139, 141.2, 76849, 350648, 316929, 49800, 36780, 340116, 459134, 38028, 18, 64, NA, 1668284,  X
140, 142.2, 22, 358003, 982, 140929, 24968, 479, 15451, 1182124, 91, 35, NA, 1722958,  X
141, 143.2, 42, 908689, 44738, 180680, 415809, 11963, 52907, 1431736, 76, 81, NA, 3046564,  X
142, 144.2, 13171, 5143, 29482, 306707, 420971, 301377, 154410, 11921, 75, 17, NA, 1243182,  X
143, 145.2, 127619, 798870, 149144, 2060873, 111944, 21520, 21457, 170125, 43, 46, NA, 3461552,  X
144, 146.2, 30956, 165945, 191603, 28112, 254725, 1283740, 300373, 40029, 22, 35, NA, 2295483,  X
145, 147.2, 143709, 156716, 3, 10722, 237982, 5601, 220602, 12359, 72, 85, NA, 787694,  X
146, 148.2, 14264, 116970, 346187, 119318, 14453, 20601, 2943, 97104, 63, 78, NA, 731840,  X
147, 149.2, 153222, 52360, 551927, 36370, 818365, 296369, 142044, 122599, 100, 30, NA, 2173256,  X
148, 150.2, 202081, 186262, 104966, 500818, 4, 700934, 198215, 100, 72, 3, NA, 1893380,  X
149, 151.3, 29714, 10247, 1508852, 181354, 231386, 435556, 101238, 33290, 71, 31, NA, 2531637,  X
150, 152.3, 375794, 118721, 30027, 286370, 25183, 1307483, 15270, 80369, 3, 34, NA, 2239217,  X
151, 153.3, 141276, 784563, 87650, 395757, 84334, 188224, 105887, 542, 65, 8, NA, 1788233,  X
152, 154.3, 58826, 163758, 518045, 20268, 264035, 205738, 611939, 127554, 70, 2, NA, 1970163,  X
153, 155.3, 798661, 2567, 76831, 261576, 284015, 1806729, 254655, 42539, 69, 48, NA, 3527573,  X
154, 156.3, 45852, 42400, 23267, 482770, 1886272, 608323, 238870, 67408, 47, 54, NA, 3395162,  X
155, 157.3, 736325, 2174, 143554, 1326103, 209379, 56733, 104881, 1342189, 56, 27, NA, 3921338,  X
156, 158.3, 20, 569178, 137580, 246834, 1283505, 746509, 15784, 38736, 15, 35, NA, 3038146,  X
157, 159.3, 64406, 1744, 27032, 53903, 544164, 816, 112737, 1295395, 33, 47, NA, 2100197,  X
158, 160.3, 58953, 23222, 37, 859158, 10594, 362403, 1648, 74488, 53, 95, NA, 1390503,  X
159, 161.3, 288894, 876984, 107661, 8422, 746885, 479128, 168078, 288713, 99, 60, NA, 2964765,  X
160, 162.3, 106719, 522511, 37534, 257922, 70300, 445374, 425332, 137059, 69, 60, NA, 2002751,  X
161, 163.4, 2310, 66909, 158587, 1046, 307013, 4844, 220064, 247540, 93, 71, NA, 1008313,  X
162, 164.4, 8545, 19112, 24229, 1663, 140705, 11725, 942710, 96928, 100, 48, NA, 1245617,  X
163, 165.4, 30609, 436319, 164390, 215371, 1529079, 53522, 313490, 7118, 47, 72, NA, 2749898,  X
164, 166.4, 133, 781168, 77256, 15400, 628714, 39988, 541233, 258287, 46, 52, NA, 2342179,  X
165, 167.4, 406191, 11838, 20634, 50360, 189040, 249096, 216131, 4283, 82, 51, NA, 1147573,  X
166, 168.4, 24849, 26792, 96629, 46684, 50, 154819, 2527281, 400976, 61, 14, NA, 3278080,  X
167, 169.4, 486474, 747044, 56213, 327203, 67704, 23014, 59869, 28168, 95, 44, NA, 1795689,  X
168, 170.4, 301662, 203636, 462962, 116513, 101234, 170703, 1496, 50851, 10, 10, NA, 1409057,  X
169, 171.4, 14682, 923344, 24875, 954102, 269217, 276524, 145858, 46155, 10, 42, NA, 2654757,  X
170, 172.4, 303378, 257796, 104, 260793, 381851, 27087, 586143, 279373, 86, 43, NA, 2096525,  X
171, 173.4, 262927, 420057, 157992, 2616, 91207, 659574, 106945, 74377, 98, 30, NA, 1775695,  X
172, 174.4, 85691, 291314, 1234670, 150551, 171203, 2102535, 90737, 313910, 65, 21, NA, 4440611,  X
173, 175.4, 219016, 287412, 134161, 192547, 173987, 126748, 1171787, 471198, 12, 27, NA, 2776856,  X
174, 176.4, 1430842, 68304, 27035, 154505, 138859, 247440, 71852, 979235, 97, 4, NA, 3118072,  X
175, 177.5, 28633, 262, 39341, 156558, 1279026, 997843, 49095, 423114, 87, 97, NA, 2973872,  X
176, 178.5, 246513, 1353456, 491464, 138879, 657107, 155791, 251127, 706578, 27, 60, NA, 4000915,  X
177, 179.5, 146369, 131752, 88674, 28314, 52568, 201889, 292440, 1591286, 86, 8, NA, 2533292,  X
178, 180.5, 2556158, 713515, 72935, 301807, 32743, 1718162, 16705, 213049, 51, 29, NA, 5625074,  X
179, 181.5, 632646, 45352, 21495, 1706820, 294354, 581094, 61536, 1058460, 33, 56, NA, 4401757,  X
180, 182.5, 367562, 23016, 63660, 25251, 164186, 111334, 36, 578530, 98, 21, NA, 1333575,  X
181, 183.5, 31079, 979377, 1002229, 486993, 140409, 14262, 893, 78269, 39, 33, NA, 2733511,  X
182, 184.5, 323936, 13699, 408868, 26578, 468042, 983662, 232253, 933626, 48, 77, NA, 3390664,  X
183, 185.5, 489642, 143814, 48315, 162383, 20806, 444814, 25956, 144957, 17, 72, NA, 1480687,  X
184, 186.5, 820291, 970518, 157230, 388271, 11675, 89983, 102052, 173337, 63, 10, NA, 2713357,  X
185, 187.5, 33002, 60125, 393650, 46300, 10522, 6928, 94300, 85189, 67, 81, NA, 730016,  X
186, 188.5, 25325, 23549, 8715, 423903, 26907, 259763, 11900, 3314, 82, 64, NA, 783376,  X
187, 189.6, 675294, 573374, 67699, 1289, 70, 25680, 77575, 292694, 75, 7, NA, 1713675,  X
188, 190.6, 460134, 225033, 168548, 273508, 447562, 13514, 325606, 69330, 37, 58, NA, 1983235,  X
189, 191.6, 5254, 245590, 102117, 59281, 472076, 492181, 254, 10929, 58, 2, NA, 1387682,  X
190, 192.6, 30517, 427226, 186922, 774631, 443668, 1217622, 367407, 53808, 77, 73, NA, 3501801,  X
191, 193.6, 240324, 1353, 343667, 789720, 101104, 63775, 43450, 196165, 13, 60, NA, 1779558,  X
192, 194.6, 1073270, 37, 405967, 143298, 60771, 456012, 237589, 5206, 84, 27, NA, 2382150,  X
193, 195.6, 740378, 702081, 290962, 1315775, 58972, 1337, 289657, 3664, 88, 98, NA, 3402826,  X
194, 196.6, 52789, 169531, 1452407, 10, 388650, 414719, 74322, 769704, 54, 4, NA, 3322132,  X
195, 197.6, 4097, 17465, 538367, 807001, 5987, 257087, 319546, 220787, 19, 72, NA, 2170337,  X
196, 198.6, 385507, 602493, 31442, 98294, 77176, 532388, 128524, 1944, 12, 39, NA, 1857768,  X
197, 199.6, 263893, 939, 53699, 17238, 809375, 197169, 3992, 786, 83, 60, NA, 1347091,  X
198, 200.6, 161995, 19254, 64592, 135405, 661843, 73658, 594121, 400636, 66, 88, NA, 2111504,  X
199, 201.6, 31, 1025483, 149732, 229760, 78, 275858, 132779, 70798, 99, 15, NA, 1884519,  X
200, 202.7, 135423, 118530, 682641, 468644, 125455, 469274, 587244, 11162, 49, 81, NA, 2598373,  X
201, 203.7, 299441, 524098, 119416, 37944, 1488, 356505, 85632, 780715, 59, 50, NA, 2205239,  X
202, 204.7, 1546371, 77680, 2200, 212768, 86251, 4367, 1251563, 19745, 21, 66, NA, 3200945,  X
203, 205.7, 27427, 288309, 10026, 101308, 9570, 1239176, 1214426, 1718554, 99, 28, NA, 4608796,  X
204, 206.7, 575409, 53553, 126887, 642877, 3169, 731693, 1369, 34137, 58, 65, NA, 2169094,  X
205, 207.7, 139787, 474836, 1, 20533, 1160, 1367, 353137, 16010, 99, 10, NA, 1006831,  X
206, 208.7, 29000, 0, 349384, 273659, 508435, 188, 56998, 323433, 16, 54, NA, 1541097,  X
207, 209.7, 14962, 480848, 163094, 12339, 91163, 458, 288522, 260767, 61, 25, NA, 1312153,  X
208, 210.7, 315088, 1104115, 77734, 36921, 322797, 46596, 45708, 229980, 64, 7, NA, 2178939,  X
209, 211.7, 238574, 56126, 12742, 2714015, 462191, 67237, 54569, 61, 98, 52, NA, 3605515,  X
210, 212.7, 438650, 729, 138311, 47649, 16245, 580910, 106732, 8865, 65, 39, NA, 1338091,  X
211, 213.7, 467854, 1098393, 158183, 1004756, 75005, 38946, 1264254, 802491, 83, 47, NA, 4909882,  X
212, 214.7, 152928, 616665, 53954, 48486, 102647, 150, 155750, 78246, 57, 19, NA, 1208826,  X
213, 215.8, 480750, 71029, 87733, 10558, 7545, 338230, 122587, 6363, 85, 99, NA, 1124795,  X
214, 216.8, 151897, 143375, 29395, 920272, 159873, 128702, 1785, 156297, 75, 64, NA, 1691596,  X
215, 217.8, 1121371, 16781, 677377, 1244, 2237041, 135102, 129064, 2084, 37, 1, NA, 4320064,  X
216, 218.8, 429080, 609548, 306076, 35452, 1081640, 229348, 922270, 29344, 31, 72, NA, 3642758,  X
217, 219.8, 1000469, 51233, 1009, 46181, 544432, 287463, 17895, 1003850, 45, 50, NA, 2952532,  X
218, 220.8, 280305, 112506, 404252, 9629, 149928, 1119467, 353820, 1382364, 33, 11, NA, 3812271,  X
219, 221.8, 43953, 1478850, 24419, 526767, 195822, 16390, 50464, 88501, 97, 43, NA, 2425166,  X
220, 222.8, 361, 135970, 93735, 271535, 95190, 6413, 66466, 204444, 63, 51, NA, 874114,  X
221, 223.8, 369048, 7268, 91216, 434089, 624449, 517094, 3741, 740372, 83, 81, NA, 2787277,  X
222, 224.8, 310405, 458477, 99137, 347281, 797624, 231711, 107023, 317991, 3, 81, NA, 2669649,  X
223, 225.8, 7806, 38448, 136849, 276516, 101168, 13259, 46646, 785869, 75, 25, NA, 1406561,  X
224, 226.8, 1210036, 550016, 13011, 628124, 13278, 44034, 1434, 2953, 21, 31, NA, 2462886,  X
225, 227.9, 4964, 12815, 211623, 407733, 104695, 117612, 7299, 5301, 76, 80, NA, 872042,  X
226, 228.9, 403574, 57738, 400415, 185970, 986, 119115, 1517, 124676, 36, 82, NA, 1293991,  X
227, 229.9, 100993, 191574, 179697, 158022, 146750, 10132, 66621, 137883, 92, 92, NA, 991672,  X
228, 230.9, 10352, 127850, 30852, 117364, 41307, 658925, 550546, 500734, 47, 66, NA, 2037930,  X
229, 231.9, 930405, 1010170, 22587, 33538, 590504, 728491, 316464, 726, 28, 33, NA, 3632885,  X
230, 232.9, 2510959, 248332, 7988, 114908, 135210, 51270, 612889, 229165, 6, 59, NA, 3910721,  X
231, 233.9, 44464, 896934, 39486, 357959, 34338, 811, 66825, 436776, 11, 62, NA, 1877593,  X
232, 234.9, 172685, 213123, 4270, 459490, 1810187, 1727, 9500, 7095, 77, 36, NA, 2678077,  X
233, 235.9, 1355948, 25424, 1350591, 629819, 154387, 18744, 27626, 285551, 8, 11, NA, 3848090,  X
234, 236.9, 698429, 5711, 462247, 72608, 107916, 18104, 110035, 436299, 69, 85, NA, 1911349,  X
235, 237.9, 233899, 37374, 1191499, 0, 499131, 63895, 70609, 165705, 94, 17, NA, 2262112,  X
236, 238.9, 39142, 126409, 42044, 283471, 254769, 360038, 160, 89050, 13, 79, NA, 1195083,  X
237, 239.9, 657669, 277344, 13701, 38699, 944153, 300339, 3440, 7993, 67, 65, NA, 2243338,  X
238, 241.0, 209757, 492342, 505946, 35161, 1915, 81691, 81448, 173729, 38, 78, NA, 1581989,  X
239, 242.0, 157450, 411373, 3147, 1637850, 1411834, 575994, 213991, 103286, 73, 68, NA, 4514925,  X
240, 243.0, 28101, 103126, 621004, 5311, 7817, 28576, 98699, 19004, 38, 55, NA, 911638,  X
241, 244.0, 734878, 66135, 5805, 35660, 209595, 216741, 489970, 362189, 20, 85, NA, 2120973,  X
242, 245.0, 29558, 14982, 177509, 114, 18102, 0, 586008, 844488, 96, 3, NA, 1670761,  X
243, 246.0, 6400, 42162, 7146, 4607, 43412, 174202, 632248, 3311, 14, 4, NA, 913488,  X
244, 247.0, 346, 681731, 1950724, 134624, 289723, 3250, 138864, 467989, 99, 65, NA, 3667251,  X
245, 248.0, 4536, 589131, 121565, 5962, 426533, 266305, 65228, 1110577, 73, 46, NA, 2589837,  X
246, 249.0, 144737, 360652, 329548, 178631, 78473, 434475, 316529, 2955, 5, 57, NA, 1846000,  X
247, 250.0, 213692, 15181, 11368, 107505, 319301, 23126, 493170, 144470, 58, 80, NA, 1327813,  X
