obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 66034, 2658, 107874, 222103, 367860, 160954, 704635, 227, 68, 6, NA, 1632345,  7
2, 3.0, 18339, 28245, 144684, 7636, 2737, 1331188, 439619, 341396, 10, 44, NA, 2313844,  7
3, 4.0, 52326, 2744, 66486, 114558, 11416, 11493, 109440, 131287, 57, 58, NA, 499750,  7
4, 5.0, 8535, 239489, 350474, 133445, 1228773, 7640, 16907, 302885, 86, 75, NA, 2288148,  7
5, 6.0, 447852, 704189, 14743, 1370, 9258, 641945, 213460, 366726, 63, 13, NA, 2399543,  7
6, 7.1, 9036, 471218, 16185, 650001, 614, 16407, 219713, 9397, 41, 18, NA, 1392571,  7
7, 8.1, 642239, 2718613, 228779, 199722, 79306, 769478, 41336, 126790, 80, 90, NA, 4806263,  7
8, 9.1, 10480, 185520, 58448, 884546, 12600, 455951, 464352, 540496, 55, 91, NA, 2612393,  7
9, 10.1, 85648, 42449, 1690778, 53724, 24580, 22375, 399855, 119483, 11, 93, NA, 2438892,  7
10, 11.1, 229619, 20792, 50328, 299767, 67103, 93339, 1297002, 65834, 97, 84, NA, 2123784,  7
11, 12.1, 704, 270138, 854031, 26168, 549913, 83329, 66796, 9571, 69, 92, NA, 1860650,  7
12, 13.1, 23, 3669, 192250, 955, 638872, 748258, 490111, 46653, 72, 7, NA, 2120791,  7
13, 14.2, 152391, 479984, 105498, 98397, 4445, 11441, 1381051, 86243, 59, 96, NA, 2319450,  7
14, 15.2, 8123, 6352, 1131458, 436982, 466235, 414669, 126858, 66889, 86, 60, NA, 2657566,  7
15, 16.2, 342336, 60125, 63421, 1144, 292125, 5577, 194792, 608333, 32, 75, NA, 1567853,  7
16, 17.2, 235248, 21053, 52608, 77324, 505863, 424980, 452885, 1, 6, 29, NA, 1769962,  7
17, 18.2, 168, 53094, 144797, 3975, 4047, 82696, 21316, 102181, 70, 95, NA, 412274,  7
18, 19.2, 114665, 205780, 84398, 505345, 59065, 67604, 336478, 78769, 18, 82, NA, 1452104,  7
19, 20.2, 32248, 554732, 430447, 63946, 194521, 153637, 35001, 2543, 36, 67, NA, 1467075,  7
20, 21.2, 245076, 28652, 546, 302521, 843217, 277106, 312844, 785189, 98, 87, NA, 2795151,  7
21, 22.2, 224594, 220703, 256839, 1680578, 27385, 683715, 118139, 92023, 48, 85, NA, 3303976,  7
22, 23.3, 80863, 291282, 34520, 40640, 778576, 146570, 8127, 168100, 36, 54, NA, 1548678,  7
23, 24.3, 4110, 1968, 19245, 33945, 225, 114752, 996170, 197395, 86, 28, NA, 1367810,  7
24, 25.3, 591030, 217419, 3143, 46432, 14702, 174956, 2940, 843457, 15, 96, NA, 1894079,  7
25, 26.3, 231370, 23891, 506644, 924, 457823, 103007, 12584, 216438, 31, 54, NA, 1552681,  7
26, 27.3, 3675, 72194, 901732, 24260, 706881, 130497, 194155, 137981, 88, 100, NA, 2171375,  7
