obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 37947, 1665384, 5618, 220595, 188833, 8081, 191, 29115, 96, 78, NA, 2155764,  X
2, 3.0, 559478, 238783, 766189, 1382457, 11290, 1790506, 1501813, 900657, 37, 12, NA, 7151173,  X
3, 4.1, 144, 14097, 9748, 752155, 8713, 49505, 384978, 34015, 44, 13, NA, 1253355,  X
4, 5.1, 150177, 287856, 350861, 42107, 2226, 869669, 932137, 225127, 44, 44, NA, 2860160,  X
5, 6.1, 70280, 41663, 54931, 104237, 2922, 843137, 2530, 810, 57, 8, NA, 1120510,  X
6, 7.1, 384075, 332468, 128158, 728105, 365033, 125072, 591654, 119970, 30, 57, NA, 2774535,  X
7, 8.1, 276972, 24112, 36350, 598017, 3784, 1188519, 39892, 154656, 17, 66, NA, 2322302,  X
8, 9.1, 768906, 360746, 143192, 12903, 131233, 32827, 20152, 235829, 45, 25, NA, 1705788,  X
9, 10.1, 637984, 334864, 968511, 26441, 1054621, 526532, 477399, 245911, 18, 59, NA, 4272263,  X
10, 11.1, 383653, 555929, 761584, 494573, 59753, 249474, 252174, 65427, 43, 80, NA, 2822567,  X
11, 12.1, 347647, 6685, 6328, 29008, 44299, 27010, 102609, 220928, 84, 78, NA, 784514,  X
12, 13.1, 1363143, 349945, 52904, 837440, 205474, 141428, 30507, 423465, 45, 6, NA, 3404306,  X
13, 14.1, 23240, 193977, 6974, 337818, 44420, 3815, 177, 7189, 80, 17, NA, 617610,  X
14, 15.2, 195063, 4922, 123424, 29309, 18047, 76255, 38910, 170840, 18, 45, NA, 656770,  X
15, 16.2, 731138, 6363, 720252, 1600389, 371789, 19992, 67270, 130776, 19, 77, NA, 3647969,  X
16, 17.2, 40522, 15192, 1439, 19741, 21375, 11079, 154772, 247073, 90, 42, NA, 511193,  X
17, 18.2, 45989, 126903, 93773, 2420023, 388738, 143212, 104851, 15532, 36, 79, NA, 3339021,  X
18, 19.2, 29843, 4997, 33647, 805000, 82891, 82243, 18062, 125455, 29, 5, NA, 1182138,  X
19, 20.2, 1139564, 24, 387115, 13725, 851866, 37601, 134515, 2609, 54, 30, NA, 2567019,  X
20, 21.2, 220635, 57066, 43133, 186493, 72032, 61588, 168834, 1129304, 82, 65, NA, 1939085,  X
21, 22.2, 66816, 974664, 125555, 498, 53251, 1595, 106650, 8220, 93, 18, NA, 1337249,  X
22, 23.3, 55896, 125656, 477567, 106081, 998257, 828632, 13518, 1542, 71, 68, NA, 2607149,  X
23, 24.3, 448717, 1104, 75443, 350561, 475849, 53851, 50929, 47558, 1, 23, NA, 1504012,  X
24, 25.3, 52815, 47, 95157, 134726, 172614, 578179, 20608, 250814, 31, 82, NA, 1304960,  X
25, 26.3, 104232, 11965, 288, 1491, 1081742, 313659, 747331, 1772854, 42, 57, NA, 4033562,  X
26, 27.3, 846682, 296236, 213, 674109, 9833, 27812, 108845, 89911, 14, 81, NA, 2053641,  X
27, 28.3, 1420, 2250, 9801, 25015, 112964, 774876, 102488, 314088, 11, 16, NA, 1342902,  X
28, 29.3, 129887, 20643, 70936, 110168, 122735, 2871, 601385, 201377, 51, 93, NA, 1260002,  X
29, 30.3, 21596, 10364, 302921, 174234, 3171, 5863, 409662, 365903, 17, 8, NA, 1293714,  X
