obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 20194, 59566, 300584, 1987250, 1619, 43191, 189312, 390398, 36, 6, NA, 2992114,  X
2, 3.0, 254703, 267864, 476171, 389066, 5073, 613621, 203324, 237913, 45, 9, NA, 2447735,  X
3, 4.1, 184207, 61697, 6225, 197036, 855902, 357232, 17799, 16568, 33, 70, NA, 1696666,  X
4, 5.1, 168243, 9122, 21841, 20222, 19209, 136522, 64693, 34819, 42, 60, NA, 474671,  X
5, 6.1, 106829, 336, 318200, 21171, 142688, 28937, 292744, 9493, 58, 74, NA, 920398,  X
6, 7.1, 276056, 90870, 64429, 355298, 1348170, 52998, 53692, 136, 51, 24, NA, 2241649,  X
7, 8.1, 154241, 1189520, 32979, 378051, 3857, 215045, 196647, 325569, 66, 21, NA, 2495909,  X
8, 9.1, 114844, 10692, 342873, 950552, 688262, 125679, 181, 901806, 15, 84, NA, 3134889,  X
9, 10.1, 124893, 324082, 3084, 36994, 6, 416047, 52627, 18652, 78, 33, NA, 976385,  X
10, 11.1, 96033, 721536, 277773, 12279, 439896, 1490584, 50333, 165352, 62, 27, NA, 3253786,  X
11, 12.2, 12716, 539303, 19501, 496294, 84134, 389216, 844944, 521269, 85, 40, NA, 2907377,  X
12, 13.2, 300760, 427933, 78627, 12221, 465337, 1011585, 624337, 2235354, 18, 75, NA, 5156154,  X
13, 14.2, 3011, 37819, 7509, 142490, 86689, 59248, 49, 75040, 16, 31, NA, 411855,  X
14, 15.2, 1200, 145267, 263820, 40336, 1487948, 341680, 57452, 67, 80, 35, NA, 2337770,  X
15, 16.2, 421013, 92129, 327513, 472045, 34031, 139693, 99919, 24157, 76, 71, NA, 1610500,  X
16, 17.2, 176688, 33603, 21085, 49382, 370999, 43480, 59, 14012, 87, 94, NA, 709308,  X
17, 18.2, 0, 3701, 17902, 35123, 807, 63968, 192, 253743, 94, 18, NA, 375436,  X
18, 19.2, 260221, 144669, 263677, 52292, 394211, 350682, 60825, 1529, 75, 26, NA, 1528106,  X
19, 20.3, 38179, 143907, 244543, 774951, 68072, 110269, 395027, 53793, 3, 1, NA, 1828741,  X
20, 21.3, 28825, 61412, 131649, 226034, 11, 18980, 79562, 318767, 47, 35, NA, 865240,  X
21, 22.3, 17870, 17959, 783677, 797005, 174268, 340726, 955701, 313400, 45, 20, NA, 3400606,  X
22, 23.3, 207661, 162908, 291695, 284824, 27463, 499781, 76162, 851890, 36, 98, NA, 2402384,  X
23, 24.3, 188092, 442633, 307323, 222267, 284894, 54474, 237747, 2608, 3, 37, NA, 1740038,  X
24, 25.3, 50482, 54246, 5463, 540529, 153333, 114176, 6898, 295877, 42, 34, NA, 1221004,  X
25, 26.3, 49773, 187467, 64887, 14121, 570926, 482335, 50336, 914072, 32, 4, NA, 2333917,  X
26, 27.4, 968887, 859491, 142911, 14179, 3288014, 32813, 15371, 421621, 15, 81, NA, 5743287,  X
27, 28.4, 119941, 30377, 19302, 154764, 230119, 159579, 813408, 121862, 24, 60, NA, 1649352,  X
