obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 392960, 36217, 1898, 368967, 133003, 42970, 899735, 31236, 94, 48, NA, 1906986,  6
2, 3.0, 453548, 563364, 880204, 2878, 1351231, 23214, 54787, 524487, 84, 15, NA, 3853713,  6
3, 4.0, 870, 168640, 1882448, 112058, 115808, 428687, 25474, 1177, 47, 16, NA, 2735162,  6
4, 5.0, 28514, 837054, 201622, 587322, 125735, 287811, 261721, 134619, 51, 46, NA, 2464398,  6
5, 6.1, 175163, 4034, 48522, 154255, 68852, 170592, 238801, 124521, 24, 21, NA, 984740,  6
6, 7.1, 27560, 598966, 110330, 12548, 18333, 7962, 516161, 974, 72, 20, NA, 1292834,  6
7, 8.1, 62079, 61981, 8041, 245552, 92, 430457, 1570, 70572, 85, 89, NA, 880344,  6
8, 9.1, 151897, 68317, 1079607, 540312, 901952, 164543, 75242, 35123, 67, 80, NA, 3016993,  6
9, 10.1, 611010, 1001825, 409487, 70936, 194091, 183361, 206812, 9136, 40, 28, NA, 2686658,  6
10, 11.1, 1431, 24413, 16234, 5790, 107741, 133826, 3509, 248183, 24, 9, NA, 541127,  6
11, 12.1, 114511, 8835, 1204018, 274194, 409929, 893905, 21758, 153389, 70, 16, NA, 3080539,  6
12, 13.1, 343609, 72623, 67071, 5764, 10179, 7952, 278254, 395097, 16, 63, NA, 1180549,  6
13, 14.1, 81352, 103132, 184588, 117, 96131, 1031090, 177125, 127255, 42, 91, NA, 1800790,  6
14, 15.2, 635067, 833208, 391544, 113974, 831054, 211163, 54116, 60986, 48, 96, NA, 3131112,  6
15, 16.2, 49760, 14658, 49729, 906102, 2795, 552525, 61014, 235530, 1, 50, NA, 1872113,  6
16, 17.2, 44665, 628765, 11435, 34188, 78747, 4036, 363436, 487942, 45, 52, NA, 1653214,  6
17, 18.2, 709490, 14616, 238959, 906952, 8987, 2272, 94183, 88427, 61, 43, NA, 2063886,  6
18, 19.2, 25094, 806504, 522308, 60074, 60199, 252768, 288, 22177, 34, 81, NA, 1749412,  6
19, 20.2, 198613, 328862, 136299, 346670, 38553, 464525, 3231, 687104, 23, 90, NA, 2203857,  6
20, 21.2, 274986, 98848, 42751, 318017, 950626, 15736, 31521, 552594, 35, 25, NA, 2285079,  6
21, 22.2, 58507, 339176, 147631, 187850, 162625, 13990, 845, 716, 55, 23, NA, 911340,  6
22, 23.3, 18291, 285941, 1710480, 124609, 58637, 2608953, 431572, 768883, 87, 25, NA, 6007366,  6
23, 24.3, 394705, 392944, 162228, 81630, 691877, 49052, 176680, 419767, 78, 51, NA, 2368883,  6
24, 25.3, 210230, 49641, 485353, 1672, 14451, 118487, 110803, 68537, 65, 40, NA, 1059174,  6
25, 26.3, 202181, 90024, 8827, 563260, 83761, 116491, 53477, 468891, 15, 67, NA, 1586912,  6
26, 27.3, 226860, 200306, 151977, 542659, 112913, 424543, 23900, 1902, 47, 5, NA, 1685060,  6
27, 28.3, 19973, 832748, 649074, 240035, 252570, 322, 34370, 20760, 21, 55, NA, 2049852,  6
28, 29.3, 4126, 339949, 114931, 642134, 527810, 240848, 54678, 53681, 94, 9, NA, 1978157,  6
29, 30.3, 247068, 38483, 37334, 408681, 5534, 2331009, 3109, 470596, 34, 99, NA, 3541814,  6
30, 31.4, 114277, 189185, 416549, 305769, 45075, 250012, 376, 106208, 1, 9, NA, 1427451,  6
31, 32.4, 210711, 2257, 772054, 105768, 44015, 206334, 106367, 254210, 80, 84, NA, 1701716,  6
32, 33.4, 280354, 1180550, 110349, 1168, 624222, 3243, 1389668, 227779, 57, 53, NA, 3817333,  6
33, 34.4, 169663, 68142, 24777, 4466, 1844, 60639, 1055864, 139437, 100, 18, NA, 1524832,  6
34, 35.4, 7439, 174461, 803947, 228, 65531, 65, 77478, 174, 68, 73, NA, 1129323,  6
35, 36.4, 13866, 41805, 84540, 91864, 19870, 10451, 117623, 217925, 40, 72, NA, 597944,  6
36, 37.4, 2565, 56867, 149538, 953595, 113359, 118515, 3883, 13823, 37, 28, NA, 1412145,  6
37, 38.4, 811364, 5717, 4413, 12161, 634825, 112663, 329316, 390305, 4, 39, NA, 2300764,  6
38, 39.5, 26446, 23551, 53118, 1124932, 9970, 152977, 529014, 302604, 6, 62, NA, 2222612,  6
39, 40.5, 164650, 743923, 110781, 1031465, 385722, 18665, 536989, 2637254, 6, 51, NA, 5629449,  6
40, 41.5, 1966268, 15011, 250932, 261828, 518129, 44, 2280, 260946, 56, 85, NA, 3275438,  6
41, 42.5, 655219, 214575, 442614, 1251353, 32, 65925, 217385, 134357, 35, 34, NA, 2981460,  6
42, 43.5, 42302, 355, 93660, 1020893, 815, 524324, 818244, 1026859, 66, 43, NA, 3527452,  6
43, 44.5, 65692, 57303, 470581, 183651, 955, 747903, 604370, 1366, 97, 29, NA, 2131821,  6
44, 45.5, 388245, 56162, 249516, 6467, 197374, 4670, 27429, 38967, 97, 1, NA, 968830,  6
45, 46.5, 41245, 120426, 121815, 103259, 77508, 437770, 452341, 502124, 85, 52, NA, 1856488,  6
46, 47.5, 71620, 43601, 55253, 582715, 126, 126558, 191257, 277466, 92, 49, NA, 1348596,  6
47, 48.6, 62503, 512667, 850, 3989, 108824, 67011, 94002, 512190, 83, 40, NA, 1362036,  6
48, 49.6, 9931, 454157, 70949, 19482, 14886, 388004, 20989, 313265, 34, 29, NA, 1291663,  6
49, 50.6, 1423083, 198308, 1667, 156101, 21885, 374714, 69518, 1495517, 39, 43, NA, 3740793,  6
50, 51.6, 438020, 3721, 1286, 62679, 354540, 418437, 2200959, 249181, 31, 58, NA, 3728823,  6
51, 52.6, 75752, 65775, 1153710, 51574, 90614, 318920, 494035, 706460, 71, 72, NA, 2956840,  6
52, 53.6, 738759, 42354, 43042, 526, 4937, 439139, 746136, 6, 7, 99, NA, 2014899,  6
53, 54.6, 169745, 276614, 181736, 359574, 273239, 354840, 28698, 137951, 52, 6, NA, 1782397,  6
54, 55.6, 22706, 113188, 38066, 268527, 1642, 175, 439984, 1308382, 25, 33, NA, 2192670,  6
