obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 253941, 768045, 404387, 5326, 1004677, 295, 101601, 146968, 26, 3, NA, 2685240,  3
2, 3.0, 7808, 1156063, 153923, 115298, 293876, 858, 228159, 248027, 15, 1, NA, 2204012,  3
3, 4.0, 121951, 75020, 206260, 44249, 364983, 84082, 249318, 667320, 55, 70, NA, 1813183,  3
4, 5.0, 335739, 170672, 287559, 125598, 222159, 591787, 276474, 39309, 39, 30, NA, 2049297,  3
5, 6.0, 820533, 81855, 30235, 173935, 727216, 41246, 143473, 172541, 25, 90, NA, 2191034,  3
6, 7.1, 275200, 472824, 49531, 6561, 807945, 76052, 1117034, 303625, 53, 90, NA, 3108772,  3
7, 8.1, 66853, 563536, 1024460, 315505, 123783, 11045, 318, 62118, 100, 25, NA, 2167618,  3
8, 9.1, 1571, 145698, 17296, 10, 2898, 10032, 11956, 31, 8, 89, NA, 189492,  3
9, 10.1, 165524, 1286, 185098, 3630, 951801, 371941, 205, 100330, 2, 57, NA, 1779815,  3
10, 11.1, 586496, 214782, 402546, 883, 1591207, 2406, 9, 532447, 99, 87, NA, 3330776,  3
11, 12.1, 452711, 46883, 633311, 31898, 135310, 451305, 1030179, 380644, 39, 96, NA, 3162241,  3
12, 13.1, 578918, 108024, 210367, 373741, 166642, 394968, 2162, 6657, 51, 65, NA, 1841479,  3
13, 14.1, 154362, 26016, 424446, 458908, 440438, 3565, 1614719, 155922, 37, 76, NA, 3278376,  3
14, 15.2, 313578, 1449, 651616, 898243, 468251, 250534, 175896, 606937, 100, 81, NA, 3366504,  3
15, 16.2, 2294472, 9577, 18166, 1416460, 535492, 327602, 1172, 324047, 90, 58, NA, 4926988,  3
16, 17.2, 5077, 538074, 8575, 64538, 83143, 399399, 1052837, 232087, 44, 16, NA, 2383730,  3
17, 18.2, 217761, 2487751, 739, 713, 16176, 81277, 93915, 821417, 82, 67, NA, 3719749,  3
18, 19.2, 209567, 91235, 258698, 127600, 6910, 344567, 130229, 271108, 73, 85, NA, 1439914,  3
19, 20.2, 341368, 543509, 33, 60622, 199210, 519834, 230527, 5429, 72, 7, NA, 1900532,  3
20, 21.2, 1520, 312374, 306560, 12359, 538, 22482, 3454683, 332704, 18, 9, NA, 4443220,  3
21, 22.2, 763614, 268591, 334694, 159570, 6277, 29678, 84, 731, 51, 26, NA, 1563239,  3
22, 23.3, 270159, 189996, 495670, 75986, 52702, 199132, 817584, 643256, 74, 47, NA, 2744485,  3
23, 24.3, 440049, 150337, 5167, 94369, 1016665, 28426, 4302, 58586, 9, 79, NA, 1797901,  3
24, 25.3, 58072, 74126, 1010316, 321763, 285226, 296116, 14646, 546465, 58, 32, NA, 2606730,  3
25, 26.3, 12145, 320151, 169994, 167581, 409904, 469066, 1188598, 11039, 43, 3, NA, 2748478,  3
26, 27.3, 98229, 803561, 48628, 3813295, 49355, 77741, 363085, 3791, 95, 68, NA, 5257685,  3
27, 28.3, 783713, 11337, 15762, 52199, 169718, 602483, 191749, 1179007, 73, 98, NA, 3005968,  3
28, 29.3, 516126, 165803, 36783, 339223, 195336, 225843, 111192, 37112, 26, 24, NA, 1627418,  3
29, 30.3, 312, 17495, 323268, 632237, 100361, 293460, 8994, 180667, 19, 11, NA, 1556794,  3
30, 31.4, 442827, 182296, 1264428, 32987, 122380, 22289, 26944, 458148, 17, 73, NA, 2552299,  3
31, 32.4, 433421, 267582, 53774, 87781, 64833, 906, 935302, 547919, 96, 70, NA, 2391518,  3
32, 33.4, 125643, 58143, 90058, 82998, 14032, 51952, 757, 11977, 96, 43, NA, 435560,  3
33, 34.4, 441719, 286617, 450006, 73597, 1085171, 885554, 281237, 60274, 13, 99, NA, 3564175,  3
34, 35.4, 112989, 10209, 1930, 153052, 312133, 72148, 290226, 11760, 83, 23, NA, 964447,  3
35, 36.4, 226155, 144729, 71, 243480, 141840, 3322, 202701, 28365, 61, 68, NA, 990663,  3
36, 37.4, 30364, 693642, 9268, 991199, 990360, 142950, 2976549, 151338, 87, 28, NA, 5985670,  3
37, 38.5, 333470, 839, 354586, 162638, 57073, 25996, 326280, 780165, 56, 37, NA, 2041047,  3
38, 39.5, 169301, 25074, 0, 124253, 58474, 109211, 45030, 253331, 70, 51, NA, 784674,  3
39, 40.5, 119256, 43748, 28871, 104759, 5265, 153838, 621988, 232728, 25, 93, NA, 1310453,  3
40, 41.5, 366207, 21954, 720618, 277735, 4438, 10126, 23868, 1582158, 45, 20, NA, 3007104,  3
41, 42.5, 417105, 1302892, 5943, 772002, 341088, 627483, 19183, 273185, 26, 33, NA, 3758881,  3
42, 43.5, 6738, 329815, 80834, 2194111, 2049, 416200, 6806, 7447, 79, 94, NA, 3044000,  3
43, 44.5, 42, 15, 16087, 772934, 1207344, 140657, 5113, 169817, 67, 71, NA, 2312009,  3
44, 45.5, 1065440, 569, 523773, 11792, 193311, 49678, 15463, 69365, 42, 25, NA, 1929391,  3
45, 46.6, 1476, 222, 1865, 521725, 523120, 236, 431125, 58336, 43, 43, NA, 1538105,  3
46, 47.6, 32926, 185091, 23379, 76794, 41, 88591, 803717, 9367, 21, 18, NA, 1219906,  3
47, 48.6, 4820, 1992, 307151, 78618, 55346, 50363, 181139, 211574, 78, 6, NA, 891003,  3
48, 49.6, 292389, 932171, 182431, 60759, 28022, 451, 41, 2350427, 80, 39, NA, 3846691,  3
49, 50.6, 30678, 259483, 5962, 85497, 1670613, 14964, 389525, 700, 91, 41, NA, 2457422,  3
50, 51.6, 472625, 249024, 52877, 399443, 227105, 670175, 1650, 19033, 57, 39, NA, 2091932,  3
51, 52.6, 4622, 2186, 72416, 58959, 335076, 141760, 58387, 601383, 70, 22, NA, 1274789,  3
52, 53.6, 108273, 200287, 428906, 347617, 767247, 273178, 193298, 1880, 73, 93, NA, 2320686,  3
53, 54.7, 103673, 2949, 525, 3036, 95489, 862446, 100, 688414, 83, 35, NA, 1756632,  3
54, 55.7, 47429, 418118, 170475, 48880, 40579, 50889, 61056, 145953, 21, 77, NA, 983379,  3
55, 56.7, 394916, 280, 1219265, 55760, 134859, 256489, 324797, 1849840, 13, 9, NA, 4236206,  3
56, 57.7, 310504, 379137, 272443, 30645, 3879, 6840, 6850, 11405, 44, 47, NA, 1021703,  3
57, 58.7, 11102, 394384, 98787, 1146896, 421151, 254, 33619, 8161, 75, 6, NA, 2114354,  3
58, 59.7, 300435, 137811, 105859, 23633, 65949, 161307, 51239, 84547, 86, 25, NA, 930780,  3
59, 60.7, 307184, 95181, 342251, 1447743, 43171, 8512, 1257393, 105669, 99, 75, NA, 3607104,  3
60, 61.8, 194117, 17979, 1329, 33785, 204003, 317433, 333328, 1299434, 8, 4, NA, 2401408,  3
61, 62.8, 118244, 213043, 174101, 3333, 664452, 1857, 599210, 48531, 86, 7, NA, 1822771,  3
62, 63.8, 141351, 104979, 22876, 253655, 21635, 500659, 43829, 806628, 44, 55, NA, 1895612,  3
63, 64.8, 359487, 80892, 1223, 153208, 990124, 665983, 468383, 2806, 15, 46, NA, 2722106,  3
64, 65.8, 54596, 237820, 44868, 1773, 2989, 54653, 1459766, 159851, 15, 57, NA, 2016316,  3
65, 66.8, 87, 109699, 674520, 537877, 417033, 12771, 469910, 885069, 61, 90, NA, 3106966,  3
66, 67.8, 72986, 385035, 1339, 341423, 36639, 62847, 230811, 86862, 63, 65, NA, 1217942,  3
67, 68.9, 100801, 27190, 1999, 205, 1433, 1321, 444446, 278795, 47, 41, NA, 856190,  3
68, 69.9, 1666550, 230803, 33365, 6363, 1749, 84371, 2843, 240010, 94, 30, NA, 2266054,  3
69, 70.9, 309008, 25349, 147872, 239351, 2745, 118337, 513860, 439400, 35, 44, NA, 1795922,  3
70, 71.9, 1255813, 2494, 318440, 38643, 453011, 743485, 106699, 440320, 31, 12, NA, 3358905,  3
71, 72.9, 2174, 39942, 5111, 17557, 294, 3066, 146684, 270185, 53, 28, NA, 485013,  3
72, 73.9, 3579, 75154, 371507, 143522, 808969, 7225, 92109, 455188, 29, 34, NA, 1957253,  3
73, 74.9, 127932, 181841, 333540, 10445, 69513, 106427, 99013, 284560, 88, 82, NA, 1213271,  3
74, 75.9, 1982, 366907, 203321, 55896, 343912, 183667, 497086, 960210, 24, 13, NA, 2612981,  3
75, 77.0, 292086, 1679, 43158, 877108, 42568, 76858, 1152, 573315, 29, 21, NA, 1907924,  3
76, 78.0, 56784, 501250, 26186, 672889, 1452683, 1865, 330156, 103658, 57, 20, NA, 3145471,  3
77, 79.0, 5271, 88916, 1308003, 669252, 26723, 4626, 216584, 16187, 43, 89, NA, 2335562,  3
78, 80.0, 82275, 59076, 240125, 356, 121164, 1959, 1106940, 643, 80, 75, NA, 1612538,  3
79, 81.0, 25944, 14025, 1314, 29213, 43605, 7082, 101731, 199348, 40, 20, NA, 422262,  3
80, 82.0, 489138, 554272, 5487, 41073, 244725, 367494, 1391232, 4860, 31, 99, NA, 3098281,  3
81, 83.0, 324569, 943777, 1357768, 187190, 2422, 132967, 947555, 647531, 58, 56, NA, 4543779,  3
82, 84.0, 4050, 1526612, 41797, 17221, 287255, 1526835, 142789, 532716, 36, 10, NA, 4079275,  3
83, 85.1, 7563, 80128, 14906, 2852646, 149401, 1076754, 87909, 217985, 19, 30, NA, 4487292,  3
84, 86.1, 38342, 180042, 78111, 59211, 58492, 85396, 11620, 72218, 74, 39, NA, 583432,  3
85, 87.1, 82216, 77730, 38063, 92020, 995726, 178121, 846266, 73, 40, 63, NA, 2310215,  3
86, 88.1, 167157, 56317, 46168, 271347, 15844, 668691, 262979, 299715, 3, 13, NA, 1788218,  3
87, 89.1, 93037, 14083, 64113, 39437, 76191, 52, 74809, 451784, 65, 37, NA, 813506,  3
88, 90.1, 414117, 387675, 1, 261815, 623346, 177148, 52666, 93898, 24, 4, NA, 2010666,  3
89, 91.1, 170920, 317705, 4041, 486602, 23016, 83531, 15706, 19725, 22, 82, NA, 1121246,  3
90, 92.1, 59434, 134868, 422362, 701835, 921027, 573705, 9723, 33104, 56, 47, NA, 2856058,  3
91, 93.2, 128544, 28874, 89020, 1228004, 2213, 624, 187915, 113561, 79, 11, NA, 1778755,  3
92, 94.2, 230047, 32280, 421668, 87256, 46385, 221747, 141742, 375, 43, 2, NA, 1181500,  3
93, 95.2, 20343, 323151, 3534, 166665, 663048, 109511, 1080018, 103688, 77, 78, NA, 2469958,  3
94, 96.2, 115279, 433973, 461750, 759265, 251044, 97275, 1666527, 368242, 8, 21, NA, 4153355,  3
95, 97.2, 159578, 249, 32507, 69387, 129840, 496326, 2740, 291909, 99, 33, NA, 1182536,  3
96, 98.2, 3034, 844266, 153448, 83685, 45951, 101287, 289590, 4460, 10, 88, NA, 1525721,  3
97, 99.2, 14510, 125994, 1239553, 151713, 648790, 683817, 24700, 194572, 47, 11, NA, 3083649,  3
98, 100.2, 1243584, 380560, 697, 50108, 149019, 20027, 798109, 46975, 95, 44, NA, 2689079,  3
99, 101.3, 458304, 58926, 42309, 29037, 37763, 102151, 307545, 439190, 41, 91, NA, 1475225,  3
100, 102.3, 89930, 18775, 14954, 3342, 958023, 183351, 509743, 626927, 100, 9, NA, 2405045,  3
101, 103.3, 916784, 430116, 46088, 791125, 226527, 197208, 214935, 1904, 17, 3, NA, 2824687,  3
102, 104.3, 40784, 27473, 12744, 16736, 66357, 8657, 51061, 539032, 95, 13, NA, 762844,  3
103, 105.3, 40739, 23683, 43383, 319879, 41700, 327886, 210617, 1394747, 76, 95, NA, 2402634,  3
104, 106.3, 660516, 296839, 61193, 86076, 828240, 1344373, 2458, 5683, 38, 23, NA, 3285378,  3
105, 107.3, 178889, 432017, 595798, 98603, 76542, 693328, 418415, 48959, 93, 68, NA, 2542551,  3
106, 108.3, 137391, 130172, 166252, 737801, 143253, 1727, 677376, 1698389, 14, 69, NA, 3692361,  3
107, 109.4, 23019, 21683, 114465, 111962, 560421, 200472, 62166, 1699415, 81, 63, NA, 2793603,  3
108, 110.4, 234327, 186901, 664182, 105434, 120180, 110980, 94852, 27430, 70, 99, NA, 1544286,  3
109, 111.4, 136921, 499048, 593838, 1159, 690448, 24988, 11328, 9241, 39, 76, NA, 1966971,  3
110, 112.4, 391309, 98865, 55241, 12978, 95064, 292847, 15968, 26737, 55, 13, NA, 989009,  3
111, 113.4, 937587, 834294, 29387, 633103, 14331, 596894, 234930, 759315, 18, 85, NA, 4039841,  3
112, 114.4, 102628, 23217, 201966, 127411, 29668, 494581, 2880, 339908, 20, 15, NA, 1322259,  3
113, 115.4, 263832, 40800, 4268, 215522, 385625, 1234850, 16562, 65359, 92, 10, NA, 2226818,  3
114, 116.4, 2734698, 131, 81543, 123155, 4935, 414635, 180835, 420252, 18, 47, NA, 3960184,  3
115, 117.5, 1100, 283165, 609167, 628158, 228801, 592, 6559, 132230, 82, 47, NA, 1889772,  3
116, 118.5, 267385, 84824, 83865, 340325, 35779, 43644, 171173, 82736, 97, 44, NA, 1109731,  3
117, 119.5, 182127, 421912, 587253, 361238, 133, 1221386, 499842, 17003, 96, 10, NA, 3290894,  3
118, 120.5, 267916, 295534, 316706, 210415, 729180, 6256, 274217, 13278, 77, 67, NA, 2113502,  3
119, 121.5, 95807, 120289, 110661, 225879, 940876, 187203, 6933, 429045, 70, 28, NA, 2116693,  3
120, 122.5, 43125, 237926, 178539, 553757, 118721, 3678, 526437, 302532, 63, 49, NA, 1964715,  3
121, 123.5, 256314, 23, 48733, 1320776, 190968, 62890, 1544023, 20280, 30, 37, NA, 3444007,  3
122, 124.5, 2096, 348196, 19613, 684514, 27944, 488803, 2401, 48, 48, 30, NA, 1573615,  3
123, 125.6, 532423, 52939, 1008852, 156234, 345091, 1116693, 364297, 65145, 30, 86, NA, 3641674,  3
124, 126.6, 187590, 40061, 170169, 1937, 805667, 152837, 73881, 544898, 41, 96, NA, 1977040,  3
