obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 464319, 27177, 241573, 16582, 95330, 320147, 226914, 479987, 36, 63, NA, 1872029,  2
2, 3.0, 387998, 513214, 313114, 17415, 1171023, 211270, 33943, 739539, 91, 18, NA, 3387516,  2
3, 4.0, 130498, 12291, 111199, 53397, 3313, 2636, 791085, 36715, 7, 51, NA, 1141134,  2
4, 5.0, 51581, 9139, 355510, 244352, 318740, 217289, 337311, 355839, 29, 46, NA, 1889761,  2
5, 6.0, 245557, 12687, 688650, 253653, 250150, 10239, 98451, 1379, 53, 77, NA, 1560766,  2
6, 7.1, 513245, 140100, 13015, 921519, 1907670, 391082, 269733, 61702, 70, 67, NA, 4218066,  2
7, 8.1, 36498, 101792, 469901, 18117, 391092, 68690, 3194, 172575, 94, 16, NA, 1261859,  2
8, 9.1, 1549379, 422166, 30, 42151, 26960, 1029, 293345, 506224, 70, 63, NA, 2841284,  2
9, 10.1, 196, 8449, 61821, 14502, 91905, 13767, 1481353, 1228608, 69, 44, NA, 2900601,  2
10, 11.1, 364398, 857661, 84287, 983042, 175, 1173415, 207622, 83456, 75, 95, NA, 3754056,  2
11, 12.1, 950808, 12589, 610581, 769309, 119771, 95548, 44910, 86692, 13, 60, NA, 2690208,  2
12, 13.1, 85575, 156722, 1171695, 56496, 167448, 37109, 79088, 248545, 59, 89, NA, 2002678,  2
13, 14.1, 136365, 122403, 1352767, 449646, 7981, 292839, 175967, 127160, 56, 18, NA, 2665128,  2
14, 15.2, 411191, 118291, 193027, 23779, 3657, 279289, 228447, 669759, 35, 1, NA, 1927440,  2
15, 16.2, 100815, 201501, 27746, 14191, 362144, 20571, 15797, 59614, 69, 83, NA, 802379,  2
16, 17.2, 31161, 97702, 66186, 245652, 12707, 11315, 1746, 76041, 90, 87, NA, 542510,  2
17, 18.2, 116369, 53352, 216508, 1364652, 209741, 77293, 388670, 292605, 4, 88, NA, 2719190,  2
18, 19.2, 112692, 121928, 9562, 63760, 477166, 555617, 113546, 23784, 79, 31, NA, 1478055,  2
19, 20.2, 227, 1430879, 176888, 613639, 726345, 359401, 520, 16, 47, 46, NA, 3307915,  2
20, 21.2, 913908, 295142, 329976, 664886, 41380, 67414, 84675, 466433, 46, 26, NA, 2863814,  2
21, 22.2, 8554, 1196915, 430592, 7972, 305570, 280291, 231151, 164540, 48, 42, NA, 2625585,  2
22, 23.2, 195328, 202193, 1171562, 46784, 175451, 189434, 694441, 1635652, 21, 43, NA, 4310845,  2
23, 24.3, 428386, 1500672, 121828, 261912, 779, 102767, 406879, 476, 99, 24, NA, 2823699,  2
24, 25.3, 10816, 527, 573821, 174399, 10670, 1334935, 208641, 2979, 78, 13, NA, 2316788,  2
25, 26.3, 13785, 162298, 30625, 56888, 123400, 130519, 1170319, 679221, 30, 83, NA, 2367055,  2
26, 27.3, 398116, 1532982, 9559, 365920, 18085, 184794, 194087, 383734, 68, 52, NA, 3087277,  2
27, 28.3, 64843, 291230, 1198013, 38961, 1543485, 380224, 2141919, 980462, 66, 94, NA, 6639137,  2
28, 29.3, 527143, 4772, 8882, 16805, 753292, 141940, 150126, 273425, 2, 43, NA, 1876385,  2
29, 30.3, 47323, 166392, 9454, 1457, 73454, 36543, 36193, 12004, 30, 8, NA, 382820,  2
30, 31.3, 164738, 734857, 186107, 17559, 934028, 2945371, 877898, 90959, 76, 11, NA, 5951517,  2
31, 32.3, 947770, 109, 205644, 10107, 187213, 14, 176630, 33371, 15, 64, NA, 1560858,  2
32, 33.4, 9108, 924337, 24200, 126087, 423935, 71770, 11924, 48669, 29, 50, NA, 1640030,  2
33, 34.4, 97039, 76284, 2429, 374820, 716172, 24005, 568105, 439305, 23, 78, NA, 2298159,  2
34, 35.4, 68999, 624297, 881741, 12438, 26438, 82447, 397331, 17442, 15, 59, NA, 2111133,  2
35, 36.4, 136166, 407213, 60301, 497949, 739128, 165224, 408011, 101615, 58, 26, NA, 2515607,  2
36, 37.4, 876372, 28493, 120216, 344401, 12146, 77585, 237057, 92820, 32, 49, NA, 1789090,  2
37, 38.4, 127339, 38180, 354, 1062011, 203599, 258145, 140708, 347543, 84, 98, NA, 2177879,  2
38, 39.4, 942520, 6540, 1130, 1586784, 8866, 1324846, 144179, 393015, 39, 68, NA, 4407880,  2
39, 40.4, 446712, 381421, 254288, 369874, 213318, 6042, 251480, 6347, 38, 6, NA, 1929482,  2
40, 41.5, 321595, 200606, 475750, 40292, 2100350, 872, 30930, 16466, 44, 99, NA, 3186861,  2
41, 42.5, 180314, 135885, 8508, 610697, 114811, 935300, 28140, 42471, 21, 22, NA, 2056126,  2
42, 43.5, 124964, 262755, 105262, 266326, 2681, 368227, 141218, 115630, 87, 3, NA, 1387063,  2
43, 44.5, 580860, 691542, 3424, 65410, 503698, 247089, 1188854, 114326, 26, 6, NA, 3395203,  2
44, 45.5, 28940, 1035780, 220941, 261973, 138425, 163443, 17872, 21089, 15, 3, NA, 1888463,  2
