obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.1, 165198, 154090, 257087, 288869, 117966, 173503, 16, 978760, 97, 77, NA, 2135489,  X
2, 3.1, 268422, 2914, 1529, 14330, 390427, 157722, 218345, 180, 6, 47, NA, 1053869,  X
3, 4.2, 23889, 661399, 3558169, 28101, 128179, 953, 703737, 930537, 44, 10, NA, 6034964,  X
4, 5.2, 2013283, 67663, 127492, 1160573, 88609, 6772, 125309, 20176, 82, 50, NA, 3609877,  X
5, 6.2, 201468, 84814, 298678, 506318, 202870, 399763, 97487, 46, 48, 86, NA, 1791444,  X
6, 7.3, 443529, 245602, 603935, 1964, 1115018, 4594, 3401, 352342, 15, 28, NA, 2770385,  X
7, 8.3, 772753, 2552, 54151, 252589, 298582, 126480, 93697, 13087, 46, 94, NA, 1613891,  X
8, 9.4, 28688, 59557, 323128, 261323, 876830, 1228734, 44624, 57114, 76, 78, NA, 2879998,  X
9, 10.4, 577005, 76758, 80026, 315230, 37525, 97350, 522, 673387, 43, 61, NA, 1857803,  X
10, 11.4, 127292, 2797, 66175, 544764, 428898, 135909, 194315, 69801, 83, 80, NA, 1569951,  X
11, 12.4, 529064, 1132, 23444, 9066, 390255, 139295, 243778, 319968, 71, 18, NA, 1656002,  X
12, 13.5, 664542, 14638, 20549, 264531, 631494, 155048, 268665, 236169, 54, 84, NA, 2255636,  X
13, 14.5, 40706, 14290, 1296716, 25837, 213548, 894875, 18348, 140747, 83, 55, NA, 2645067,  X
14, 15.5, 35066, 804065, 325462, 562789, 131975, 1148803, 9498, 109687, 37, 30, NA, 3127345,  X
15, 16.6, 149936, 43430, 150276, 22, 185323, 284918, 61820, 156287, 25, 2, NA, 1032012,  X
16, 17.6, 1406, 839017, 9978, 36270, 29390, 202868, 307421, 40826, 98, 48, NA, 1467176,  X
17, 18.6, 60404, 23454, 402514, 3532, 631343, 179800, 233308, 890087, 3, 89, NA, 2424442,  X
18, 19.7, 106691, 379652, 27204, 437486, 653335, 123, 79679, 229178, 78, 70, NA, 1913348,  X
19, 20.7, 566627, 892118, 761178, 870428, 559588, 120207, 186652, 250121, 18, 42, NA, 4206919,  X
20, 21.7, 14004, 21419, 208853, 1199143, 476942, 32, 20253, 104394, 42, 37, NA, 2045040,  X
21, 22.7, 17874, 726607, 169007, 157893, 3652, 1697294, 34452, 94848, 20, 18, NA, 2901627,  X
22, 23.8, 1343568, 67857, 99016, 318835, 7986, 1343888, 107363, 86656, 21, 63, NA, 3375169,  X
23, 24.8, 1142424, 90180, 36, 80260, 1044575, 73923, 118162, 374164, 37, 20, NA, 2923724,  X
24, 25.8, 545784, 49002, 541127, 27546, 13528, 137787, 644472, 108477, 96, 100, NA, 2067723,  X
25, 26.8, 605516, 81342, 3488, 2917676, 73447, 694, 4442, 115952, 64, 4, NA, 3802557,  X
26, 27.9, 40966, 105788, 694409, 2213, 19864, 551239, 147157, 1129629, 73, 24, NA, 2691265,  X
27, 28.9, 218663, 287494, 868729, 199386, 93830, 166348, 645559, 1091832, 15, 4, NA, 3571841,  X
28, 29.9, 736226, 118761, 1571399, 1630185, 24598, 85447, 55328, 269536, 55, 93, NA, 4491480,  X
29, 31.0, 164934, 89380, 66706, 36449, 781618, 1021758, 751, 141064, 12, 89, NA, 2302660,  X
30, 32.0, 64540, 7650, 31479, 45598, 536180, 338035, 26111, 332190, 1, 32, NA, 1381783,  X
31, 33.0, 90292, 12691, 27432, 331385, 164826, 76786, 190967, 283725, 18, 61, NA, 1178104,  X
32, 34.0, 626994, 2273909, 26936, 18072, 376599, 155514, 4298, 5335, 81, 6, NA, 3487657,  X
33, 35.1, 39538, 58962, 147, 112678, 541329, 1099317, 300475, 79569, 97, 84, NA, 2232015,  X
34, 36.1, 15868, 20833, 237419, 3021, 877833, 423452, 2292, 5, 40, 39, NA, 1580723,  X
35, 37.1, 24913, 6372, 116401, 47137, 184861, 70662, 490883, 271180, 89, 83, NA, 1212409,  X
