obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 2.0, 813404, 220206, 208225, 401052, 455504, 14111, 206806, 84256, 64, 20, NA, 2403564,  X
2, 3.0, 218054, 8302, 756933, 110242, 15518, 602027, 65465, 918, 100, 71, NA, 1777459,  X
3, 4.1, 12408, 152973, 384597, 122932, 329863, 137354, 544685, 11369, 68, 39, NA, 1696181,  X
4, 5.1, 357, 8954, 1035153, 316998, 521, 1506607, 24450, 263542, 92, 68, NA, 3156582,  X
5, 6.1, 160316, 624209, 5187655, 149169, 43630, 232180, 90164, 9713, 92, 100, NA, 6497036,  X
6, 7.1, 164709, 38312, 1546647, 250544, 3429437, 263907, 221876, 1025204, 98, 57, NA, 6940636,  X
7, 8.1, 847877, 3101722, 25541, 272215, 625526, 899603, 688194, 867943, 17, 65, NA, 7328621,  X
8, 9.1, 24909, 1359516, 195941, 23637, 771635, 731, 721429, 173488, 13, 69, NA, 3271286,  X
9, 10.1, 176, 178467, 152635, 1175709, 1384889, 1432808, 37685, 11, 83, 89, NA, 4362380,  X
10, 11.1, 35532, 388880, 299116, 588317, 484160, 56280, 562703, 103123, 14, 15, NA, 2518111,  X
11, 12.2, 27878, 486038, 101196, 62644, 530051, 1015693, 321, 434, 94, 68, NA, 2224255,  X
12, 13.2, 993549, 23146, 137, 89840, 80043, 13797, 969340, 41383, 49, 32, NA, 2211235,  X
13, 14.2, 176271, 115689, 88738, 60114, 96740, 818614, 72193, 2424, 21, 43, NA, 1430783,  X
14, 15.2, 35767, 335400, 139, 96543, 25583, 890516, 518558, 293316, 93, 32, NA, 2195822,  X
15, 16.2, 1164, 380234, 105405, 522491, 2475083, 888843, 123919, 630, 15, 93, NA, 4497769,  X
16, 17.2, 152597, 260627, 12709, 89944, 38018, 47230, 192363, 11767, 9, 68, NA, 805255,  X
17, 18.2, 602013, 67974, 69768, 85697, 312689, 42453, 134645, 80872, 17, 67, NA, 1396111,  X
18, 19.2, 223649, 113780, 281158, 20191, 691972, 380620, 745671, 313, 16, 43, NA, 2457354,  X
19, 20.2, 654502, 98160, 150163, 332215, 86076, 732482, 138356, 172419, 91, 39, NA, 2364373,  X
20, 21.3, 20494, 475737, 194061, 566669, 139696, 1521, 1347753, 209967, 4, 6, NA, 2955898,  X
21, 22.3, 757555, 2465, 60112, 239222, 280748, 82459, 5802, 27685, 50, 95, NA, 1456048,  X
22, 23.3, 13165, 300527, 229450, 5696, 535864, 87917, 6, 1013503, 96, 68, NA, 2186128,  X
23, 24.3, 8, 55927, 236003, 1854, 2530640, 432, 5090, 187295, 27, 72, NA, 3017249,  X
24, 25.3, 153247, 53, 125828, 74540, 430473, 325, 1077560, 1628601, 15, 50, NA, 3490627,  X
25, 26.3, 101251, 101339, 535841, 32396, 1577254, 193255, 372044, 195364, 2, 82, NA, 3108744,  X
26, 27.3, 19988, 805088, 1, 129072, 1729514, 1118668, 209336, 640126, 28, 36, NA, 4651793,  X
27, 28.3, 20996, 178955, 214987, 191416, 60017, 127554, 1251816, 185217, 52, 70, NA, 2230958,  X
28, 29.3, 620553, 30666, 312512, 905796, 105038, 440631, 16622, 569469, 55, 11, NA, 3001287,  X
29, 30.3, 116295, 644845, 28792, 652476, 79037, 192340, 445325, 371690, 94, 46, NA, 2530800,  X
30, 31.4, 22080, 168569, 209562, 537153, 21774, 365093, 463190, 525287, 18, 56, NA, 2312708,  X
31, 32.4, 39229, 80472, 288413, 133399, 93411, 327092, 441326, 14262, 46, 52, NA, 1417604,  X
32, 33.4, 181048, 16397, 354199, 63492, 404, 23120, 825331, 1745830, 29, 90, NA, 3209821,  X
33, 34.4, 299692, 245937, 279997, 1009244, 445296, 124264, 259812, 121145, 97, 51, NA, 2785387,  X
34, 35.4, 531297, 24455, 596158, 538517, 25976, 181021, 1031133, 2171, 8, 24, NA, 2930728,  X
35, 36.4, 122428, 1703256, 666578, 61080, 7950, 530460, 1161, 2544, 69, 40, NA, 3095457,  X
36, 37.4, 30868, 82283, 115506, 73659, 106050, 250827, 5178, 23676, 63, 42, NA, 688047,  X
